Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"LODI",,"Lomatium dissectum (Nutt.) Mathias & Constance",fernleaf biscuitroot
"DYGR",,"Dysphania graveolens (Willd.) Mosyakin & Clemants",fetid goosefoot
"DYPA",,"Dyssodia papposa (Vent.) Hitchc.",fetid marigold
"BILE",,"Bidens leptocephala Sherff",fewflower beggarticks
"ELQU2",,"Eleocharis quinqueflora (Hartmann) O. Schwarz",fewflower spikerush
"CAMI6",,"Carex microglochin Wahlenb.",fewseeded bog sedge
"RUPU3",,"Rumex pulcher L.",fiddle dock
"CRRU3",,"Crepis runcinata (James) Torr. & A. Gray",fiddleleaf hawksbeard
"CRRUG",,"Crepis runcinata (James) Torr. & A. Gray ssp. glauca (Nutt.) Babc. & Stebbins",fiddleleaf hawksbeard
"CRRUR",,"Crepis runcinata (James) Torr. & A. Gray ssp. runcinata ",fiddleleaf hawksbeard
"ANPE4",,"Anoda pentaschista A. Gray",field anoda
"COAR4",,"Convolvulus arvensis L.",field bindweed
"BRAR5",,"Bromus arvensis L.",field brome
"CEAR4",,"Cerastium arvense L.",field chickweed
"CEARS2",,"Cerastium arvense L. ssp. strictum (L.) Ugborogho",field chickweed
"TRCA5",,"Trifolium campestre Schreb.",field clover
"FEAR4",,"Festuca arvernensis Auquier, Kerguélen & Markgr.-Dannenb.",field fescue
"EQAR",,"Equisetum arvense L.",field horsetail
"BRRAR",,"Brassica rapa L. var. rapa ",field mustard
"BRRA",,"Brassica rapa L.",field mustard
"THAR5",,"Thlaspi arvense L.",field pennycress
"LECA5",,"Lepidium campestre (L.) W.T. Aiton",field pepperweed
"CUPE",,"Cucurbita pepo L.",field pumpkin
"CUPEP",,"Cucurbita pepo L. var. pepo ",field pumpkin
"ARCA12",,"Artemisia campestris L.",field sagewort
"ARCAB2",,"Artemisia campestris L. ssp. borealis (Pall.) H.M. Hall & Clem.",field sagewort
"ARCAB4",,"Artemisia campestris L. ssp. borealis (Pall.) H.M. Hall & Clem. var. borealis (Pall.) M. Peck",field sagewort
"ARCAS5",,"Artemisia campestris L. ssp. borealis (Pall.) H.M. Hall & Clem. var. scouleriana (Hook.) Cronquist",field sagewort
"ARCAC",,"Artemisia campestris L. ssp. caudata (Michx.) H.M. Hall & Clem.",field sagewort
"SOARA2",,"Sonchus arvensis L. ssp. arvensis ",field sowthistle
"SOAR2",,"Sonchus arvensis L.",field sowthistle
"TELI3",,"Tetraneuris linearifolia (Hook.) Greene",fineleaf fournerved daisy
"TELIL",,"Tetraneuris linearifolia (Hook.) Greene var. linearifolia ",fineleaf fournerved daisy
"HYFI",,"Hymenopappus filifolius Hook.",fineleaf hymenopappus
"HYFIC",,"Hymenopappus filifolius Hook. var. cinereus (Rydb.) I.M. Johnst.",fineleaf hymenopappus
"HYFIL",,"Hymenopappus filifolius Hook. var. lugens (Greene) Jeps.",fineleaf hymenopappus
"HYFIM",,"Hymenopappus filifolius Hook. var. megacephalus B.L. Turner",fineleaf hymenopappus
"HYFIP",,"Hymenopappus filifolius Hook. var. pauciflorus (I.M. Johnst.) B.L. Turner",fineleaf hymenopappus
"STFI6",,"Stuckenia filiformis (Pers.) Börner",fineleaf pondweed
"NATE3",,"Nassella tenuissima (Trin.) Barkworth",finestem needlegrass
"CUDI",,"Cucurbita digitata A. Gray",fingerleaf gourd
"EUCY",,"Euphorbia cyathophora Murray",fire on the mountain
"CRCH",,"Crataegus chrysocarpa Ashe",fireberry hawthorn
"PEEA",,"Penstemon eatonii A. Gray",firecracker penstemon
"PEEAE2",,"Penstemon eatonii A. Gray ssp. eatonii ",firecracker penstemon
"PEEAU",,"Penstemon eatonii A. Gray ssp. undosus (M.E. Jones) D.D. Keck",firecracker penstemon
"BOTE2",,"Bouvardia ternifolia (Cav.) Schltdl.",firecrackerbush
"CHAN9",,"Chamerion angustifolium (L.) Holub",fireweed
"CHANC",,"Chamerion angustifolium (L.) Holub ssp. circumvagum (Mosquin) Hoch",fireweed
"CUPE3",,"Cuscuta pentagona Engelm.",fiveangled dodder
"CUPEP2",,"Cuscuta pentagona Engelm. var. pentagona ",fiveangled dodder
"PEFI",,"Pectis filipes Harv. & A. Gray",fivebract chinchweed
"PEFIS",,"Pectis filipes Harv. & A. Gray var. subnuda Fernald",fivebract chinchweed
"PEQU",,"Perityle quinqueflora (Steyerm.) Shinners",fiveflower rockdaisy
"BAHY",,"Bassia hyssopifolia (Pall.) Kuntz",fivehorn smotherweed
"THPE4",,"Thymophylla pentachaeta (DC.) Small",fiveneedle pricklyleaf
"THPEB",,"Thymophylla pentachaeta (DC.) Small var. belenidium (DC.) Strother",fiveneedle pricklyleaf
"THPEP",,"Thymophylla pentachaeta (DC.) Small var. pentachaeta ",fiveneedle pricklyleaf
"HEQU2",,"Helianthella quinquenervis (Hook.) A. Gray",fivenerve helianthella
"JAAM",,"Jamesia americana Torr. & A. Gray",fivepetal cliffbush
"JAAMA",,"Jamesia americana Torr. & A. Gray var. americana ",fivepetal cliffbush
"MIPE",,"Mitella pentandra Hook.",fivestamen miterwort
"TACH2",,"Tamarix chinensis Lour.",five-stamen tamarisk
"BOIN",,"Boerhavia intermedia M.E. Jones",fivewing spiderling
"SEAC2",,"Senecio actinella Greene",Flagstaff ragwort
"ERDE6",,"Eriogonum deflexum Torr.",flatcrown buckwheat
"ERDED4",,"Eriogonum deflexum Torr. var. deflexum ",flatcrown buckwheat
"CUUM",,"Cuscuta umbellata Kunth",flatglobe dodder
"AMAC2",,"Ambrosia acanthicarpa Hook.",flatspine bur ragweed
"LAOC3",,"Lappula occidentalis (S. Watson) Greene",flatspine stickseed
"LAOCC",,"Lappula occidentalis (S. Watson) Greene var. cupulata (A. Gray) Higgins",flatspine stickseed
"LAOCO",,"Lappula occidentalis (S. Watson) Greene var. occidentalis ",flatspine stickseed
"ELCOC2",,"Eleocharis compressa Sull. var. compressa ",flatstem spikerush
"ELCO2",,"Eleocharis compressa Sull.",flatstem spikerush
"ORCO5",,"Orobanche corymbosa (Rydb.) Ferris",flat-top broomrape
"ORCOC3",,"Orobanche corymbosa (Rydb.) Ferris ssp. corymbosa ",flat-top broomrape
"ANCO",,"Antennaria corymbosa E.E. Nelson",flat-top pussytoes
"AGCO2",,"Ageratum corymbosum Zuccagni ex Pers.",flat-top whiteweed
"IPLO2",,"Ipomopsis longiflora (Torr.) V.E. Grant",flaxflowered ipomopsis
"IPLOL",,"Ipomopsis longiflora (Torr.) V.E. Grant ssp. longiflora ",flaxflowered ipomopsis
"IPLON",,"Ipomopsis longiflora (Torr.) V.E. Grant ssp. neomexicana Wilken",flaxflowered ipomopsis
"SCLI",,"Schoenocrambe linifolia (Nutt.) Greene",flaxleaf plainsmustard
"CLSU",,"Clappia suaedifolia A. Gray",fleshy clapdaisy
"CRSU5",,"Crataegus succulenta Schrad. ex Link",fleshy hawthorn
"STCR",,"Stellaria crassifolia Ehrh.",fleshy starwort
"STCRC",,"Stellaria crassifolia Ehrh. var. crassifolia ",fleshy starwort
"ASFL2",,"Astragalus flexuosus Douglas ex G. Don",flexile milkvetch
"ASFLF",,"Astragalus flexuosus Douglas ex G. Don var. flexuosus ",flexile milkvetch
"ASSI3",,"Astragalus siliceus Barneby",Flint Mountain milkvetch
"PONA4",,"Potamogeton natans L.",floating pondweed
"LUPEP2",,"Ludwigia peploides (Kunth) P.H. Raven ssp. peploides ",floating primrose-willow
"LUPE5",,"Ludwigia peploides (Kunth) P.H. Raven",floating primrose-willow
"HITR",,"Hibiscus trionum L.",flower of an hour
"PHMU3",,"Phlox multiflora A. Nelson",flowery phlox
"ARFU3",,"Arnica fulgens Pursh",foothill arnica
"LELU",,"Lesquerella ludoviciana (Nutt.) S. Watson",foothill bladderpod
"ZIPA2",,"Zigadenus paniculatus (Nutt.) S. Watson",foothill deathcamas
"LOHU2",,"Lotus humistratus Greene",foothill deervetch
"ERCO15",,"Erigeron consimilis Cronquist",foothill fleabane
"ASSE",,"Asplenium septentrionale (L.) Hoffm.",forked spleenwort
"EUBI3",,"Euphorbia bifurcata Engelm.",forked spurge
"DABR",,"Dalea brachystachya A. Gray",Fort Bowie prairie clover
"VEGR2",,"Verbena gracilis Desf.",Fort Huachuca vervain
"ASWI2",,"Astragalus wingatanus S. Watson",Fort Wingate milkvetch
"MIME8",,"Mirabilis melanotricha (Standl.) Spellenb.",four o'clock
"OERH",,"Oenothera rhombipetala Nutt. ex Torr. & A. Gray",fourpoint evening primrose
"ATCA2",,"Atriplex canescens (Pursh) Nutt.",fourwing saltbush
"ATCAC",,"Atriplex canescens (Pursh) Nutt. var. canescens ",fourwing saltbush
"POPA2",,"Poa palustris L.",fowl bluegrass
"GLST",,"Glyceria striata (Lam.) Hitchc.",fowl mannagrass
"CAVU2",,"Carex vulpinoidea Michx.",fox sedge
"CAVUV",,"Carex vulpinoidea Michx. var. vulpinoidea ",fox sedge
"HOJUJ",,"Hordeum jubatum L. ssp. jubatum ",foxtail barley
"HOJU",,"Hordeum jubatum L.",foxtail barley
"SEIT",,"Setaria italica (L.) P. Beauv.",foxtail millet
"MUAN",,"Muhlenbergia andina (Nutt.) Hitchc.",foxtail muhly
"DALE3",,"Dalea leporina (Aiton) Bullock",foxtail prairie clover
"PSSA2",,"×Pseudelymus saxicola (Scribn. & J.G. Sm.) Barkworth & D.R. Dewey [Elymus elymoides × Pseudoroegneria spicata]",foxtail wheatgrass
"FRCU",,"Fraxinus cuspidata Torr.",fragrant ash
"GATR3",,"Galium triflorum Michx.",fragrant bedstraw
"CYOD",,"Cyperus odoratus L.",fragrant flatsedge
"HEGR6",,"Heliotropium greggii Torr.",fragrant heliotrope
"MIBO2",,"Mimosa borealis A. Gray",fragrant mimosa
"AGHE5",,"Ageratina herbacea (A. Gray) R.M. King & H. Rob.",fragrant snakeroot
"ABEL",,"Abronia elliptica A. Nelson",fragrant white sand verbena
"MEFR2",,"Mertensia franciscana A. Heller",Franciscan bluebells
"CAFR3",,"Carex frankii Kunth",Frank's sedge
"ASLE8",,"Astragalus lentiginosus Douglas ex Hook.",freckled milkvetch
"ASLEA5",,"Astragalus lentiginosus Douglas ex Hook. var. australis Barneby",freckled milkvetch
"ASLED",,"Astragalus lentiginosus Douglas ex Hook. var. diphysus (A. Gray) M.E. Jones",freckled milkvetch
"POFR2",,"Populus fremontii S. Watson",Fremont cottonwood
"POFRF3",,"Populus fremontii S. Watson ssp. fremontii ",Fremont cottonwood
"GECAF",,"Geranium caespitosum James var. fremontii (Torr. ex A. Gray) Dorn",Fremont's geranium
"CHFR3",,"Chenopodium fremontii S. Watson",Fremont's goosefoot
"CHFRF",,"Chenopodium fremontii S. Watson var. fremontii ",Fremont's goosefoot
"MAFR3",,"Mahonia fremontii (Torr.) Fedde",Fremont's mahonia
"TAGA",,"Tamarix gallica L.",French tamarisk
"BRCI2",,"Bromus ciliatus L.",fringed brome
"BRCIR",,"Bromus ciliatus L. var. richardsonii (Link) B. Boivin",fringed brome
"PAFI3",,"Parnassia fimbriata K.D. Koenig",fringed grass of Parnassus
"PAFIF",,"Parnassia fimbriata K.D. Koenig var. fimbriata ",fringed grass of Parnassus
"LYCI",,"Lysimachia ciliata L.",fringed loosestrife
"CACI2",,"Calandrinia ciliata (Ruiz & Pav.) DC.",fringed redmaids
"URCI",,"Urochloa ciliatissima (Buckley) R. Webster",fringed signalgrass
"FUCY",,"Funastrum cynanchoides (Decne.) Schltr.",fringed twinevine
"FUCYC",,"Funastrum cynanchoides (Decne.) Schltr. ssp. cynanchoides ",fringed twinevine
"EPCI",,"Epilobium ciliatum Raf.",fringed willowherb
"EPCIC",,"Epilobium ciliatum Raf. ssp. ciliatum ",fringed willowherb
"EPCIG",,"Epilobium ciliatum Raf. ssp. glandulosum (Lehm.) Hoch & P.H. Raven",fringed willowherb
"LOFE",,"Lobelia fenestralis Cav.",fringeleaf lobelia
"SOST4",,"Sophora stenophylla A. Gray",fringeleaf necklacepod
"RAHY",,"Ranunculus hydrocharoides A. Gray",frogbit buttercup
"RAHYH",,"Ranunculus hydrocharoides A. Gray var. hydrocharoides ",frogbit buttercup
"POIN3",,"Poliomintha incana (Torr.) A. Gray",frosted mint
"POPOC",,"Polygonum polygaloides Wall. ex Meisn. ssp. confertiflorum (Nutt. ex Piper) J.C. Hickman",fruitleaf knotweed
"DIFU2",,"Dipsacus fullonum L.",Fuller's teasel
"CHSC",,"Chamaechaenactis scaposa (Eastw.) Rydb.",fullstem
"CHSCS",,"Chamaechaenactis scaposa (Eastw.) Rydb. var. scaposa ",fullstem
"BUFU",,"Bulbostylis funckii (Steud.) C.B. Clarke",Funck's hairsedge
"ABBI",,"Abronia bigelovii Heimerl",Galisteo sand verbena
"GAPA2",,"Galinsoga parviflora Cav.",gallant soldier
"QUGA",,"Quercus gambelii Nutt.",Gambel oak
"QUGAG",,"Quercus gambelii Nutt. var. gambelii ",Gambel oak
"STHI3",,"Steinchisma hians (Elliott) Nash",gaping grass
"ASOF",,"Asparagus officinalis L.",garden asparagus
"CECY2",,"Centaurea cyanus L.",garden cornflower
"COBI2",,"Cosmos bipinnatus Cav.",garden cosmos
"LASA3",,"Lactuca sativa L.",garden lettuce
"ATHO",,"Atriplex hortensis L.",garden orache
"BAVU",,"Barbarea vulgaris W.T. Aiton",garden yellowrocket
"SAGE2",,"Salix geyeriana Andersson",Geyer willow
"SYLAG",,"Symphyotrichum laeve (L.) Á. Löve & D. Löve var. geyeri (A. Gray) G.L. Nesom",Geyer's aster
"ALGE",,"Allium geyeri S. Watson",Geyer's onion
"ALGEG",,"Allium geyeri S. Watson var. geyeri ",Geyer's onion
"CHGE2",,"Chamaesyce geyeri (Engelm. & A. Gray) Small",Geyer's sandmat
"CHGEG",,"Chamaesyce geyeri (Engelm. & A. Gray) Small var. geyeri ",Geyer's sandmat
"CAGE2",,"Carex geyeri Boott",Geyer's sedge
"SEMA6",,"Setaria magna Griseb.",giant bristlegrass
"SPGI",,"Sporobolus giganteus Nash",giant dropseed
"SOGI",,"Solidago gigantea Aiton",giant goldenrod
"PEPR7",,"Pedicularis procera A. Gray",giant lousewort
"ASGI2",,"Astragalus giganteus S. Watson",giant milkvetch
"CAMI12",,"Castilleja miniata Douglas ex Hook.",giant red Indian paintbrush
"CAMIM5",,"Castilleja miniata Douglas ex Hook. ssp. miniata ",giant red Indian paintbrush
"ARDO4",,"Arundo donax L.",giant reed
"CAGI3",,"Calamovilfa gigantea (Nutt.) Scribn. & Merr.",giant sandreed
"MAVI",,"Macromeria viridiflora DC.",giant-trumpets
"ASGI3",,"Astragalus gilensis Greene",Gila milkvetch
"CUAP",,"Cuscuta applanata Engelm.",Gila River dodder
"CIGI",,"Cirsium gilense Wooton & Standl.",Gila thistle
"PEAM",,"Penstemon ambiguus Torr.",gilia beardtongue
"PEAMA",,"Penstemon ambiguus Torr. var. ambiguus ",gilia beardtongue
"ALGL",,"Allium glandulosum Link & Otto",gland onion
"POMA7",,"Polygala macradenia A. Gray",glandleaf milkwort
"DALA",,"Dalea lachnostachys A. Gray",glandleaf prairie clover
"DEGL8",,"Desmanthus glandulosus (B.L. Turner) Luckow",glandular bundleflower
"NEGL",,"Nemacladus glanduliferus Jeps.",glandular threadplant
"NEGLO",,"Nemacladus glanduliferus Jeps. var. orientalis McVaugh",glandular threadplant
"EPHA",,"Epilobium halleanum Hausskn.",glandular willowherb
"HENI2",,"Hexalectris nitida L.O. Williams",Glass Mountain crested coralroot
"POGL",,"Poa glauca Vahl",glaucous bluegrass
"POGLG",,"Poa glauca Vahl ssp. glauca ",glaucous bluegrass
"CAOR21",,"Castilleja ornata Eastw.",glowing Indian paintbrush
"RAGM",,"Ranunculus gmelinii DC.",Gmelin's buttercup
"SACH4",,"Saxifraga chrysantha A. Gray",goldbloom saxifrage
"LEAU5",,"Lesquerella aurea Wooton",golden bladderpod
"AQCH",,"Aquilegia chrysantha A. Gray",golden columbine
"VEEN",,"Verbesina encelioides (Cav.) Benth. & Hook. f. ex A. Gray",golden crownbeard
"VEENE2",,"Verbesina encelioides (Cav.) Benth. & Hook. f. ex A. Gray ssp. exauriculata (B.L. Rob. & Greenm.) J.R. Coleman",golden crownbeard
"RIAU",,"Ribes aureum Pursh",golden currant
"RIAUA",,"Ribes aureum Pursh var. aureum ",golden currant
"RIAUV",,"Ribes aureum Pursh var. villosum DC.",golden currant
"RUMA4",,"Rumex maritimus L.",golden dock
"DRAU",,"Draba aurea Vahl ex Hornem.",golden draba
"LEAU16",,"Leptosiphon aureus (Nutt.) J.M. Porter & L.A. Johnson",golden linanthus
"LEAUA3",,"Leptosiphon aureus (Nutt.) J.M. Porter & L.A. Johnson ssp. aureus ",golden linanthus
"CHBO5",,"Cheilanthes bonariensis (Willd.) Proctor",golden lipfern
"CAAU8",,"Calochortus aureus S. Watson",golden mariposa lily
"DAAU",,"Dalea aurea Nutt. ex Pursh",golden prairie clover
"CAAU3",,"Carex aurea Nutt.",golden sedge
"COTIT",,"Coreopsis tinctoria Nutt. var. tinctoria ",golden tickseed
"COTI3",,"Coreopsis tinctoria Nutt.",golden tickseed
"GAOVG",,"Garrya ovata Benth. ssp. goldmanii (Wooton & Standl.) Dahling",Goldman's silktassel
"CASAS2",,"Camelina sativa (L.) Crantz ssp. sativa ",gold-of-pleasure
"LEGO2",,"Lesquerella gooddingii Rollins & Shaw",Goodding's bladderpod
"ALGO",,"Allium gooddingii Ownbey",Goodding's onion
"SAGO",,"Salix gooddingii C.R. Ball",Goodding's willow
"RIMO2",,"Ribes montigenum McClatchie",gooseberry currant
"SPGR2",,"Sphaeralcea grossulariifolia (Hook. & Arn.) Rydb.",gooseberryleaf globemallow
"SPGRP2",,"Sphaeralcea grossulariifolia (Hook. & Arn.) Rydb. ssp. pedata (Torr. ex A. Gray) Kearney",gooseberryleaf globemallow
"AMCH3",,"Ammocodon chenopodioides (A. Gray) Standl.",goosefoot moonpod
"LEGO",,"Lesquerella gordonii (A. Gray) S. Watson",Gordon's bladderpod
"LEGOD",,"Lesquerella gordonii (A. Gray) S. Watson var. densifolia Rollins",Gordon's bladderpod
"LEGOG",,"Lesquerella gordonii (A. Gray) S. Watson var. gordonii ",Gordon's bladderpod
"ERGO",,"Eriogonum gordonii Benth.",Gordon's buckwheat
"RAIN",,"Ranunculus inamoenus Greene",graceful buttercup
"RAINI2",,"Ranunculus inamoenus Greene var. inamoenus ",graceful buttercup
"CHYA",,"Cheilanthes yavapensis Reeves ex Windham",graceful lipfern
"MIGR2",,"Mimosa grahamii A. Gray",Graham's mimosa
"MAGR9",,"Mammillaria grahamii Engelm.",Graham's nipple cactus
"GRGR6",,"Grusonia grahamii (Engelm.) H. Rob.",Graham's pricklypear
"CIGR2",,"Cirsium grahamii A. Gray",Graham's thistle
"DEGR2",,"Desmodium grahamii A. Gray",Graham's ticktrefoil
"SOBIB",,"Sorghum bicolor (L.) Moench ssp. bicolor ",grain sorghum
"LIPU11",,"Linanthus pungens (Torr.) J.M. Porter & L.A. Johnson",granite prickly phlox
"BOTU3",,"Botrychium tunux Stensvold & Farrar",grapefern
"MEST3",,"Mentzelia strictissima (Wooton & Standl.) J. Darl.",grassland blazingstar
"CRDI6",,"Croton dioicus Cav.",grassland croton
"OPCY",,"Opuntia cymochila Engelm. & J.M. Bigelow",grassland pricklypear
"LAGRA",,"Lactuca graminifolia Michx. var. arizonica McVaugh",grassleaf lettuce
"LAGR",,"Lactuca graminifolia Michx.",grassleaf lettuce
"LAGR3",,"Lathyrus graminifolius (S. Watson) T.G. White",grassleaf pea
"CAAG",,"Carex agrostoides Mack.",grassleaf sedge
"PEPUG",,"Petradoria pumila (Nutt.) Greene ssp. graminea (Wooton & Standl.) L.C. Anderson",grass-leaved rock goldenrod
"SAGR",,"Sagittaria graminea Michx.",grassy arrowhead
"SAGRG",,"Sagittaria graminea Michx. var. graminea ",grassy arrowhead
"ZIVEG",,"Zigadenus venenosus S. Watson var. gramineus (Rydb.) Walsh ex M. Peck",grassy deathcamas
"CAOR",,"Carex oreocharis T. Holm",grassyslope sedge
"ASSA2",,"Astragalus sabulonum A. Gray",gravel milkvetch
"MUEL",,"Muhlenbergia eludens C.G. Reeder",gravelbar muhly
"ALIN2",,"Alnus incana (L.) Moench",gray alder
"EUGL19",,"Eurybia glauca (Nutt.) G.L. Nesom",gray aster
"EUGLG2",,"Eurybia glauca (Nutt.) G.L. Nesom var. glauca ",gray aster
"CHCO",,"Chamaesaracha coniodes (Moric. ex Dunal) Britton",gray five eyes
"SPIN2",,"Sphaeralcea incana Torr. ex A. Gray",gray globemallow
"SPINI",,"Sphaeralcea incana Torr. ex A. Gray ssp. incana ",gray globemallow
"SONE",,"Solidago nemoralis Aiton",gray goldenrod
"SONEL",,"Solidago nemoralis Aiton var. longipetiolata (Mack. & Bush) Palmer & Steyerm.",gray goldenrod
"QUGR3",,"Quercus grisea Liebm.",gray oak
"RUIDS2",,"Rubus idaeus L. ssp. strigosus (Michx.) Focke",grayleaf red raspberry
"SAGL",,"Salix glauca L.",grayleaf willow
"SAGLG",,"Salix glauca L. ssp. glauca ",grayleaf willow
"SAGLV",,"Salix glauca L. ssp. glauca var. villosa (D. Don ex Hook.) Andersson",grayleaf willow
"ANGR3",,"Angelica grayi (J.M. Coult. & Rose) J.M. Coult. & Rose",Gray's angelica
"PHPEG",,"Phaseolus pedicellatus Benth. var. grayanus (Wooton & Standl.) A. Delgado ex Isely",Gray's bean
"LOGR",,"Lomatium grayi (J.M. Coult. & Rose) J.M. Coult. & Rose",Gray's biscuitroot
"LOGRG2",,"Lomatium grayi (J.M. Coult. & Rose) J.M. Coult. & Rose var. grayi ",Gray's biscuitroot
"PACO11",,"Parthenium confertum A. Gray",Gray's feverfew
"DAGR",,"Dalea grayi (Vail) L.O. Williams",Gray's prairie clover
"SAVE4",,"Sarcobatus vermiculatus (Hook.) Torr.",greasewood
"LOSI2",,"Lomatium simplex (Nutt.) J.F. Macbr.",Great Basin desertparsley
"LOSIS",,"Lomatium simplex (Nutt.) J.F. Macbr. var. simplex ",Great Basin desertparsley
"LUAL5",,"Lupinus ×alpestris A. Nelson (pro sp.) [argenteus × caudatus]",Great Basin lupine
"SPMA5",,"Spiranthes magnicamporum Sheviak",Great Plains lady's tresses
"AMTRT2",,"Ambrosia trifida L. var. trifida ",great ragweed
"AMTR",,"Ambrosia trifida L.",great ragweed
"SASU4",,"Salvia summa A. Nelson",great sage
"RAFL2",,"Ranunculus flammula L.",greater creeping spearwort
"RAFLF2",,"Ranunculus flammula L. var. flammula ",greater creeping spearwort
"CYPAP3",,"Cypripedium parviflorum Salisb. var. pubescens (Willd.) Knight",greater yellow lady's slipper
"FRPE",,"Fraxinus pennsylvanica Marshall",green ash
"SEVI4",,"Setaria viridis (L.) P. Beauv.",green bristlegrass
"SEVIV",,"Setaria viridis (L.) P. Beauv. var. viridis ",green bristlegrass
"MOVE",,"Mollugo verticillata L.",green carpetweed
"ASVI",,"Asclepias viridiflora Raf.",green comet milkweed
"ZIVI",,"Zigadenus virescens (Kunth) J.F. Macbr.",green deathcamas
"MIRU6",,"Microthelys rubrocallosa (B.L. Rob. & Greenm.) Garay",green medusa orchid
"BAAM4",,"Bassia americana (S. Watson) A.J. Scott",green molly
"MURA4",,"Muhlenbergia ramulosa (Kunth) Swallen",green muhly
"NAVI4",,"Nassella viridula (Trin.) Barkworth",green needlegrass
"RATA",,"Ratibida tagetes (James) Barnhart",green prairie coneflower
"STVI",,"Stanleya viridiflora Nutt.",green princesplume
"DALE2",,"Dasylirion leiophyllum Engelm. ex Trel.",green sotol
"LEDU",,"Leptochloa dubia (Kunth) Nees",green sprangletop
"LIVI2",,"Lithospermum viride Greene",green stoneseed
"LOGR4",,"Lotus greenei Ottley ex Kearney & Peebles",Greene's bird's-foot trefoil
"ASFLG",,"Astragalus flexuosus Douglas ex G. Don var. greenei (A. Gray) Barneby",Greene's milkvetch
"SOSC2",,"Sorbus scopulina Greene",Greene's mountain ash
"SOSCS",,"Sorbus scopulina Greene var. scopulina ",Greene's mountain ash
"CHGR6",,"Chrysothamnus greenei (A. Gray) Greene",Greene's rabbitbrush
"MABA9",,"Mammillaria barbata Engelm.",greenflower nipple cactus
"PYCH",,"Pyrola chlorantha Sw.",greenflowered wintergreen
"CHCO2",,"Chamaesaracha coronopus (Dunal) A. Gray",greenleaf five eyes
"ARPA6",,"Arctostaphylos patula Greene",greenleaf manzanita
"SALUC",,"Salix lucida Muhl. ssp. caudata (Nutt.) A.E. Murray",greenleaf willow
"SODO",,"Solanum douglasii Dunal",greenspot nightshade
"PSSP",,"Psilostrophe sparsiflora (A. Gray) A. Nelson",greenstem paperflower
"AMAC",,"Amaranthus acanthochiton Sauer",greenstripe
"FRGR2",,"Fraxinus greggii A. Gray",Gregg's ash
"DAGR2",,"Dalea greggii A. Gray",Gregg's prairie clover
"JUPI5",,"Justicia pilosella (Nees) Hilsenb.",Gregg's tube tongue
"PEGR20",,"Penstemon griffinii A. Nelson",Griffin's beardtongue
"ATGR2",,"Atriplex griffithsii Standl.",Griffiths' saltbush
"SEGR6",,"Setaria grisebachii Fourn.",Grisebach's bristlegrass
"OPPOE",,"Opuntia polyacantha Haw. var. erinacea (Engelm. & J.M. Bigelow ex Engelm.) Parfitt",grizzlybear pricklypear
"OPPOH",,"Opuntia polyacantha Haw. var. hystricina (Engelm. & J.M. Bigelow) Parfitt",grizzlybear pricklypear
"ASHU2",,"Astragalus humistratus A. Gray",groundcover milkvetch
"ASHUC",,"Astragalus humistratus A. Gray var. crispulus Barneby",groundcover milkvetch
"ASHUH",,"Astragalus humistratus A. Gray var. hosackiae (Greene) M.E. Jones",groundcover milkvetch
"ASHUH3",,"Astragalus humistratus A. Gray var. humistratus ",groundcover milkvetch
"ASHUS",,"Astragalus humistratus A. Gray var. sonorae (A. Gray) M.E. Jones",groundcover milkvetch
"ASCR2",,"Astragalus crassicarpus Nutt.",groundplum milkvetch
"ASCRC",,"Astragalus crassicarpus Nutt. var. cavus Barneby",groundplum milkvetch
"ASCRC3",,"Astragalus crassicarpus Nutt. var. crassicarpus ",groundplum milkvetch
"ASCRP",,"Astragalus crassicarpus Nutt. var. paysonii (E.H. Kelso) Barneby",groundplum milkvetch
"VASC",,"Vaccinium scoparium Leiberg ex Coville",grouse whortleberry
"CHHE",,"Chaetopappa hersheyi S.F. Blake",Guadalupe leastdaisy
"ASPI3",,"Astragalus pictiformis Barneby",Guadalupe milkvetch
"SOGY80",,"Sophora gypsophila B.L. Turner & A. Powell",Guadalupe Mountain necklacepod
"SOGYG",,"Sophora gypsophila B.L. Turner & A. Powell var. guadalupensis ",Guadalupe Mountain necklacepod
"CHSP3",,"Chrysothamnus spathulatus L.C. Anderson",Guadalupe rabbitbrush
"ACCU6",,"Achnatherum curvifolium (Swallen) Barkworth",Guadalupe ricegrass
"VATE",,"Valeriana texana Steyerm.",Guadalupe valerian
"VIGU",,"Viola guadalupensis A. Powell & B. Wauer",Guadalupe violet
"ECCR2",,"Echinochloa crus-pavonis (Kunth) Schult.",gulf cockspur grass
"ECCRM",,"Echinochloa crus-pavonis (Kunth) Schult. var. macera (Wiegand) Gould",gulf cockspur grass
"SILA20",,"Sideroxylon lanuginosum Michx.",gum bully
"SILAR2",,"Sideroxylon lanuginosum Michx. ssp. rigidum (A. Gray) T.D. Penn.",gum bully
"GYGL",,"Gymnosperma glutinosum (Spreng.) Less.",gumhead
"ERCU",,"Eragrostis curtipedicellata Buckley",gummy lovegrass
"ARPA35",,"Arabis pallidifolia Rollins",Gunnison County rockcress
"CAGU",,"Calochortus gunnisonii S. Watson",Gunnison's mariposa lily
"CAGUG",,"Calochortus gunnisonii S. Watson var. gunnisonii ",Gunnison's mariposa lily
