Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"CEPU10",,"Celtis pumila Pursh",dwarf hackberry
"CRUN",,"Crataegus uniflora Münchh.",dwarf hawthorn
"ABPA3",,"Abutilon parvulum A. Gray",dwarf Indian mallow
"IPPU4",,"Ipomopsis pumila (Nutt.) V.E. Grant",dwarf ipomopsis
"URUR",,"Urtica urens L.",dwarf nettle
"HODR3",,"Hoffmannseggia drummondii Torr. & A. Gray",dwarf nicker
"SAMI8",,"Sabal minor (Jacq.) Pers.",dwarf palmetto
"DANA",,"Dalea nana Torr. ex A. Gray",dwarf prairie clover
"DANAC",,"Dalea nana Torr. ex A. Gray var. carnescens Kearney & Peebles",dwarf prairie clover
"SABI",,"Salicornia bigelovii Torr.",dwarf saltwort
"CHJE",,"Chamaesyce jejuna (M.C. Johnst. & Warnock) Shinners",dwarf sandmat
"SEPU13",,"Senna pumilio (A. Gray) Irwin & Barneby",dwarf senna
"ELPA5",,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer",dwarf spikerush
"HYMU",,"Hypericum mutilum L.",dwarf St. Johnswort
"DRBR3",,"Drosera brevifolia Pursh",dwarf sundew
"FUPU",,"Fuirena pumila (Torr.) Spreng.",dwarf umbrella-sedge
"MUAR",,"Muhlenbergia arenacea (Buckley) Hitchc.",ear muhly
"LEAU4",,"Lesquerella auriculata (Engelm. & A. Gray) S. Watson",earleaf bladderpod
"RAFA",,"Ranunculus fascicularis Muhl. ex Bigelow",early buttercup
"ELMA",,"Elymus macgregorii R. Brooks & J.J.N. Campb.",early wildrye
"THFL",,"Thelesperma flavodiscum (Shinners) B.L. Turner",East Texas greenthread
"BAHA",,"Baccharis halimifolia L.",eastern baccharis
"AMTA2",,"Amsonia tabernaemontana Walter",eastern bluestar
"PODE3",,"Populus deltoides W. Bartram ex Marshall",eastern cottonwood
"PODED",,"Populus deltoides W. Bartram ex Marshall ssp. deltoides ",eastern cottonwood
"STGR2",,"Stenanthium gramineum (Ker Gawl.) Morong",eastern featherbells
"CATR6",,"Carex triangularis Boeckeler",eastern fox sedge
"TRDA3",,"Tripsacum dactyloides (L.) L.",eastern gamagrass
"THPA",,"Thelypteris palustris Schott",eastern marsh fern
"THPAP",,"Thelypteris palustris Schott var. pubescens (G. Lawson) Fernald",eastern marsh fern
"CAAM8",,"Carex amphibola Steud.",eastern narrowleaf sedge
"TORA2",,"Toxicodendron radicans (L.) Kuntze",eastern poison ivy
"TORAR",,"Toxicodendron radicans (L.) Kuntze ssp. radicans ",eastern poison ivy
"CECA4",,"Cercis canadensis L.",eastern redbud
"CECAC",,"Cercis canadensis L. var. canadensis ",eastern redbud
"JUVI",,"Juniperus virginiana L.",eastern redcedar
"JUVIV",,"Juniperus virginiana L. var. virginiana ",eastern redcedar
"MIRU5",,"Mimosa rupertiana B.L. Turner",eastern sensitive plant
"FOAC",,"Forestiera acuminata (Michx.) Poir.",eastern swampprivet
"CABL",,"Carex blanda Dewey",eastern woodland sedge
"CHEA",,"Cheilanthes eatonii Baker",Eaton's lipfern
"ASPL",,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb.",ebony spleenwort
"ASPLP",,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb. var. platyneuron ",ebony spleenwort
"GAMA2",,"Galactia marginalis Benth.",edible milkpea
"CHED",,"Chamaesaracha edwardsiana Averett",Edwards Plateau five eyes
"TEPO",,"Tephrosia potosina Brandegee",Edwards Plateau hoarypea
"ASPL8",,"Astragalus pleianthus (Shinners) Isely",Edwards Plateau milkvetch
"CAED5",,"Carex edwardsiana Bridges & Orzell",Edwards Plateau sedge
"ANED2",,"Anemone edwardsiana Tharp",Edwards Plateau thimbleweed
"POOV",,"Polygala ovatifolia A. Gray",eggleaf milkwort
"GAOV",,"Garrya ovata Benth.",eggleaf silktassel
"DAAE",,"Dactyloctenium aegyptium (L.) Willd.",Egyptian grass
"PAGE2",,"Paspalidium geminatum (Forssk.) Stapf",Egyptian panicgrass
"AGEL4",,"Agrostis elliottiana Schult.",Elliott's bentgrass
"VAEL",,"Vaccinium elliottii Chapm.",Elliott's blueberry
"ANGY2",,"Andropogon gyrans Ashe",Elliott's bluestem
"ANGYG",,"Andropogon gyrans Ashe var. gyrans ",Elliott's bluestem
"ALEL",,"Allium elmendorfii M.E. Jones ex Ownbey",Elmendorf's onion
"SOUL2",,"Solidago ulmifolia Muhl. ex Willd.",elmleaf goldenrod
"SEEM3",,"Senegalia ×emoryana (Benth.) Britton & Rose berlandieri × greggii",Emory's acacia
"ASEM2",,"Astragalus emoryanus (Rydb.) Cory",Emory's milkvetch
"ASEME",,"Astragalus emoryanus (Rydb.) Cory var. emoryanus ",Emory's milkvetch
"ASEM",,"Asclepias emoryi (Greene) Vail",Emory's milkweed
"CAEM2",,"Carex emoryi Dewey",Emory's sedge
"LEEN",,"Lesquerella engelmannii (A. Gray) S. Watson",Engelmann's bladderpod
"ENPE4",,"Engelmannia peristenia (Raf.) Goodman & C.A. Lawson",Engelmann's daisy
"OEEN",,"Oenothera engelmannii (Small) Munz",Engelmann's evening primrose
"CREN",,"Crataegus engelmannii Sarg.",Engelmann's hawthorn
"ASEN",,"Asclepias engelmanniana Woodson",Engelmann's milkweed
"SAEN2",,"Salvia engelmannii A. Gray",Engelmann's sage
"HAEN2",,"Halophila engelmannii Asch.",Engelmann's seagrass
"ASDIE",,"Astragalus distortus Torr. & A. Gray var. engelmannii (Sheldon) M.E. Jones",Englemann's milkvetch
"HEHE",,"Hedera helix L.",English ivy
"CAIN13",,"Castilleja indivisa Engelm.",entireleaf Indian paintbrush
"ASIN9",,"Astranthium integrifolium (Michx.) Nutt.",entireleaf western daisy
"ASINC",,"Astranthium integrifolium (Michx.) Nutt. ssp. ciliatum (Raf.) DeJong",entireleaf western daisy
"CEER2",,"Centella erecta (L. f.) Fernald",erect centella
"GAER",,"Galactia erecta (Walter) Vail",erect milkpea
"BOER",,"Boerhavia erecta L.",erect spiderling
"BUSC",,"Buddleja scordioides Kunth",escobilla butterflybush
"CODR2",,"Cooperia drummondii Herb.",evening rainlily
"GESE",,"Gelsemium sempervirens (L.) W.T. Aiton",evening trumpetflower
"RHVI3",,"Rhus virens Lindh. ex A. Gray",evergreen sumac
"RHVIV",,"Rhus virens Lindh. ex A. Gray var. virens ",evergreen sumac
"STAF4",,"Styphnolobium affine (Torr. & A. Gray) Walp.",Eve's necklacepod
"CHNU9",,"Chamaesyce nutans (Lag.) Small",eyebane
"CAER",,"Calliandra eriophylla Benth.",fairyduster
"CHLI",,"Cheilanthes lindheimeri Hook.",fairyswords
"MARA5",,"Matelea radiata Correll",falfurrias milkvine
"PADI",,"Panicum dichotomiflorum Michx.",fall panicgrass
"PADID",,"Panicum dichotomiflorum Michx. var. dichotomiflorum ",fall panicgrass
"DICO6",,"Digitaria cognata (Schult.) Pilg.",fall witchgrass
"RUAP",,"Rubus apogaeus L.H. Bailey",falling dewberry
"MAVI5",,"Manfreda virginica (L.) Salisb. ex Rose",false aloe
"BREU",,"Brickellia eupatorioides (L.) Shinners",false boneset
"BREUC",,"Brickellia eupatorioides (L.) Shinners var. corymbulosa (Torr. & A. Gray) Shinners",false boneset
"BREUC2",,"Brickellia eupatorioides (L.) Shinners var. chlorolepis (Wooton & Standl.) B.L. Turner",false boneset
"BREUG",,"Brickellia eupatorioides (L.) Shinners var. gracillima (A. Gray) B.L. Turner",false boneset
"BREUT",,"Brickellia eupatorioides (L.) Shinners var. texana (Shinners) Shinners",false boneset
"BREUE",,"Brickellia eupatorioides (L.) Shinners var. eupatorioides ",false boneset
"HAGR4",,"Haploesthes greggii A. Gray",false broomweed
"MUSQ3",,"Munroa squarrosa (Nutt.) Torr.",false buffalograss
"ECPR",,"Eclipta prostrata (L.) L.",false daisy
"DYTA2",,"Dysodiopsis tagetoides (Torr. & A. Gray) Rydb.",false dogfennel
"STLI2",,"Stenosiphon linifolius (Nutt. ex James) Heynh.",false gaura
"CABU4",,"Carex bulbostylis Mack.",false hair sedge
"AMFR",,"Amorpha fruticosa L.",false indigo bush
"TRCR9",,"Trichloris crinita (Lag.) Parodi",false Rhodes grass
"HYPS",,"Hypericum pseudomaculatum Bush",false spotted St. Johnswort
"VEPL",,"Verbena plicata Greene",fanleaf vervain
"VAAR",,"Vaccinium arboreum Marshall",farkleberry
"CHVI4",,"Chloris virgata Sw.",feather fingergrass
"RHOL",,"Rhynchospora oligantha A. Gray",featherbristle beaksedge
"ACRU3",,"Acourtia runcinata (Lag. ex D. Don) B.L. Turner",featherleaf desertpeony
"DAFO",,"Dalea formosa Torr.",featherplume
"ARPUL",,"Aristida purpurea Nutt. var. longiseta (Steud.) Vasey",Fendler threeawn
"LEFE",,"Lesquerella fendleri (A. Gray) S. Watson",Fendler's bladderpod
"PEFE",,"Penstemon fendleri Torr. & A. Gray",Fendler's penstemon
"CHFE3",,"Chamaesyce fendleri (Torr. & A. Gray) Small",Fendler's sandmat
"CARI2",,"Catapodium rigidum (L.) C.E. Hubbard ex Dony",ferngrass
"PAFO2",,"Passiflora foetida L.",fetid passionflower
"SCPA5",,"Scleria pauciflora Muhl. ex Willd.",fewflower nutrush
"HYPA2",,"Hypericum pauciflorum Kunth",fewflower St. Johnswort
"HEOC2",,"Helianthus occidentalis Riddell",fewleaf sunflower
"HEOCP",,"Helianthus occidentalis Riddell ssp. plantagineus (Torr. & A. Gray) Shinners",fewleaf sunflower
"RUPU3",,"Rumex pulcher L.",fiddle dock
"NIRE",,"Nicotiana repanda Willd. ex Lehm.",fiddleleaf tobacco
"COAR4",,"Convolvulus arvensis L.",field bindweed
"RUAR5",,"Rubus arvensis L.H. Bailey",field blackberry
"BRAR5",,"Bromus arvensis L.",field brome
"SOSE2",,"Soliva sessilis Ruiz & Pav.",field burrweed
"TRCA5",,"Trifolium campestre Schreb.",field clover
"PHMO9",,"Physalis mollis Nutt.",field groundcherry
"PHMOM2",,"Physalis mollis Nutt. var. mollis ",field groundcherry
"PHMOV",,"Physalis mollis Nutt. var. variovestita (Waterf.) J.R. Sullivan",field groundcherry
"EREL",,"Eragrostis elliottii S. Watson",field lovegrass
"BRRA",,"Brassica rapa L.",field mustard
"BRRAR",,"Brassica rapa L. var. rapa ",field mustard
"VIBI",,"Viola bicolor Pursh",field pansy
"PALA10",,"Paspalum laeve Michx.",field paspalum
"THAR5",,"Thlaspi arvense L.",field pennycress
"ARCAC",,"Artemisia campestris L. ssp. caudata (Michx.) H.M. Hall & Clem.",field sagewort
"ARCA12",,"Artemisia campestris L.",field sagewort
"FILI3",,"Fimbristylis littoralis Gaudich.",fimbry
"TELI3",,"Tetraneuris linearifolia (Hook.) Greene",fineleaf fournerved daisy
"TRLE9",,"Tragia leptophylla (Torr.) I.M. Johnst.",fineleaf noseburn
"CYDI2",,"Cynosciadium digitatum DC.",finger dogshade
"PHDI7",,"Physostegia digitalis Small",finger false dragonhead
"CYDI5",,"Cyperus digitatus Roxb.",finger flatsedge
"EUCY",,"Euphorbia cyathophora Murray",fire on the mountain
"ECREF2",,"Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage ssp. fitchii (Britton & Rose) N.P. Taylor",Fitch's hedgehog cactus
"CUPE3",,"Cuscuta pentagona Engelm.",fiveangled dodder
"CUPEP2",,"Cuscuta pentagona Engelm. var. pentagona ",fiveangled dodder
"BAHY",,"Bassia hyssopifolia (Pall.) Kuntz",fivehorn smotherweed
"HYLO2",,"Hypericum lobocarpum Gattinger ex J.M. Coult.",fivelobe St. Johnswort
"THPE4",,"Thymophylla pentachaeta (DC.) Small",fiveneedle pricklyleaf
"THPEP",,"Thymophylla pentachaeta (DC.) Small var. pentachaeta ",fiveneedle pricklyleaf
"TACH2",,"Tamarix chinensis Lour.",five-stamen tamarisk
"BOIN",,"Boerhavia intermedia M.E. Jones",fivewing spiderling
"CUUM",,"Cuscuta umbellata Kunth",flatglobe dodder
"CYPS3",,"Cyperus pseudothyrsiflorus (Kük.) R. Carter & S.D. Jones",flatsedge
"LAOC3",,"Lappula occidentalis (S. Watson) Greene",flatspine stickseed
"LAOCC",,"Lappula occidentalis (S. Watson) Greene var. cupulata (A. Gray) Higgins",flatspine stickseed
"ELCO2",,"Eleocharis compressa Sull.",flatstem spikerush
"EUGR5",,"Euthamia graminifolia (L.) Nutt.",flat-top goldentop
"EUGRG",,"Euthamia graminifolia (L.) Nutt. var. graminifolia ",flat-top goldentop
"IPLO2",,"Ipomopsis longiflora (Torr.) V.E. Grant",flaxflowered ipomopsis
"IPLOL",,"Ipomopsis longiflora (Torr.) V.E. Grant ssp. longiflora ",flaxflowered ipomopsis
"HYRA",,"Hydrocotyle ranunculoides L. f.",floating marshpennywort
"LUPE5",,"Ludwigia peploides (Kunth) P.H. Raven",floating primrose-willow
"NYHU",,"Nymphoides humboldtiana (Kunth) Kuntze",floatingheart
"MAPH",,"Maytenus phyllanthoides Benth.",Florida mayten
"PAFL4",,"Paspalum floridanum Michx.",Florida paspalum
"SELE2",,"Selaginella lepidophylla (Hook. & Grev.) Spring",flower of stone
"COFL2",,"Cornus florida L.",flowering dogwood
"EUCO10",,"Euphorbia corollata L.",flowering spurge
"TRBR5",,"Trichostema brachiatum L.",fluxweed
"TRDI2",,"Trichostema dichotomum L.",forked bluecurls
"PALI5",,"Paronychia lindheimeri Engelm. ex A. Gray",forked nailwort
"JUDI",,"Juncus dichotomus Elliott",forked rush
"POTE",,"Polycarpon tetraphyllum (L.) L.",fourleaf manyseed
"POTET2",,"Polycarpon tetraphyllum (L.) L. ssp. tetraphyllum ",fourleaf manyseed
"OERH",,"Oenothera rhombipetala Nutt. ex Torr. & A. Gray",fourpoint evening primrose
"HEPR3",,"Heliotropium procumbens Mill.",fourspike heliotrope
"HEPRP2",,"Heliotropium procumbens Mill. var. procumbens ",fourspike heliotrope
"OETE2",,"Oenothera tetraptera Cav.",fourwing evening primrose
"ATCA2",,"Atriplex canescens (Pursh) Nutt.",fourwing saltbush
"ATCAC",,"Atriplex canescens (Pursh) Nutt. var. canescens ",fourwing saltbush
"GLST",,"Glyceria striata (Lam.) Hitchc.",fowl mannagrass
"PEDI",,"Penstemon digitalis Nutt. ex Sims",foxglove beardtongue
"SEIT",,"Setaria italica (L.) P. Beauv.",foxtail millet
"CYOD",,"Cyperus odoratus L.",fragrant flatsedge
"HEGR6",,"Heliotropium greggii Torr.",fragrant heliotrope
"MIBO2",,"Mimosa borealis A. Gray",fragrant mimosa
"KYOD",,"Kyllinga odorata Vahl",fragrant spikesedge
"RHAR4",,"Rhus aromatica Aiton",fragrant sumac
"RHARA2",,"Rhus aromatica Aiton var. aromatica ",fragrant sumac
"RHARS",,"Rhus aromatica Aiton var. serotina (Greene) Rehder",fragrant sumac
"CAFR3",,"Carex frankii Kunth",Frank's sedge
"ALCAF",,"Allium canadense L. var. fraseri Ownbey",Fraser meadow garlic
"TAGA",,"Tamarix gallica L.",French tamarisk
"AMCI",,"Amsonia ciliata Walter",fringed bluestar
"LYCI",,"Lysimachia ciliata L.",fringed loosestrife
"SCCI",,"Scleria ciliata Michx.",fringed nutrush
"CACR6",,"Carex crinita Lam.",fringed sedge
"CACRB",,"Carex crinita Lam. var. brevicrinis Fernald",fringed sedge
"URCI",,"Urochloa ciliatissima (Buckley) R. Webster",fringed signalgrass
"FUCY",,"Funastrum cynanchoides (Decne.) Schltr.",fringed twinevine
"FUCYC",,"Funastrum cynanchoides (Decne.) Schltr. ssp. cynanchoides ",fringed twinevine
"CHCI",,"Chloris ciliata Sw.",fringed windmill grass
"RUHU",,"Ruellia humilis Nutt.",fringeleaf wild petunia
"VIVU",,"Vitis vulpina L.",frost grape
"PHHI",,"Phacelia hirsuta Nutt.",fuzzy phacelia
"STHI3",,"Steinchisma hians (Elliott) Nash",gaping grass
"CECY2",,"Centaurea cyanus L.",garden cornflower
"RUAB",,"Rubus aboriginum Rydb.",garden dewberry
"VISA",,"Vicia sativa L.",garden vetch
"VISAN2",,"Vicia sativa L. ssp. nigra (L.) Ehrh.",garden vetch
"LERE4",,"Lesquerella recurvata (Engelm. ex A. Gray) S. Watson",gaslight bladderpod
"ERGE",,"Erigeron geiseri Shinners",Geiser's fleabane
"CAGE6",,"Castilleja genevievana G.L. Nesom",Genevieve's Indian paintbrush
"SCGE2",,"Scirpus georgianus Harper",Georgia bulrush
"HEGE",,"Helianthemum georgianum Chapm.",Georgia frostweed
"ILLO",,"Ilex longipes Chapm. ex Trel.",Georgia holly
"MARE6",,"Matricaria recutita L.",German chamomile
"CHGE2",,"Chamaesyce geyeri (Engelm. & A. Gray) Small",Geyer's sandmat
"PAGH",,"Panicum ghiesbreghtii Fourn.",Ghiesbreght's panicgrass
"SAMO",,"Sagittaria montevidensis Cham. & Schltdl.",giant arrowhead
"ARGI",,"Arundinaria gigantea (Walter) Muhl.",giant cane
"ZIMI",,"Zizaniopsis miliacea (Michx.) Döll & Asch.",giant cutgrass
"SPGI",,"Sporobolus giganteus Nash",giant dropseed
"MIGI",,"Mirabilis gigantea (Standl.) Shinners",giant four o'clock
"SOGI",,"Solidago gigantea Aiton",giant goldenrod
"ARDO4",,"Arundo donax L.",giant reed
"CAGI3",,"Calamovilfa gigantea (Nutt.) Scribn. & Merr.",giant sandreed
"TRGI",,"Tradescantia gigantea Rose",giant spiderwort
"CUAP",,"Cuscuta applanata Engelm.",Gila River dodder
"PEAM",,"Penstemon ambiguus Torr.",gilia beardtongue
"POMA7",,"Polygala macradenia A. Gray",glandleaf milkwort
"DEGL8",,"Desmanthus glandulosus (B.L. Turner) Luckow",glandular bundleflower
"POGL5",,"Polygala glandulosa Kunth",glandular milkwort
"HENI2",,"Hexalectris nitida L.O. Williams",Glass Mountain crested coralroot
"RHRE8",,"Rhynchospora recognita (Gale) Kral",globe beaksedge
"RHGL2",,"Rhynchospora globularis (Chapm.) Small",globe beaksedge
"CYEC2",,"Cyperus echinatus (L.) Alph. Wood",globe flatsedge
"LUSP",,"Ludwigia sphaerocarpa Elliott",globefruit primrose-willow
"IPCA5",,"Ipomoea carnea Jacq.",gloria de la manana
"IPCAF",,"Ipomoea carnea Jacq. ssp. fistulosa (Mart. ex Choisy) D. Austin",gloria de la manana
"CAER3",,"Castela erecta Turp.",goatbush
"PHAU8",,"Phyllostachys aurea Carrière ex A. Rivière & C. Rivière",golden bamboo
"ALAU",,"Aletris aurea Walter",golden colicroot
"VEEN",,"Verbesina encelioides (Cav.) Benth. & Hook. f. ex A. Gray",golden crownbeard
"RIAU",,"Ribes aureum Pursh",golden currant
"RIAUV",,"Ribes aureum Pursh var. villosum DC.",golden currant
"RUMA4",,"Rumex maritimus L.",golden dock
"DAAU",,"Dalea aurea Nutt. ex Pursh",golden prairie clover
"ARAE",,"Argemone aenea G.B. Ownbey",golden pricklypoppy
"COTI3",,"Coreopsis tinctoria Nutt.",golden tickseed
"ZIAU",,"Zizia aurea (L.) W.D.J. Koch",golden zizia
"PHRO3",,"Phlox roemeriana Scheele",goldeneye phlox
"COBA2",,"Coreopsis basalis (A. Dietr.) S.F. Blake",goldenmane tickseed
"COIN2",,"Coreopsis intermedia Sherff",goldenwave tickseed
"SAGO",,"Salix gooddingii C.R. Ball",Goodding's willow
"ERCI2",,"Eragrostis ciliaris (L.) R. Br.",gophertail lovegrass
"LEGO",,"Lesquerella gordonii (A. Gray) S. Watson",Gordon's bladderpod
"LEGOG",,"Lesquerella gordonii (A. Gray) S. Watson var. gordonii ",Gordon's bladderpod
"CARU15",,"Camelina rumelica Velen.",graceful false flax
"CHHY2",,"Chamaesyce hypericifolia (L.) Millsp.",graceful sandmat
"SOBIB",,"Sorghum bicolor (L.) Moench ssp. bicolor ",grain sorghum
"RICU",,"Ribes curvatum Small",granite gooseberry
"MEST3",,"Mentzelia strictissima (Wooton & Standl.) J. Darl.",grassland blazingstar
"CRDI6",,"Croton dioicus Cav.",grassland croton
"MAGR6",,"Marshallia graminifolia (Walter) Small",grassleaf Barbara's buttons
"MAGRC2",,"Marshallia graminifolia (Walter) Small var. cynanthera (Elliott) Beadle & F.E. Boynt.",grassleaf Barbara's buttons
"JUMA4",,"Juncus marginatus Rostk.",grassleaf rush
"SAGR",,"Sagittaria graminea Michx.",grassy arrowhead
"SAGRG",,"Sagittaria graminea Michx. var. graminea ",grassy arrowhead
"GACO11",,"Gamochaeta coarctata (Willd.) Kerguélen",gray everlasting
"CHCO",,"Chamaesaracha coniodes (Moric. ex Dunal) Britton",gray five eyes
"SONE",,"Solidago nemoralis Aiton",gray goldenrod
"PECI9",,"Perityle cinerea (A. Gray) A. Powell",gray rockdaisy
"VECA5",,"Verbena canescens Kunth",gray vervain
"VICI2",,"Vitis cinerea (Engelm.) Engelm. ex Millard",graybark grape
"VICIC2",,"Vitis cinerea (Engelm.) Engelm. ex Millard var. cinerea ",graybark grape
"NOGR",,"Notholaena grayi Davenport",Gray's cloak fern
"NOGRG",,"Notholaena grayi Davenport ssp. grayi ",Gray's cloak fern
"PACO11",,"Parthenium confertum A. Gray",Gray's feverfew
"GAHE",,"Galactia heterophylla A. Gray",Gray's milkpea
"RUMA3",,"Rudbeckia maxima Nutt.",great coneflower
"LEPU3",,"Leucaena pulverulenta (Schltdl.) Benth.",great leadtree
"CYLU2",,"Cyperus lupulinus (Spreng.) Marcks",Great Plains flatsedge
"CYLUL",,"Cyperus lupulinus (Spreng.) Marcks ssp. lupulinus ",Great Plains flatsedge
"SPMA5",,"Spiranthes magnicamporum Sheviak",Great Plains lady's tresses
"PATA5",,"Packera tampicana (DC.) C. Jeffrey",Great Plains ragwort
"AMTR",,"Ambrosia trifida L.",great ragweed
"CAIN12",,"Carex intumescens Rudge",greater bladder sedge
"TRWA",,"Triadenum walteri (J.G. Gmel.) Gleason",greater marsh St. Johnswort
"ASVI2",,"Asclepias viridis Walter",green antelopehorn
"PEVI",,"Peltandra virginica (L.) Schott",green arrow arum
"FRPE",,"Fraxinus pennsylvanica Marshall",green ash
"MOVI5",,"Monarda viridissima Correll",green beebalm
"SEVI4",,"Setaria viridis (L.) P. Beauv.",green bristlegrass
"MOVE",,"Mollugo verticillata L.",green carpetweed
"ASVI",,"Asclepias viridiflora Raf.",green comet milkweed
"ARDR3",,"Arisaema dracontium (L.) Schott",green dragon
"SCDR",,"Schoenocaulon drummondii A. Gray",green feathershank
"VEAG",,"Veronica agrestis L.",green field speedwell
"CYVI2",,"Cyperus virens Michx.",green flatsedge
"CRVI2",,"Crataegus viridis L.",green hawthorn
"CRVIV2",,"Crataegus viridis L. var. viridis ",green hawthorn
"COVI8",,"Condalia viridis I.M. Johnst.",green snakewood
"LEDU",,"Leptochloa dubia (Kunth) Nees",green sprangletop
"HEGL3",,"Heliotropium glabriusculum (Torr.) A. Gray",greeneye heliotrope
"CHCO2",,"Chamaesaracha coronopus (Dunal) A. Gray",greenleaf five eyes
"SODO",,"Solanum douglasii Dunal",greenspot nightshade
"AMAC",,"Amaranthus acanthochiton Sauer",greenstripe
"SPPR2",,"Spiranthes praecox (Walter) S. Watson",greenvein lady's tresses
"CAAL5",,"Carex albolutescens Schwein.",greenwhite sedge
"AMGR2",,"Amaranthus greggii S. Watson",Gregg's amaranth
"FRGR2",,"Fraxinus greggii A. Gray",Gregg's ash
"SYGR",,"Synthlipsis greggii A. Gray",Gregg's keelpod
"DAGR2",,"Dalea greggii A. Gray",Gregg's prairie clover
"JUPI5",,"Justicia pilosella (Nees) Hilsenb.",Gregg's tube tongue
"SEGR6",,"Setaria grisebachii Fourn.",Grisebach's bristlegrass
"LISU4",,"Linum sulcatum Riddell",grooved flax
"LISUS",,"Linum sulcatum Riddell var. sulcatum ",grooved flax
"BOLI3",,"Bouchea linifolia A. Gray",groovestem bouchea
"ARPL4",,"Arnoglossum plantagineum Raf.",groovestem Indian plantain
"APAM",,"Apios americana Medik.",groundnut
"ASCR2",,"Astragalus crassicarpus Nutt.",groundplum milkvetch
"ASCRB",,"Astragalus crassicarpus Nutt. var. berlandieri Barneby",groundplum milkvetch
"ASCRT",,"Astragalus crassicarpus Nutt. var. trichocalyx (Nutt.) Barneby",groundplum milkvetch
"MEPE3",,"Melothria pendula L.",Guadeloupe cucumber
"MEPEP",,"Melothria pendula L. var. pendula ",Guadeloupe cucumber
"SEBE2",,"Senegalia berlandieri Britton & Rose",guajillo
"ISMO2",,"Isolepis molesta (M.C. Johnst.) S.G. Sm.",Gulf Coast bulrush
"ELCE",,"Eleocharis cellulosa Torr.",Gulf Coast spikerush
"YULO",,"Yucca louisianensis Trel.",Gulf Coast yucca
"ECCR2",,"Echinochloa crus-pavonis (Kunth) Schult.",gulf cockspur grass
"ECCRM",,"Echinochloa crus-pavonis (Kunth) Schult. var. macera (Wiegand) Gould",gulf cockspur grass
"SPSP",,"Spartina spartinae (Trin.) Merr. ex Hitchc.",gulf cordgrass
"CRPU6",,"Croton punctatus Jacq.",gulf croton
"PERH2",,"Pediomelum rhombifolium (Torr. & A. Gray) Rydb.",Gulf Indian breadroot
"ERKO",,"Eriocaulon koernickianum van Heurck & Müll. Arg.",gulf pipewort
"CAGE4",,"Cakile geniculata (B.L. Rob.) Millsp.",gulf searocket
"SCCA4",,"Scutellaria cardiophylla Engelm. & A. Gray",gulf skullcap
"HYLA",,"Hygrophila lacustris (Schltdl. & Cham.) Nees",gulf swampweed
"VEXU",,"Verbena xutha Lehm.",Gulf vervain
"PAMO4",,"Paspalum monostachyum Vasey",gulfdune paspalum
"SILA20",,"Sideroxylon lanuginosum Michx.",gum bully
"SILAA4",,"Sideroxylon lanuginosum Michx. ssp. albicans (Sarg.) Kartesz & Gandhi",gum bully
"SILAR2",,"Sideroxylon lanuginosum Michx. ssp. rigidum (A. Gray) T.D. Penn.",gum bully
"GYGL",,"Gymnosperma glutinosum (Spreng.) Less.",gumhead
"ERCU",,"Eragrostis curtipedicellata Buckley",gummy lovegrass
"SPNE",,"Sporobolus nealleyi Vasey",gyp dropseed
"MEHU",,"Mentzelia humilis (A. Gray) J. Darl.",gypsum blazingstar
"MEHUH",,"Mentzelia humilis (A. Gray) J. Darl. var. humilis ",gypsum blazingstar
"PHIN",,"Phacelia integrifolia Torr.",gypsum phacelia
"PHINI5",,"Phacelia integrifolia Torr. var. integrifolia ",gypsum phacelia
"MUCA2",,"Muhlenbergia capillaris (Lam.) Trin.",hairawn muhly
"AYPI",,"Ayenia pilosa Cristobal",hairy ayenia
"GAPI2",,"Galium pilosum Aiton",hairy bedstraw
"BIPI",,"Bidens pilosa L.",hairy beggarticks
"CAHI3",,"Cardamine hirsuta L.",hairy bittercress
"RASA",,"Ranunculus sardous Crantz",hairy buttercup
"KAHI",,"Kallstroemia hirsutissima Vail ex Small",hairy caltrop
"JATA",,"Jacquemontia tamnifolia (L.) Griseb.",hairy clustervine
"VAAM2",,"Valerianella amarella (Lindh. ex Engelm.) Krok",hairy cornsalad
"DISA",,"Digitaria sanguinalis (L.) Scop.",hairy crabgrass
"TIHI",,"Tiquilia hispidissima (Torr. & A. Gray) A.T. Richardson",hairy crinklemat
"STVI6",,"Stylisma villosa (Nash) House",hairy dawnflower
"APPI",,"Aphanostephus pilosus Buckley",hairy dozedaisy
"OEVIV",,"Oenothera villosa Thunb. ssp. villosa ",hairy evening primrose
"OEVI",,"Oenothera villosa Thunb.",hairy evening primrose
"FIPUP",,"Fimbristylis puberula (Michx.) Vahl var. puberula ",hairy fimbry
"FIPU",,"Fimbristylis puberula (Michx.) Vahl",hairy fimbry
"CHSO",,"Chamaesaracha sordida (Dunal) A. Gray",hairy five eyes
"PAFA3",,"Paronychia fastigiata (Raf.) Fernald",hairy forked nailwort
"BOHI2",,"Bouteloua hirsuta Lag.",hairy grama
"BOHIH",,"Bouteloua hirsuta Lag. var. hirsuta ",hairy grama
