Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"HEFUA",,"Heterotheca fulcrata (Greene) Shinners var. arizonica Semple",Arizona false goldenaster
"TIOB",,"Tidestromia oblongifolia (S. Watson) Standl.",Arizona honeysweet
"KAGR",,"Kallstroemia grandiflora Torr. ex A. Gray",Arizona poppy
"CHAR18",,"Chamaesyce arizonica (Engelm.) Arthur",Arizona sandmat
"URAR",,"Urochloa arizonica (Scribn. & Merr.) O. Morrone & F. Zuloaga",Arizona signalgrass
"FRAR2",,"Froelichia arizonica Thornb. ex Standl.",Arizona snakecotton
"ELAR7",,"Elymus arizonicus (Scribn. & J.G. Sm.) Gould",Arizona wheatgrass
"QUAR",,"Quercus arizonica Sarg.",Arizona white oak
"APSK",,"Aphanostephus skirrhobasis (DC.) Trel.",Arkansas dozedaisy
"APSKK",,"Aphanostephus skirrhobasis (DC.) Trel. var. kidderi (S.F. Blake) B.L. Turner",Arkansas dozedaisy
"APSKS",,"Aphanostephus skirrhobasis (DC.) Trel. var. skirrhobasis ",Arkansas dozedaisy
"CHAS",,"Chaetopappa asteroides Nutt. ex DC.",Arkansas leastdaisy
"CAAR5",,"Carex arkansana (L.H. Bailey) L.H. Bailey",Arkansas sedge
"YUAR2",,"Yucca arkansana Trel.",Arkansas yucca
"SYOB",,"Symphyotrichum oblongifolium (Nutt.) G.L. Nesom",aromatic aster
"GOSE",,"Gomphrena serrata L.",arrasa con todo
"ARPU8",,"Aristida purpurascens Poir.",arrowfeather threeawn
"CRSA4",,"Crotalaria sagittalis L.",arrowhead rattlebox
"VISA2",,"Viola sagittata Aiton",arrowleaf violet
"VISAS5",,"Viola sagittata Aiton var. sagittata ",arrowleaf violet
"PLSE",,"Pluchea sericea (Nutt.) Coville",arrowweed
"TAFR",,"Talinopsis frutescens A. Gray",arroyo fameflower
"JUAS",,"Juniperus ashei J. Buchholz",Ashe's juniper
"CHCI2",,"Chamaesyce cinerascens (Engelm.) Small",ashy sandmat
"DIBI",,"Digitaria bicornis (Lam.) Roem. & Schult.",Asian crabgrass
"BRTO",,"Brassica tournefortii Gouan",Asian mustard
"COBO",,"Conyza bonariensis (L.) Cronquist",asthmaweed
"CASC5",,"Camassia scilloides (Raf.) Cory",Atlantic camas
"CLMA4",,"Clitoria mariana L.",Atlantic pigeonwings
"ATSE",,"Atriplex semibaccata R. Br.",Australian saltbush
"SAGR4",,"Salvia greggii A. Gray",autumn sage
"BOEX",,"Bothriochloa exaristata (Nash) Henr.",awnless beardgrass
"SICA7",,"Simsia calva (Engelm. & A. Gray) A. Gray",awnless bushsunflower
"MEAC",,"Mecardonia acuminata (Walter) Small",axilflower
"MEACA",,"Mecardonia acuminata (Walter) Small var. acuminata ",axilflower
"SAAZ",,"Salvia azurea Michx. ex Lam.",azure blue sage
"MEPR2",,"Mecardonia procumbens (Mill.) Small",baby jump-up
"HYVE",,"Hybanthus verticillatus (Ortega) Baill.",babyslippers
"PEBA",,"Penstemon baccharifolius Hook.",baccharisleaf beardtongue
"SEVE",,"Sesbania vesicaria (Jacq.) Elliott",bagpod
"PANO2",,"Paspalum notatum Flueggé",bahiagrass
"LUCO",,"Lupinus concinnus J. Agardh",bajada lupine
"TADI2",,"Taxodium distichum (L.) Rich.",bald cypress
"CYCR6",,"Cyperus croceus Vahl",Baldwin's flatsedge
"VEBA",,"Vernonia baldwinii Torr.",Baldwin's ironweed
"CAHA13",,"Cardiospermum halicacabum L.",balloon vine
"YUBA",,"Yucca baccata Torr.",banana yucca
"GACO7",,"Gaillardia coahuilensis B.L. Turner",bandanna daisy
"SAPA8",,"Salsola paulsenii Litv.",barbwire Russian thistle
"ECCR",,"Echinochloa crus-galli (L.) P. Beauv.",barnyardgrass
"SYPR7",,"Symphyotrichum pratense (Raf.) G.L. Nesom",barrens silky aster
"MOCL2",,"Monarda clinopodioides A. Gray",basil beebalm
"OPHIS",,"Oplismenus hirtellus (L.) P. Beauv. ssp. setarius (Lam.) Mez ex Ekman",basketgrass
"OPHI",,"Oplismenus hirtellus (L.) P. Beauv.",basketgrass
"QUSI",,"Quercus sinuata Walter",bastard oak
"QUSIB",,"Quercus sinuata Walter var. breviloba (Torr.) C.H. Mull.",bastard oak
"COUM",,"Comandra umbellata (L.) Nutt.",bastard toadflax
"ERWR",,"Eriogonum wrightii Torr. ex Benth.",bastardsage
"ERWRW",,"Eriogonum wrightii Torr. ex Benth. var. wrightii ",bastardsage
"CHWO",,"Cheilanthes wootonii Maxon",beaded lipfern
"VARA",,"Valerianella radiata (L.) Dufr.",beaked cornsalad
"GLQU",,"Glandularia quandrangulata (A. Heller) Umber",beaked mock vervain
"PAAN",,"Panicum anceps Michx.",beaked panicgrass
"BIAR",,"Bidens aristosa (Michx.) Britton",bearded beggarticks
"CRBA5",,"Cryptantha barbigera (A. Gray) Greene",bearded cryptantha
"CYSQ",,"Cyperus squarrosus L.",bearded flatsedge
"DAPO",,"Dalea pogonathera A. Gray",bearded prairie clover
"DAPOP",,"Dalea pogonathera A. Gray var. pogonathera ",bearded prairie clover
"GYAM",,"Gymnopogon ambiguus (Michx.) Britton, Sterns & Poggenb.",bearded skeletongrass
"LEFUF",,"Leptochloa fusca (L.) Kunth ssp. fascicularis (Lam.) N. Snow",bearded sprangletop
"CYBA",,"Cynanchum barbigerum (Scheele) Shinners",bearded swallow-wort
"POVI9",,"Polypogon viridis (Gouan) Breistr.",beardless rabbitsfoot grass
"TRBE3",,"Trifolium bejariense Moric.",Bejar clover
"PABE4",,"Panicum bergii Arechav.",Berg's panicgrass
"CABE6",,"Calylophus berlandieri Spach",Berlandier's sundrops
"CABEB2",,"Calylophus berlandieri Spach ssp. berlandieri ",Berlandier's sundrops
"CABEP2",,"Calylophus berlandieri Spach ssp. pinifolius (Engelm. ex A. Gray) Towner",Berlandier's sundrops
"ACOB2",,"Acleisanthes obtusa (Choisy) Standl.",Berlandier's trumpets
"LYBE",,"Lycium berlandieri Dunal",Berlandier's wolfberry
"LIBE2",,"Linum berlandieri Hook.",Berlandier's yellow flax
"LIBEB2",,"Linum berlandieri Hook. var. berlandieri ",Berlandier's yellow flax
"CYDA",,"Cynodon dactylon (L.) Pers.",Bermudagrass
"TRBE4",,"Tragia betonicifolia Nutt.",betonyleaf noseburn
"LALU",,"Lactuca ludoviciana (Nutt.) Riddell",biannual lettuce
"NECA3",,"Nerisyrenia camporum (A. Gray) Greene",bicolor fanmustard
"ESDA",,"Escobaria dasyacantha (Engelm.) Britton & Rose",Big Bend foxtail cactus
"ESDAD",,"Escobaria dasyacantha (Engelm.) Britton & Rose var. dasyacantha ",Big Bend foxtail cactus
"GRAG3",,"Grusonia aggeria (B.E. Ralston & Hilsenb.) E.F. Anderson",Big Bend pricklypear
"GRSC6",,"Grusonia schottii (Engelm.) H. Rob.",Big Bend pricklypear
"ANGE",,"Andropogon gerardii Vitman",big bluestem
"SPWR2",,"Sporobolus wrightii Munro ex Scribn.",big sacaton
"VEBR",,"Verbena bracteata Cav. ex Lag. & Rodr.",bigbract verbena
"POBI",,"Poa bigelovii Vasey & Scribn.",Bigelow's bluegrass
"LIBI2",,"Linanthus bigelovii (A. Gray) Greene",Bigelow's linanthus
"LEGR3",,"Lesquerella grandiflora (Hook.) S. Watson",bigflower bladderpod
"MAMA9",,"Marsilea macropoda Engelm. ex A. Braun",bigfoot waterclover
"OEMA",,"Oenothera macrocarpa Nutt.",bigfruit evening primrose
"OEMAM",,"Oenothera macrocarpa Nutt. ssp. macrocarpa ",bigfruit evening primrose
"EVPR",,"Evax prolifera Nutt. ex DC.",bighead pygmycudweed
"VIMA",,"Vinca major L.",bigleaf periwinkle
"SEHE8",,"Sesbania herbacea (Mill.) McVaugh",bigpod sesbania
"CYMA",,"Cymopterus macrorhizus Buckley",bigroot springparsley
"CUIN",,"Cuscuta indecora Choisy",bigseed alfalfa dodder
"CUINN",,"Cuscuta indecora Choisy var. neuropetala (Engelm.) Hitchc.",bigseed dodder
"ERHI",,"Eragrostis hirsuta (Michx.) Nees",bigtop lovegrass
"VEPE3",,"Veronica persica Poir.",birdeye speedwell
"CAGI",,"Caesalpinia gilliesii (Wall. ex Hook.) Wall. ex D. Dietr.",bird-of-paradise shrub
"PATE9",,"Passiflora tenuiloba Engelm.",birdwing passionflower
"HYOD",,"Hymenoxys odorata DC.",bitter rubberweed
"POCOC2",,"Polygonum convolvulus L. var. convolvulus ",black bindweed
"POCO10",,"Polygonum convolvulus L.",black bindweed
"SCNI",,"Schoenus nigricans L.",black bogrush
"PRSE2",,"Prunus serotina Ehrh.",black cherry
"PRSEE",,"Prunus serotina Ehrh. var. eximia (Small) Little",black cherry
"PRSES",,"Prunus serotina Ehrh. var. serotina ",black cherry
"BOER4",,"Bouteloua eriopoda (Torr.) Torr.",black grama
"CATE9",,"Carya texana Buckley",black hickory
"ROPS",,"Robinia pseudoacacia L.",black locust
"MELU",,"Medicago lupulina L.",black medick
"QUVE",,"Quercus velutina Lam.",black oak
"DAFR2",,"Dalea frutescens A. Gray",black prairie clover
"JUNI",,"Juglans nigra L.",black walnut
"SANI",,"Salix nigra Marshall",black willow
"VARI",,"Vachellia rigidula (Benth.) Seigler & Ebinger",blackbrush acacia
"MEOR2",,"Medicago orbicularis (L.) Bartal.",blackdisk medick
"RUHI2",,"Rudbeckia hirta L.",blackeyed Susan
"ISME",,"Isoetes melanopoda Gay & Durieu ex Durieu",blackfoot quillwort
"CHAN5",,"Chamaesyce angusta (Engelm.) Small",blackfoot sandmat
"QUMA3",,"Quercus marilandica Münchh.",blackjack oak
"ASRE",,"Asplenium resiliens Kunze",blackstem spleenwort
"HECR3",,"Herissantia crispa (L.) Briz.",bladdermallow
"SIMA3",,"Silybum marianum (L.) Gaertn.",blessed milkthistle
"SACO5",,"Salvia coccinea P.J. Buchoz ex Etlinger",blood sage
"ADAN",,"Adonis annua L.",blooddrops
"SHAR2",,"Sherardia arvensis L.",blue fieldmadder
"ANCO9",,"Androstephium coeruleum (Scheele) Greene",blue funnel lily
"BOGR2",,"Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",blue grama
"POBA",,"Polygala barbeyana Chod.",blue milkwort
"COCO13",,"Conoclinium coelestinum (L.) DC.",blue mistflower
"PAAN4",,"Panicum antidotale Retz.",blue panicum
"ARPUN",,"Aristida purpurea Nutt. var. nealleyi (Vasey) Allred",blue threeawn
"BAAU",,"Baptisia australis (L.) R. Br.",blue wild indigo
"BAAUM",,"Baptisia australis (L.) R. Br. var. minor (Lehm.) Fernald",blue wild indigo
"CRBR",,"Crataegus brachyacantha Sarg. & Engelm.",blueberry hawthorn
"CLPI",,"Clematis pitcheri Torr. & A. Gray",bluebill
"CLPIP",,"Clematis pitcheri Torr. & A. Gray var. pitcheri ",bluebill
"GIAC4",,"Giliastrum acerosum (A. Gray) Rydb.",bluebowls
"QUIN",,"Quercus incana W. Bartram",bluejack oak
"TROH",,"Tradescantia ohiensis Raf.",bluejacket
"ARAL3",,"Argemone albiflora Hornem.",bluestem pricklypoppy
"ARALT",,"Argemone albiflora Hornem. ssp. texana G.B. Ownbey",bluestem pricklypoppy
"ELOB2",,"Eleocharis obtusa (Willd.) Schult.",blunt spikerush
"SEMU",,"Selaginella mutica D.C. Eaton ex Underw.",bluntleaf spikemoss
"ROCU2",,"Rorippa curvipes Greene",bluntleaf yellowcress
"ROCUT",,"Rorippa curvipes Greene var. truncata (Jeps.) Rollins",bluntleaf yellowcress
"WOOB2",,"Woodsia obtusa (Spreng.) Torr.",bluntlobe cliff fern
"WOOBO",,"Woodsia obtusa (Spreng.) Torr. ssp. obtusa ",bluntlobe cliff fern
"BAPE",,"Bahia pedata A. Gray",bluntscale bahia
"POSE6",,"Polygonum setaceum Baldw.",bog smartweed
"ROPA2",,"Rorippa palustris (L.) Besser",bog yellowcress
"AMSC",,"Amaranthus scleropoides Uline & Bray",bonebract amaranth
"CAHY4",,"Carex hystericina Muhl. ex Willd.",bottlebrush sedge
"SAOF4",,"Saponaria officinalis L.",bouncingbet
"ACNE2",,"Acer negundo L.",boxelder
"ASBR",,"Asclepias brachystephana Engelm. ex Torr.",bract milkweed
"GAMI",,"Galium microphyllum A. Gray",bracted bedstraw
"SICI",,"Sida ciliaris L.",bracted fanpetals
"PAAF",,"Passiflora affinis Engelm.",bracted passionflower
"MENU",,"Mentzelia nuda (Pursh) Torr. & A. Gray",bractless blazingstar
"DIBR2",,"Dicliptera brachiata (Pursh) Spreng.",branched foldwing
"TRRA5",,"Tragia ramosa Torr.",branched noseburn
"VABR4",,"Vachellia bravoensis (Isely) Seigler & Ebinger",Bravo acacia
"COHO",,"Condalia hookeri M.C. Johnst.",Brazilian bluewood
"VEBR2",,"Verbena brasiliensis Vell.",Brazilian vervain
"WOBR",,"Wolffia brasiliensis Weddell",Brazilian watermeal
"ASBR7",,"Astragalus brazoensis Buckley",Brazos milkvetch
"ARPE4",,"Arabis petiolaris (A. Gray) A. Gray",Brazos rockcress
"PREX",,"Prenanthella exigua (A. Gray) Rydb.",brightwhite
"LIAR3",,"Linum aristatum Engelm.",bristle flax
"PASE2",,"Paronychia setacea Torr. & A. Gray",bristle nailwort
"CHCH5",,"Chamaesyce chaetocalyx (Boiss.) Wooton & Standl.",bristlecup sandmat
"CHCHC3",,"Chamaesyce chaetocalyx (Boiss.) Wooton & Standl. var. chaetocalyx ",bristlecup sandmat
"THTE7",,"Thymophylla tenuiloba (DC.) Small",bristleleaf pricklyleaf
"THTET",,"Thymophylla tenuiloba (DC.) Small var. tenuiloba ",bristleleaf pricklyleaf
"RAHI",,"Ranunculus hispidus Michx.",bristly buttercup
"RAHIN",,"Ranunculus hispidus Michx. var. nitidus (Chapm.) T. Duncan",bristly buttercup
"SMTA2",,"Smilax tamnoides L.",bristly greenbrier
"ROHI",,"Robinia hispida L.",bristly locust
"ROHIH",,"Robinia hispida L. var. hispida ",bristly locust
"NAHI",,"Nama hispidum A. Gray",bristly nama
"SPEC2",,"Spermolepis echinata (Nutt. ex DC.) A. Heller",bristly scaleseed
"LYSE3",,"Lycurus setosus (Nutt.) C.G. Reeder",bristly wolfstail
"CATE29",,"Carex tetrastachya Scheele",Britton's sedge
"TEHE",,"Tectaria heracleifolia (Willd.) Underw.",broad halberd fern
"PEPL",,"Pectocarya platycarpa (Munz & I.M. Johnst.) Munz & I.M. Johnst.",broadfruit combseed
"ASLA4",,"Asclepias latifolia (Torr.) Raf.",broadleaf milkweed
"URPL2",,"Urochloa platyphylla (Munro ex C. Wright) R.D. Webster",broadleaf signalgrass
"LELA2",,"Lepidium latifolium L.",broadleaved pepperweed
"DRPL",,"Draba platycarpa Torr. & A. Gray",broadpod draba
"STPL2",,"Streptanthus platycarpus A. Gray",broadpod jewelflower
"POBR21",,"Pomaria brachycarpa (A. Gray) B. Simpson",broadpod nicker
"PORI3",,"Potentilla rivalis Nutt.",brook cinquefoil
"PSSC6",,"Psorothamnus scoparius (A. Gray) Rydb.",broom dalea
"POSC2",,"Polygala scoparioides Chod.",broom milkwort
"GUSA2",,"Gutierrezia sarothrae (Pursh) Britton & Rusby",broom snakeweed
"ANVI2",,"Andropogon virginicus L.",broomsedge bluestem
"ANVIV",,"Andropogon virginicus L. var. virginicus ",broomsedge bluestem
"BRJU",,"Brassica juncea (L.) Czern.",brown mustard
"ACWR5",,"Acourtia wrightii (A. Gray) Reveal & R.M. King",brownfoot
"STPA4",,"Stephanomeria pauciflora (Torr.) A. Nelson",brownplume wirelettuce
"PAPL3",,"Paspalum plicatulum Michx.",brownseed paspalum
"URFU2",,"Urochloa fusca (Sw.) B.F. Hansen & Wunderlin",browntop signalgrass
"PEBU",,"Penstemon buckleyi Pennell",Buckley's beardtongue
"YUCO",,"Yucca constricta Buckley",Buckley's yucca
"SORO",,"Solanum rostratum Dunal",buffalobur nightshade
"BODA2",,"Bouteloua dactyloides (Nutt.) J.T. Columbus",buffalograss
"PECI",,"Pennisetum ciliare (L.) Link",buffelgrass
"RHPH2",,"Rhynchosida physocalyx (A. Gray) Fryxell",buffpetal
"PABU",,"Panicum bulbosum Kunth",bulb panicgrass
"OPCR",,"Ophioglossum crotalophoroides Walter",bulbous adderstongue
"OPCRC",,"Ophioglossum crotalophoroides Walter var. crotalophoroides ",bulbous adderstongue
"LUBU",,"Luzula bulbosa (Alph. Wood) Smyth & Smyth",bulbous woodrush
"MUEM",,"Muhlenbergia emersleyi Vasey",bullgrass
"SALA",,"Sagittaria lancifolia L.",bulltongue arrowhead
"SALAM2",,"Sagittaria lancifolia L. ssp. media (Micheli) Bogin",bulltongue arrowhead
"SEAD",,"Setaria adhaerens (Forssk.) Chiov.",bur bristlegrass
"QUMA2",,"Quercus macrocarpa Michx.",bur oak
"QUMAM",,"Quercus macrocarpa Michx. var. macrocarpa ",bur oak
"MEPO3",,"Medicago polymorpha L.",burclover
"BASC5",,"Bassia scoparia (L.) A.J. Scott",burningbush
"THBU",,"Thelesperma burridgeanum (Regel, Korn. & Rach.) S.F. Blake",Burridge's greenthread
"SCBR2",,"Scleropogon brevifolius Phil.",burrograss
"CRFR",,"Croton fruticulosus Engelm. ex Torr.",bush croton
"MUPO2",,"Muhlenbergia porteri Scribn. ex Beal",bush muhly
"CUPEP3",,"Cuscuta pentagona Engelm. var. pubescens (Engelm.) Yunck.",bushclover dodder
"CUPEG",,"Cuscuta pentagona Engelm. var. glabrior (Engelm.) Gandhi, R.D. Thomas & S.L. Hatch",bushclover dodder
"CABU5",,"Carex bushii Mack.",Bush's sedge
"ANGL2",,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.",bushy bluestem
"EULE4",,"Euthamia leptocephala (Torr. & A. Gray) Greene ex Porter & Britton",bushy goldentop
"PORA3",,"Polygonum ramosissimum Michx.",bushy knotweed
"AMBU",,"Ammoselinum butleri (Engelm. ex S. Watson) J.M. Coult. & Rose",Butler's sandparsley
"ASTU",,"Asclepias tuberosa L.",butterfly milkweed
"ASTUI",,"Asclepias tuberosa L. ssp. interior Woodson",butterfly milkweed
"PAGL17",,"Packera glabella (Poir.) C. Jeffrey",butterweed
"ERYU",,"Eryngium yuccifolium Michx.",button eryngo
"CUCE",,"Cuscuta cephalanthi Engelm.",buttonbush dodder
"OPEN3",,"Opuntia engelmannii Salm-Dyck ex Engelm.",cactus apple
"OPENE",,"Opuntia engelmannii Salm-Dyck ex Engelm. var. engelmannii ",cactus apple
"SPLA",,"Sphaeralcea laxa Wooton & Standl.",caliche globemallow
"SYLA4",,"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve",calico aster
"AMCA",,"Amaranthus californicus (Moq.) S. Watson",California amaranth
"BRCA3",,"Brickellia californica (Torr. & A. Gray) A. Gray",California brickellbush
"BRCAC",,"Brickellia californica (Torr. & A. Gray) A. Gray var. californica ",California brickellbush
"SCCA11",,"Schoenoplectus californicus (C.A. Mey.) Palla",California bulrush
"KACA",,"Kallstroemia californica (S. Watson) Vail",California caltrop
"LOCA19",,"Logfia californica (Nutt.) Holub",California cottonrose
"LYCA4",,"Lythrum californicum Torr. & A. Gray",California loosestrife
"PLHO",,"Plantago hookeriana Fisch. & C.A. Mey.",California plantain
"ESCA2",,"Eschscholzia californica Cham.",California poppy
"ESCAM",,"Eschscholzia californica Cham. ssp. mexicana (Greene) C. Clark",California poppy
"ALMA12",,"Alhagi maurorum Medik.",camelthorn
"PLCA7",,"Pluchea camphorata (L.) DC.",camphor pluchea
"CICA",,"Cinnamomum camphora (L.) J. Presl",camphortree
"HESU3",,"Heterotheca subaxillaris (Lam.) Britton & Rusby",camphorweed
"TECA3",,"Teucrium canadense L.",Canada germander
"SOAL6",,"Solidago altissima L.",Canada goldenrod
"SOCA6",,"Solidago canadensis L.",Canada goldenrod
"LACA",,"Lactuca canadensis L.",Canada lettuce
"ELGE",,"Eleocharis geniculata (L.) Roem. & Schult.",Canada spikesedge
"NUCA",,"Nuttallanthus canadensis (L.) D.A. Sutton",Canada toadflax
"ELCA4",,"Elymus canadensis L.",Canada wildrye
"SACA15",,"Sanicula canadensis L.",Canadian blacksnakeroot
"COCA5",,"Conyza canadensis (L.) Cronquist",Canadian horseweed
"PECA",,"Pedicularis canadensis L.",Canadian lousewort
"PECAC3",,"Pedicularis canadensis L. ssp. canadensis ",Canadian lousewort
"ASCA11",,"Astragalus canadensis L.",Canadian milkvetch
"ASCAC6",,"Astragalus canadensis L. var. canadensis ",Canadian milkvetch
"RUHY",,"Rumex hymenosepalus Torr.",canaigre dock
"CYKL",,"Cylindropuntia kleiniae (DC.) F.M. Knuth",candle cholla
"FEWI",,"Ferocactus wislizeni (Engelm.) Britton & Rose",candy barrelcactus
"BOBA3",,"Bothriochloa barbinodis (Lag.) Herter",cane bluestem
"CUME",,"Cucumis melo L.",cantaloupe
"VIAR2",,"Vitis arizonica Engelm.",canyon grape
"IPBA",,"Ipomoea barbatisepala A. Gray",canyon morning-glory
"SILA2",,"Silene laciniata Cav.",cardinal catchfly
"SILAG2",,"Silene laciniata Cav. ssp. greggii (A. Gray) C.L. Hitchc. & Maguire",cardinal catchfly
"LOCA2",,"Lobelia cardinalis L.",cardinalflower
"ACRA",,"Acalypha radians Torr.",cardinal's feather
"AMPA",,"Amaranthus palmeri S. Watson",carelessweed
"ANCA9",,"Anemone caroliniana Walter",Carolina anemone
"TIAMC",,"Tilia americana L. var. caroliniana (Mill.) Castigl.",Carolina basswood
"MOCA",,"Modiola caroliniana (L.) G. Don",Carolina bristlemallow
"FRCA13",,"Frangula caroliniana (Walter) A. Gray",Carolina buckthorn
"PHCA6",,"Phalaris caroliniana Walter",Carolina canarygrass
"TRCA6",,"Trifolium carolinianum Michx.",Carolina clover
"COCA",,"Cocculus carolinus (L.) DC.",Carolina coralbead
"DIPU9",,"Digitaria pubiflora (Vasey) Wipff",Carolina crabgrass
"PYCA2",,"Pyrrhopappus carolinianus (Walter) DC.",Carolina desert-chicory
"DRRE2",,"Draba reptans (Lam.) Fernald",Carolina draba
"ELCA3",,"Elephantopus carolinianus Raeusch.",Carolina elephantsfoot
"ALCA4",,"Alopecurus carolinianus Walter",Carolina foxtail
"GECA5",,"Geranium carolinianum L.",Carolina geranium
"GECAC4",,"Geranium carolinianum L. var. carolinianum ",Carolina geranium
"SOCA3",,"Solanum carolinense L.",Carolina horsenettle
"SOCAC4",,"Solanum carolinense L. var. carolinense ",Carolina horsenettle
"DECA3",,"Delphinium carolinianum Walter",Carolina larkspur
"DECAV",,"Delphinium carolinianum Walter ssp. vimineum (D. Don) Warnock",Carolina larkspur
