Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"ABTR",,"Abutilon trisulcatum (Jacq.) Urb.",anglestem Indian mallow
"LULE4",,"Ludwigia leptocarpa (Nutt.) H. Hara",anglestem primrose-willow
"DIAR5",,"Dichanthium aristatum (Poir.) C.E. Hubbard",Angleton bluestem
"MAGO",,"Matelea gonocarpos (Walter) Shinners",angularfruit milkvine
"INSU",,"Indigofera suffruticosa Mill.",anil de pasto
"SOOD",,"Solidago odora Aiton",anisescented goldenrod
"SOODO",,"Solidago odora Aiton var. odora ",anisescented goldenrod
"RARU",,"Rapistrum rugosum (L.) All.",annual bastardcabbage
"SIRO5",,"Sisyrinchium rosulatum E.P. Bicknell",annual blue-eyed grass
"POAN",,"Poa annua L.",annual bluegrass
"ERAN4",,"Eriogonum annuum Nutt.",annual buckwheat
"PHCA5",,"Phalaris canariensis L.",annual canarygrass
"FIAN",,"Fimbristylis annua (All.) Roem. & Schult.",annual fimbry
"IVAN2",,"Iva annua L.",annual marsh elder
"PHDR",,"Phlox drummondii Hook.",annual phlox
"PHDRD",,"Phlox drummondii Hook. ssp. drummondii ",annual phlox
"POMO5",,"Polypogon monspeliensis (L.) Desf.",annual rabbitsfoot grass
"AMAR2",,"Ambrosia artemisiifolia L.",annual ragweed
"SULI",,"Suaeda linearis (Elliott) Moq.",annual seepweed
"AIEL4",,"Aira elegans Willd. ex Kunth",annual silver hairgrass
"TOAN",,"Townsendia annua Beaman",annual Townsend daisy
"FARE",,"Facelis retusa (Lam.) Sch. Bip.",annual trampweed
"DIMU2",,"Diplotaxis muralis (L.) DC.",annual wallrocket
"ALCH",,"Allionia choisyi Standl.",annual windmills
"MEIN2",,"Melilotus indicus (L.) All.",annual yellow sweetclover
"URUL",,"Urvillea ulmacea Kunth",apaac
"FAPA",,"Fallugia paradoxa (D. Don) Endl. ex Torr.",Apache plume
"MUUT",,"Muhlenbergia utilis (Torr.) Hitchc.",aparejograss
"ASPE",,"Asclepias perennis Walter",aquatic milkweed
"JUAR2",,"Juncus arcticus Willd.",arctic rush
"EURE5",,"Eustachys retusa (Lag.) Kunth",Argentine fingergrass
"SECO9",,"Senna corymbosa (Lam.) Irwin & Barneby",Argentine senna
"CEAR12",,"Centaurium arizonicum (A. Gray) A. Heller",Arizona centaury
"CECA3",,"Centaurium calycosum (Buckley) Fernald",Arizona centaury
"DICA8",,"Digitaria californica (Benth.) Henr.",Arizona cottontop
"KAGR",,"Kallstroemia grandiflora Torr. ex A. Gray",Arizona poppy
"CHAR18",,"Chamaesyce arizonica (Engelm.) Arthur",Arizona sandmat
"URAR",,"Urochloa arizonica (Scribn. & Merr.) O. Morrone & F. Zuloaga",Arizona signalgrass
"FRAR2",,"Froelichia arizonica Thornb. ex Standl.",Arizona snakecotton
"JUMA",,"Juglans major (Torr.) A. Heller",Arizona walnut
"QUAR",,"Quercus arizonica Sarg.",Arizona white oak
"APSK",,"Aphanostephus skirrhobasis (DC.) Trel.",Arkansas dozedaisy
"APSKK",,"Aphanostephus skirrhobasis (DC.) Trel. var. kidderi (S.F. Blake) B.L. Turner",Arkansas dozedaisy
"APSKS",,"Aphanostephus skirrhobasis (DC.) Trel. var. skirrhobasis ",Arkansas dozedaisy
"APSKT",,"Aphanostephus skirrhobasis (DC.) Trel. var. thalassius Shinners",Arkansas dozedaisy
"CHAS",,"Chaetopappa asteroides Nutt. ex DC.",Arkansas leastdaisy
"GLAR",,"Glyceria arkansana Fernald",Arkansas mannagrass
"CAAR5",,"Carex arkansana (L.H. Bailey) L.H. Bailey",Arkansas sedge
"YUAR2",,"Yucca arkansana Trel.",Arkansas yucca
"SYOB",,"Symphyotrichum oblongifolium (Nutt.) G.L. Nesom",aromatic aster
"GOSE",,"Gomphrena serrata L.",arrasa con todo
"ARPU8",,"Aristida purpurascens Poir.",arrowfeather threeawn
"CRSA4",,"Crotalaria sagittalis L.",arrowhead rattlebox
"TRVE",,"Trifolium vesiculosum Savi",arrowleaf clover
"MASA3",,"Malvella sagittifolia (A. Gray) Fryxell",arrowleaf mallow
"POSA5",,"Polygonum sagittatum L.",arrowleaf tearthumb
"VISA2",,"Viola sagittata Aiton",arrowleaf violet
"VISAS5",,"Viola sagittata Aiton var. sagittata ",arrowleaf violet
"PLSE",,"Pluchea sericea (Nutt.) Coville",arrowweed
"TAFR",,"Talinopsis frutescens A. Gray",arroyo fameflower
"SACU",,"Sagittaria cuneata Sheldon",arumleaf arrowhead
"JUAS",,"Juniperus ashei J. Buchholz",Ashe's juniper
"CHCI2",,"Chamaesyce cinerascens (Engelm.) Small",ashy sandmat
"HEMO2",,"Helianthus mollis Lam.",ashy sunflower
"DIBI",,"Digitaria bicornis (Lam.) Roem. & Schult.",Asian crabgrass
"LISE3",,"Limnophila sessiliflora (Vahl) Blume",Asian marshweed
"BRTO",,"Brassica tournefortii Gouan",Asian mustard
"COCO3",,"Commelina communis L.",Asiatic dayflower
"ATFIA2",,"Athyrium filix-femina (L.) Roth ssp. asplenioides (Michx.) Hultén",asplenium ladyfern
"COBO",,"Conyza bonariensis (L.) Cronquist",asthmaweed
"TAAP",,"Tamarix aphylla (L.) Karst.",Athel tamarisk
"CASC5",,"Camassia scilloides (Raf.) Cory",Atlantic camas
"SOAR",,"Solidago arguta Aiton",Atlantic goldenrod
"CLMA4",,"Clitoria mariana L.",Atlantic pigeonwings
"TOPU2",,"Toxicodendron pubescens Mill.",Atlantic poison oak
"ELNY",,"Ellisia nyctelea (L.) L.",Aunt Lucy
"ATSE",,"Atriplex semibaccata R. Br.",Australian saltbush
"POAU",,"Poa autumnalis Muhl. ex Elliott",autumn bluegrass
"ZECA",,"Zephyranthes candida (Lindl.) Herb.",autumn zephyrlily
"LIAR6",,"Lipocarpha aristulata (Coville) G. Tucker",awned halfchaff sedge
"BOEX",,"Bothriochloa exaristata (Nash) Henr.",awnless beardgrass
"SICA7",,"Simsia calva (Engelm. & A. Gray) A. Gray",awnless bushsunflower
"CHIM",,"Chaetopappa imberbis (A. Gray) G.L. Nesom",awnless leastdaisy
"MEAC",,"Mecardonia acuminata (Walter) Small",axilflower
"MEACA",,"Mecardonia acuminata (Walter) Small var. acuminata ",axilflower
"SAAZ",,"Salvia azurea Michx. ex Lam.",azure blue sage
"SAAZA",,"Salvia azurea Michx. ex Lam. var. azurea ",azure blue sage
"MEPR2",,"Mecardonia procumbens (Mill.) Small",baby jump-up
"HYVE",,"Hybanthus verticillatus (Ortega) Baill.",babyslippers
"SEVE",,"Sesbania vesicaria (Jacq.) Elliott",bagpod
"PANO2",,"Paspalum notatum Flueggé",bahiagrass
"CHBA11",,"Chrysothamnus baileyi Wooton & Standl.",Bailey's rabbitbrush
"BRRA2",,"Bromus racemosus L.",bald brome
"TADI2",,"Taxodium distichum (L.) Rich.",bald cypress
"ELER",,"Eleocharis erythropoda Steud.",bald spikerush
"CYCR6",,"Cyperus croceus Vahl",Baldwin's flatsedge
"VEBA",,"Vernonia baldwinii Torr.",Baldwin's ironweed
"SCBA2",,"Scleria baldwinii (Torr.) Steud.",Baldwin's nutrush
"ELBA2",,"Eleocharis baldwinii (Torr.) Chapm.",Baldwin's spikerush
"XYBA",,"Xyris baldwiniana Schult.",Baldwin's yelloweyed grass
"CAHA13",,"Cardiospermum halicacabum L.",balloon vine
"EPWI2",,"Epixiphium wislizeni (Engelm. ex A. Gray) Munz",balloonbush
"YUBA",,"Yucca baccata Torr.",banana yucca
"ALVE2",,"Aloe vera (L.) Burm. f.",Barbados aloe
"PRBA",,"Prenanthes barbata (Torr. & A. Gray) Milstead",barbed rattlesnakeroot
"HACY",,"Hainardia cylindrica (Willd.) Greuter",barbgrass
"ECCR",,"Echinochloa crus-galli (L.) P. Beauv.",barnyardgrass
"SYPR7",,"Symphyotrichum pratense (Raf.) G.L. Nesom",barrens silky aster
"HEPA3",,"Helietta parvifolia (A. Gray ex Hemsl.) Benth.",barreta
"BASC",,"Bartlettia scaposa A. Gray",Bartlett daisy
"MOCL2",,"Monarda clinopodioides A. Gray",basil beebalm
"CARE3",,"Campanula reverchonii A. Gray",basin bellflower
"OPHIS",,"Oplismenus hirtellus (L.) P. Beauv. ssp. setarius (Lam.) Mez ex Ekman",basketgrass
"OPHI",,"Oplismenus hirtellus (L.) P. Beauv.",basketgrass
"QUSI",,"Quercus sinuata Walter",bastard oak
"QUSIB",,"Quercus sinuata Walter var. breviloba (Torr.) C.H. Mull.",bastard oak
"QUSIS",,"Quercus sinuata Walter var. sinuata ",bastard oak
"COUM",,"Comandra umbellata (L.) Nutt.",bastard toadflax
"ERWR",,"Eriogonum wrightii Torr. ex Benth.",bastardsage
"ERWRW",,"Eriogonum wrightii Torr. ex Benth. var. wrightii ",bastardsage
"IPPE",,"Ipomoea pes-caprae (L.) R. Br.",bayhops
"OEDR",,"Oenothera drummondii Hook.",beach evening primrose
"AGFA2",,"Agalinis fasciculata (Elliott) Raf.",beach false foxglove
"IPIM",,"Ipomoea imperati (Vahl) Griseb.",beach morning-glory
"CHWO",,"Cheilanthes wootonii Maxon",beaded lipfern
"AGRO3",,"Agrimonia rostellata Wallr.",beaked agrimony
"VARA",,"Valerianella radiata (L.) Dufr.",beaked cornsalad
"GLQU",,"Glandularia quandrangulata (A. Heller) Umber",beaked mock vervain
"PAAN",,"Panicum anceps Michx.",beaked panicgrass
"ELRO2",,"Eleocharis rostellata (Torr.) Torr.",beaked spikerush
"BIAR",,"Bidens aristosa (Michx.) Britton",bearded beggarticks
"CYSQ",,"Cyperus squarrosus L.",bearded flatsedge
"DAPO",,"Dalea pogonathera A. Gray",bearded prairie clover
"DAPOP",,"Dalea pogonathera A. Gray var. pogonathera ",bearded prairie clover
"GYAM",,"Gymnopogon ambiguus (Michx.) Britton, Sterns & Poggenb.",bearded skeletongrass
"LEFUF",,"Leptochloa fusca (L.) Kunth ssp. fascicularis (Lam.) N. Snow",bearded sprangletop
"CYBA",,"Cynanchum barbigerum (Scheele) Shinners",bearded swallow-wort
"POVI9",,"Polypogon viridis (Gouan) Breistr.",beardless rabbitsfoot grass
"CRBE10",,"Cryptocoryne beckettii Thwaites ex Trimen.",Beckett's water trumpet
"HYGA",,"Hypericum galioides Lam.",bedstraw St. Johnswort
"PEFRF2",,"Perilla frutescens (L.) Britton var. frutescens ",beefsteakplant
"PEFR4",,"Perilla frutescens (L.) Britton",beefsteakplant
"HAVI2",,"Hackelia virginiana (L.) I.M. Johnst.",beggarslice
"TRBE3",,"Trifolium bejariense Moric.",Bejar clover
"CYRE2",,"Cyperus reflexus Vahl",bentawn flatsedge
"PABE4",,"Panicum bergii Arechav.",Berg's panicgrass
"ECBE",,"Echinocereus berlandieri (Engelm.) Haage",Berlandier's hedgehog cactus
"ABBE",,"Abutilon berlandieri A. Gray ex S. Watson",Berlandier's Indian mallow
"LOBE3",,"Lobelia berlandieri A. DC.",Berlandier's lobelia
"LOBEB",,"Lobelia berlandieri A. DC. var. brachypoda (A. Gray) McVaugh",Berlandier's lobelia
"LOBEB2",,"Lobelia berlandieri A. DC. var. berlandieri ",Berlandier's lobelia
"CABE6",,"Calylophus berlandieri Spach",Berlandier's sundrops
"CABEB2",,"Calylophus berlandieri Spach ssp. berlandieri ",Berlandier's sundrops
"CABEP2",,"Calylophus berlandieri Spach ssp. pinifolius (Engelm. ex A. Gray) Towner",Berlandier's sundrops
"ACOB2",,"Acleisanthes obtusa (Choisy) Standl.",Berlandier's trumpets
"LYBE",,"Lycium berlandieri Dunal",Berlandier's wolfberry
"LIBE2",,"Linum berlandieri Hook.",Berlandier's yellow flax
"LIBEB2",,"Linum berlandieri Hook. var. berlandieri ",Berlandier's yellow flax
"CYDA",,"Cynodon dactylon (L.) Pers.",Bermudagrass
"TRBE4",,"Tragia betonicifolia Nutt.",betonyleaf noseburn
"LALU",,"Lactuca ludoviciana (Nutt.) Riddell",biannual lettuce
"CABI3",,"Carex bicknellii Britton",Bicknell's sedge
"NECA3",,"Nerisyrenia camporum (A. Gray) Greene",bicolor fanmustard
"LEMI4",,"Leucophyllum minus A. Gray",Big Bend barometerbush
"LUHA",,"Lupinus havardii S. Watson",Big Bend bluebonnet
"ESDA",,"Escobaria dasyacantha (Engelm.) Britton & Rose",Big Bend foxtail cactus
"ESDAD",,"Escobaria dasyacantha (Engelm.) Britton & Rose var. dasyacantha ",Big Bend foxtail cactus
"GRSC6",,"Grusonia schottii (Engelm.) H. Rob.",Big Bend pricklypear
"XYWR",,"Xylorhiza wrightii (A. Gray) Greene",Big Bend woodyaster
"ANGE",,"Andropogon gerardii Vitman",big bluestem
"KAMA",,"Kallstroemia maxima (L.) Hook. & Arn.",big caltrop
"AXFU",,"Axonopus furcatus (Flueggé) Hitchc.",big carpetgrass
"CEFOV2",,"Cerastium fontanum Baumg. ssp. vulgare (Hartm.) Greuter & Burdet",big chickweed
"SPCY",,"Spartina cynosuroides (L.) Roth",big cordgrass
"NYAQ",,"Nymphoides aquatica (J.F. Gmel.) Kuntze",big floatingheart
"SPWR2",,"Sporobolus wrightii Munro ex Scribn.",big sacaton
"CEMY",,"Cenchrus myosuroides Kunth",big sandbur
"VEBR",,"Verbena bracteata Cav. ex Lag. & Rodr.",bigbract verbena
"ARBI3",,"Artemisia bigelovii A. Gray",Bigelow sage
"BIBI",,"Bidens bigelovii A. Gray",Bigelow's beggarticks
"BIBIB2",,"Bidens bigelovii A. Gray var. bigelovii ",Bigelow's beggarticks
"POBI",,"Poa bigelovii Vasey & Scribn.",Bigelow's bluegrass
"BLBI",,"Blepharidachne bigelovii (S. Watson) Hack.",Bigelow's desertgrass
"LEGR3",,"Lesquerella grandiflora (Hook.) S. Watson",bigflower bladderpod
"MAMA9",,"Marsilea macropoda Engelm. ex A. Braun",bigfoot waterclover
"OEMA",,"Oenothera macrocarpa Nutt.",bigfruit evening primrose
"OEMAI2",,"Oenothera macrocarpa Nutt. ssp. incana (A. Gray) Wagner",bigfruit evening primrose
"OEMAM",,"Oenothera macrocarpa Nutt. ssp. macrocarpa ",bigfruit evening primrose
"EVPR",,"Evax prolifera Nutt. ex DC.",bighead pygmycudweed
"JUME",,"Juncus megacephalus M.A. Curtis",bighead rush
"VIMA",,"Vinca major L.",bigleaf periwinkle
"STGR4",,"Styrax grandifolius Aiton",bigleaf snowbell
"SEHE8",,"Sesbania herbacea (Mill.) McVaugh",bigpod sesbania
"CYMA",,"Cymopterus macrorhizus Buckley",bigroot springparsley
"CUIN",,"Cuscuta indecora Choisy",bigseed alfalfa dodder
"CUINL",,"Cuscuta indecora Choisy var. longisepala Yunck.",bigseed dodder
"CUINN",,"Cuscuta indecora Choisy var. neuropetala (Engelm.) Hitchc.",bigseed dodder
"ERHI",,"Eragrostis hirsuta (Michx.) Nees",bigtop lovegrass
"VEPE3",,"Veronica persica Poir.",birdeye speedwell
"VIPE",,"Viola pedata L.",birdfoot violet
"CAGI",,"Caesalpinia gilliesii (Wall. ex Hook.) Wall. ex D. Dietr.",bird-of-paradise shrub
"PHPU6",,"Phyllanthus pudens L.C. Wheeler",birdseed leaf-flower
"MYPE",,"Myagrum perfoliatum L.",bird's-eye cress
"GITR2",,"Gilia tricolor Benth.",bird's-eye gilia
"LOCOC5",,"Lotus corniculatus L. var. corniculatus ",bird's-foot trefoil
"LOCO6",,"Lotus corniculatus L.",bird's-foot trefoil
"PATE9",,"Passiflora tenuiloba Engelm.",birdwing passionflower
"PAAM2",,"Panicum amarum Elliott",bitter panicgrass
"HYOD",,"Hymenoxys odorata DC.",bitter rubberweed
"CACO15",,"Carya cordiformis (Wangenh.) K. Koch",bitternut hickory
"POCOC2",,"Polygonum convolvulus L. var. convolvulus ",black bindweed
"POCO10",,"Polygonum convolvulus L.",black bindweed
"PRSE2",,"Prunus serotina Ehrh.",black cherry
"PRSEE",,"Prunus serotina Ehrh. var. eximia (Small) Little",black cherry
"PRSES",,"Prunus serotina Ehrh. var. serotina ",black cherry
"CANI3",,"Carex nigromarginata Schwein.",black edge sedge
"SANI4",,"Sambucus nigra L.",black elderberry
"BOER4",,"Bouteloua eriopoda (Torr.) Torr.",black grama
"CATE9",,"Carya texana Buckley",black hickory
"ROPS",,"Robinia pseudoacacia L.",black locust
"AVGE",,"Avicennia germinans (L.) L.",black mangrove
"MELU",,"Medicago lupulina L.",black medick
"QUVE",,"Quercus velutina Lam.",black oak
"DAFR2",,"Dalea frutescens A. Gray",black prairie clover
"JUNI",,"Juglans nigra L.",black walnut
"SANI",,"Salix nigra Marshall",black willow
"VARI",,"Vachellia rigidula (Benth.) Seigler & Ebinger",blackbrush acacia
"MEOR2",,"Medicago orbicularis (L.) Bartal.",blackdisk medick
"RUHI2",,"Rudbeckia hirta L.",blackeyed Susan
"THAL3",,"Thunbergia alata Bojer ex Sims",blackeyed Susan vine
"ISME",,"Isoetes melanopoda Gay & Durieu ex Durieu",blackfoot quillwort
"CHAN5",,"Chamaesyce angusta (Engelm.) Small",blackfoot sandmat
"NYSY",,"Nyssa sylvatica Marshall",blackgum
"QUMA3",,"Quercus marilandica Münchh.",blackjack oak
"PIAV",,"Piptochaetium avenaceum (L.) Parodi",blackseed speargrass
"GLCO3",,"Glaucium corniculatum (L.) J.H. Rudolph",blackspot hornpoppy
"ASRE",,"Asplenium resiliens Kunze",blackstem spleenwort
"HECR3",,"Herissantia crispa (L.) Briz.",bladdermallow
"LIAE3",,"Liatris aestivalis G.L. Nesom & R. O'Kennon",blazing star
"SIMA3",,"Silybum marianum (L.) Gaertn.",blessed milkthistle
"OPRU3",,"Opuntia rufida Engelm.",blind pricklypear
"DICO4",,"Dichanthelium consanguineum (Kunth) Gould & C.A. Clark",blood panicgrass
"SACO5",,"Salvia coccinea P.J. Buchoz ex Etlinger",blood sage
"ADAN",,"Adonis annua L.",blooddrops
"ASCU",,"Asclepias curassavica L.",bloodflower
"REFL",,"Redfieldia flexuosa (Thurb.) Vasey",blowout grass
"TAAZ",,"Tamaulipa azurea (DC.) R.M. King & H. Rob.",blue boneset
"SHAR2",,"Sherardia arvensis L.",blue fieldmadder
"ANCO9",,"Androstephium coeruleum (Scheele) Greene",blue funnel lily
"BOGR2",,"Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",blue grama
"POBA",,"Polygala barbeyana Chod.",blue milkwort
"COCO13",,"Conoclinium coelestinum (L.) DC.",blue mistflower
"HELI2",,"Heteranthera limosa (Sw.) Willd.",blue mudplantain
"PAAN4",,"Panicum antidotale Retz.",blue panicum
"CAGL6",,"Carex glaucodea Tuck. ex Olney",blue sedge
"SCLA2",,"Scutellaria lateriflora L.",blue skullcap
"SCLAL2",,"Scutellaria lateriflora L. var. lateriflora ",blue skullcap
"ARPUN",,"Aristida purpurea Nutt. var. nealleyi (Vasey) Allred",blue threeawn
"BACA",,"Bacopa caroliniana (Walter) B.L. Rob.",blue waterhyssop
"BAAU",,"Baptisia australis (L.) R. Br.",blue wild indigo
"BAAUM",,"Baptisia australis (L.) R. Br. var. minor (Lehm.) Fernald",blue wild indigo
"CRBR",,"Crataegus brachyacantha Sarg. & Engelm.",blueberry hawthorn
"CLPI",,"Clematis pitcheri Torr. & A. Gray",bluebill
"CLPIP",,"Clematis pitcheri Torr. & A. Gray var. pitcheri ",bluebill
"GIAC4",,"Giliastrum acerosum (A. Gray) Rydb.",bluebowls
"GIRI3",,"Giliastrum rigidulum (Benth.) Rydb.",bluebowls
"ERIN6",,"Eryngium integrifolium Walter",blueflower eryngo
"QUIN",,"Quercus incana W. Bartram",bluejack oak
"TROH",,"Tradescantia ohiensis Raf.",bluejacket
"PATE3",,"Panicum tenerum Bey. ex Trin.",bluejoint panicgrass
"ARAL3",,"Argemone albiflora Hornem.",bluestem pricklypoppy
"ARALT",,"Argemone albiflora Hornem. ssp. texana G.B. Ownbey",bluestem pricklypoppy
"CATR7",,"Carex tribuloides Wahlenb.",blunt broom sedge
"ELOB2",,"Eleocharis obtusa (Willd.) Schult.",blunt spikerush
"GAOB",,"Galium obtusum Bigelow",bluntleaf bedstraw
"GAOBO",,"Galium obtusum Bigelow ssp. obtusum ",bluntleaf bedstraw
"SEMU",,"Selaginella mutica D.C. Eaton ex Underw.",bluntleaf spikemoss
"ROCU2",,"Rorippa curvipes Greene",bluntleaf yellowcress
"ROCUT",,"Rorippa curvipes Greene var. truncata (Jeps.) Rollins",bluntleaf yellowcress
"WOOB2",,"Woodsia obtusa (Spreng.) Torr.",bluntlobe cliff fern
"WOOBO",,"Woodsia obtusa (Spreng.) Torr. ssp. obtusa ",bluntlobe cliff fern
"DEOB2",,"Desmanthus obtusus S. Watson",bluntpod bundleflower
"BAPE",,"Bahia pedata A. Gray",bluntscale bahia
"POSE6",,"Polygonum setaceum Baldw.",bog smartweed
"VILA4",,"Viola lanceolata L.",bog white violet
"VILAV",,"Viola lanceolata L. ssp. vittata (Greene) N.H. Russell",bog white violet
"ROPA2",,"Rorippa palustris (L.) Besser",bog yellowcress
"XYDI",,"Xyris difformis Chapm.",bog yelloweyed grass
"AMSC",,"Amaranthus scleropoides Uline & Bray",bonebract amaranth
"CHGO3",,"Chamaesyce golondrina (L.C. Wheeler) Shinners",boquillas sandmat
"OLBO",,"Oldenlandia boscii (DC.) Chapm.",Bosc's mille graines
"DIBO2",,"Dichanthelium boscii (Poir.) Gould & C.A. Clark",Bosc's panicgrass
"NEEX",,"Nephrolepis exaltata (L.) Schott",Boston swordfern
"NEEXE",,"Nephrolepis exaltata (L.) Schott ssp. exaltata ",Boston swordfern
"LASI",,"Lagenaria siceraria (Molina) Standl.",bottle gourd
"CAHY4",,"Carex hystericina Muhl. ex Willd.",bottlebrush sedge
"ACNE2",,"Acer negundo L.",boxelder
"ACNEN",,"Acer negundo L. var. negundo ",boxelder
"CIBR3",,"Citharexylum brachyanthum (A. Gray) A. Gray",boxthorn fiddlewood
"DIMU",,"Dioclea multiflora (Torr. & A. Gray) C. Mohr",Boykin's clusterpea
"ASBR",,"Asclepias brachystephana Engelm. ex Torr.",bract milkweed
"GAMI",,"Galium microphyllum A. Gray",bracted bedstraw
"LIBR",,"Liatris bracteata Gaiser",bracted blazing star
"SICI",,"Sida ciliaris L.",bracted fanpetals
"PAAF",,"Passiflora affinis Engelm.",bracted passionflower
"MENU",,"Mentzelia nuda (Pursh) Torr. & A. Gray",bractless blazingstar
"LICY2",,"Liatris cymosa (H. Ness) K. Schum.",branched blazing star
"CEPU3",,"Centaurium pulchellum (Sw.) Druce",branched centaury
"DIBR2",,"Dicliptera brachiata (Pursh) Spreng.",branched foldwing
