Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"POMO5",,"Polypogon monspeliensis (L.) Desf.",annual rabbitsfoot grass
"AMAR2",,"Ambrosia artemisiifolia L.",annual ragweed
"SULI",,"Suaeda linearis (Elliott) Moq.",annual seepweed
"FARE",,"Facelis retusa (Lam.) Sch. Bip.",annual trampweed
"DIMU2",,"Diplotaxis muralis (L.) DC.",annual wallrocket
"MEIN2",,"Melilotus indicus (L.) All.",annual yellow sweetclover
"ASPE",,"Asclepias perennis Walter",aquatic milkweed
"EURE5",,"Eustachys retusa (Lag.) Kunth",Argentine fingergrass
"CECA3",,"Centaurium calycosum (Buckley) Fernald",Arizona centaury
"DICA8",,"Digitaria californica (Benth.) Henr.",Arizona cottontop
"URAR",,"Urochloa arizonica (Scribn. & Merr.) O. Morrone & F. Zuloaga",Arizona signalgrass
"JUMA",,"Juglans major (Torr.) A. Heller",Arizona walnut
"APSK",,"Aphanostephus skirrhobasis (DC.) Trel.",Arkansas dozedaisy
"APSKS",,"Aphanostephus skirrhobasis (DC.) Trel. var. skirrhobasis ",Arkansas dozedaisy
"APSKT",,"Aphanostephus skirrhobasis (DC.) Trel. var. thalassius Shinners",Arkansas dozedaisy
"CHAS",,"Chaetopappa asteroides Nutt. ex DC.",Arkansas leastdaisy
"CAAR5",,"Carex arkansana (L.H. Bailey) L.H. Bailey",Arkansas sedge
"YUAR2",,"Yucca arkansana Trel.",Arkansas yucca
"SYOB",,"Symphyotrichum oblongifolium (Nutt.) G.L. Nesom",aromatic aster
"GOSE",,"Gomphrena serrata L.",arrasa con todo
"ARPU8",,"Aristida purpurascens Poir.",arrowfeather threeawn
"CRSA4",,"Crotalaria sagittalis L.",arrowhead rattlebox
"TRVE",,"Trifolium vesiculosum Savi",arrowleaf clover
"MASA3",,"Malvella sagittifolia (A. Gray) Fryxell",arrowleaf mallow
"POSA5",,"Polygonum sagittatum L.",arrowleaf tearthumb
"VISA2",,"Viola sagittata Aiton",arrowleaf violet
"VISAS5",,"Viola sagittata Aiton var. sagittata ",arrowleaf violet
"JUAS",,"Juniperus ashei J. Buchholz",Ashe's juniper
"CHCI2",,"Chamaesyce cinerascens (Engelm.) Small",ashy sandmat
"ATFIA2",,"Athyrium filix-femina (L.) Roth ssp. asplenioides (Michx.) Hultén",asplenium ladyfern
"CASC5",,"Camassia scilloides (Raf.) Cory",Atlantic camas
"SOAR",,"Solidago arguta Aiton",Atlantic goldenrod
"CLMA4",,"Clitoria mariana L.",Atlantic pigeonwings
"TOPU2",,"Toxicodendron pubescens Mill.",Atlantic poison oak
"ATSE",,"Atriplex semibaccata R. Br.",Australian saltbush
"POAU",,"Poa autumnalis Muhl. ex Elliott",autumn bluegrass
"ZECA",,"Zephyranthes candida (Lindl.) Herb.",autumn zephyrlily
"SICA7",,"Simsia calva (Engelm. & A. Gray) A. Gray",awnless bushsunflower
"CHIM",,"Chaetopappa imberbis (A. Gray) G.L. Nesom",awnless leastdaisy
"MEAC",,"Mecardonia acuminata (Walter) Small",axilflower
"MEACA",,"Mecardonia acuminata (Walter) Small var. acuminata ",axilflower
"SAAZ",,"Salvia azurea Michx. ex Lam.",azure blue sage
"MEPR2",,"Mecardonia procumbens (Mill.) Small",baby jump-up
"HYVE",,"Hybanthus verticillatus (Ortega) Baill.",babyslippers
"PEBA",,"Penstemon baccharifolius Hook.",baccharisleaf beardtongue
"SEVE",,"Sesbania vesicaria (Jacq.) Elliott",bagpod
"PANO2",,"Paspalum notatum Flueggé",bahiagrass
"BRRA2",,"Bromus racemosus L.",bald brome
"TADI2",,"Taxodium distichum (L.) Rich.",bald cypress
"CYCR6",,"Cyperus croceus Vahl",Baldwin's flatsedge
"VEBA",,"Vernonia baldwinii Torr.",Baldwin's ironweed
"SCBA2",,"Scleria baldwinii (Torr.) Steud.",Baldwin's nutrush
"ELBA2",,"Eleocharis baldwinii (Torr.) Chapm.",Baldwin's spikerush
"XYBA",,"Xyris baldwiniana Schult.",Baldwin's yelloweyed grass
"CAHA13",,"Cardiospermum halicacabum L.",balloon vine
"GACO7",,"Gaillardia coahuilensis B.L. Turner",bandanna daisy
"OPFI",,"Opuntia ficus-indica (L.) Mill.",Barbary fig
"PRBA",,"Prenanthes barbata (Torr. & A. Gray) Milstead",barbed rattlesnakeroot
"ECCR",,"Echinochloa crus-galli (L.) P. Beauv.",barnyardgrass
"SYPR7",,"Symphyotrichum pratense (Raf.) G.L. Nesom",barrens silky aster
"MOCL2",,"Monarda clinopodioides A. Gray",basil beebalm
"CARE3",,"Campanula reverchonii A. Gray",basin bellflower
"OPHIS",,"Oplismenus hirtellus (L.) P. Beauv. ssp. setarius (Lam.) Mez ex Ekman",basketgrass
"OPHI",,"Oplismenus hirtellus (L.) P. Beauv.",basketgrass
"QUSI",,"Quercus sinuata Walter",bastard oak
"QUSIB",,"Quercus sinuata Walter var. breviloba (Torr.) C.H. Mull.",bastard oak
"COUM",,"Comandra umbellata (L.) Nutt.",bastard toadflax
"IPPE",,"Ipomoea pes-caprae (L.) R. Br.",bayhops
"OEDR",,"Oenothera drummondii Hook.",beach evening primrose
"AGFA2",,"Agalinis fasciculata (Elliott) Raf.",beach false foxglove
"IPIM",,"Ipomoea imperati (Vahl) Griseb.",beach morning-glory
"VARA",,"Valerianella radiata (L.) Dufr.",beaked cornsalad
"GLQU",,"Glandularia quandrangulata (A. Heller) Umber",beaked mock vervain
"PAAN",,"Panicum anceps Michx.",beaked panicgrass
"ELRO2",,"Eleocharis rostellata (Torr.) Torr.",beaked spikerush
"BIAR",,"Bidens aristosa (Michx.) Britton",bearded beggarticks
"CYSQ",,"Cyperus squarrosus L.",bearded flatsedge
"DAPO",,"Dalea pogonathera A. Gray",bearded prairie clover
"DAPOP",,"Dalea pogonathera A. Gray var. pogonathera ",bearded prairie clover
"BRER2",,"Brachyelytrum erectum (Schreb. ex Spreng.) P. Beauv.",bearded shorthusk
"GYAM",,"Gymnopogon ambiguus (Michx.) Britton, Sterns & Poggenb.",bearded skeletongrass
"LEFUF",,"Leptochloa fusca (L.) Kunth ssp. fascicularis (Lam.) N. Snow",bearded sprangletop
"CYBA",,"Cynanchum barbigerum (Scheele) Shinners",bearded swallow-wort
"POVI9",,"Polypogon viridis (Gouan) Breistr.",beardless rabbitsfoot grass
"HYGA",,"Hypericum galioides Lam.",bedstraw St. Johnswort
"PEFR4",,"Perilla frutescens (L.) Britton",beefsteakplant
"PEFRF2",,"Perilla frutescens (L.) Britton var. frutescens ",beefsteakplant
"TRBE3",,"Trifolium bejariense Moric.",Bejar clover
"CYRE2",,"Cyperus reflexus Vahl",bentawn flatsedge
"PABE4",,"Panicum bergii Arechav.",Berg's panicgrass
"ABBE",,"Abutilon berlandieri A. Gray ex S. Watson",Berlandier's Indian mallow
"LOBE3",,"Lobelia berlandieri A. DC.",Berlandier's lobelia
"LOBEB",,"Lobelia berlandieri A. DC. var. brachypoda (A. Gray) McVaugh",Berlandier's lobelia
"JACA3",,"Jatropha cathartica Terán & Berl.",Berlandier's nettlespurge
"CABE6",,"Calylophus berlandieri Spach",Berlandier's sundrops
"CABEB2",,"Calylophus berlandieri Spach ssp. berlandieri ",Berlandier's sundrops
"CABEP2",,"Calylophus berlandieri Spach ssp. pinifolius (Engelm. ex A. Gray) Towner",Berlandier's sundrops
"ACOB2",,"Acleisanthes obtusa (Choisy) Standl.",Berlandier's trumpets
"LYBE",,"Lycium berlandieri Dunal",Berlandier's wolfberry
"LIBE2",,"Linum berlandieri Hook.",Berlandier's yellow flax
"LIBEB2",,"Linum berlandieri Hook. var. berlandieri ",Berlandier's yellow flax
"LIBEF",,"Linum berlandieri Hook. var. filifolium (Shinners) C.M. Rogers",Berlandier's yellow flax
"CYDA",,"Cynodon dactylon (L.) Pers.",Bermudagrass
"TRBE4",,"Tragia betonicifolia Nutt.",betonyleaf noseburn
"COBE4",,"Conoclinium betonicifolium (Mill.) R.M. King & H. Rob.",betonyleaf thoroughwort
"COBEB",,"Conoclinium betonicifolium (Mill.) R.M. King & H. Rob. var. betonicifolium ",betonyleaf thoroughwort
"COBEI",,"Conoclinium betonicifolium (Mill.) R.M. King & H. Rob. var. integrifolium (A. Gray) T.F. Patt.",betonyleaf thoroughwort
"LALU",,"Lactuca ludoviciana (Nutt.) Riddell",biannual lettuce
"NECA3",,"Nerisyrenia camporum (A. Gray) Greene",bicolor fanmustard
"ANGE",,"Andropogon gerardii Vitman",big bluestem
"AXFU",,"Axonopus furcatus (Flueggé) Hitchc.",big carpetgrass
"CEFOV2",,"Cerastium fontanum Baumg. ssp. vulgare (Hartm.) Greuter & Burdet",big chickweed
"NYAQ",,"Nymphoides aquatica (J.F. Gmel.) Kuntze",big floatingheart
"VEBR",,"Verbena bracteata Cav. ex Lag. & Rodr.",bigbract verbena
"LEGR3",,"Lesquerella grandiflora (Hook.) S. Watson",bigflower bladderpod
"MAMA9",,"Marsilea macropoda Engelm. ex A. Braun",bigfoot waterclover
"OEMA",,"Oenothera macrocarpa Nutt.",bigfruit evening primrose
"OEMAI2",,"Oenothera macrocarpa Nutt. ssp. incana (A. Gray) Wagner",bigfruit evening primrose
"OEMAM",,"Oenothera macrocarpa Nutt. ssp. macrocarpa ",bigfruit evening primrose
"EVPR",,"Evax prolifera Nutt. ex DC.",bighead pygmycudweed
"JUME",,"Juncus megacephalus M.A. Curtis",bighead rush
"VIMA",,"Vinca major L.",bigleaf periwinkle
"STGR4",,"Styrax grandifolius Aiton",bigleaf snowbell
"SEHE8",,"Sesbania herbacea (Mill.) McVaugh",bigpod sesbania
"CYMA",,"Cymopterus macrorhizus Buckley",bigroot springparsley
"CUIN",,"Cuscuta indecora Choisy",bigseed alfalfa dodder
"CUINL",,"Cuscuta indecora Choisy var. longisepala Yunck.",bigseed dodder
"CUINN",,"Cuscuta indecora Choisy var. neuropetala (Engelm.) Hitchc.",bigseed dodder
"ERHI",,"Eragrostis hirsuta (Michx.) Nees",bigtop lovegrass
"VEPE3",,"Veronica persica Poir.",birdeye speedwell
"VIPE",,"Viola pedata L.",birdfoot violet
"CAGI",,"Caesalpinia gilliesii (Wall. ex Hook.) Wall. ex D. Dietr.",bird-of-paradise shrub
"PHPU6",,"Phyllanthus pudens L.C. Wheeler",birdseed leaf-flower
"PATE9",,"Passiflora tenuiloba Engelm.",birdwing passionflower
"PAAM2",,"Panicum amarum Elliott",bitter panicgrass
"HYOD",,"Hymenoxys odorata DC.",bitter rubberweed
"PRSE2",,"Prunus serotina Ehrh.",black cherry
"PRSES",,"Prunus serotina Ehrh. var. serotina ",black cherry
"CANI3",,"Carex nigromarginata Schwein.",black edge sedge
"SANI4",,"Sambucus nigra L.",black elderberry
"CYNI2",,"Cyperus niger Ruiz & Pav.",black flatsedge
"BOER4",,"Bouteloua eriopoda (Torr.) Torr.",black grama
"CATE9",,"Carya texana Buckley",black hickory
"VAFU",,"Vaccinium fuscatum Aiton",black highbush blueberry
"ROPS",,"Robinia pseudoacacia L.",black locust
"AVGE",,"Avicennia germinans (L.) L.",black mangrove
"MELU",,"Medicago lupulina L.",black medick
"BRNI",,"Brassica nigra (L.) W.D.J. Koch",black mustard
"DAFR2",,"Dalea frutescens A. Gray",black prairie clover
"JUNI",,"Juglans nigra L.",black walnut
"SANI",,"Salix nigra Marshall",black willow
"VARI",,"Vachellia rigidula (Benth.) Seigler & Ebinger",blackbrush acacia
"MEOR2",,"Medicago orbicularis (L.) Bartal.",blackdisk medick
"RUHI2",,"Rudbeckia hirta L.",blackeyed Susan
"RUHIP",,"Rudbeckia hirta L. var. pulcherrima Farw.",blackeyed Susan
"ISME",,"Isoetes melanopoda Gay & Durieu ex Durieu",blackfoot quillwort
"CHAN5",,"Chamaesyce angusta (Engelm.) Small",blackfoot sandmat
"NYSY",,"Nyssa sylvatica Marshall",blackgum
"QUMA3",,"Quercus marilandica Münchh.",blackjack oak
"PIAV",,"Piptochaetium avenaceum (L.) Parodi",blackseed speargrass
"ASRE",,"Asplenium resiliens Kunze",blackstem spleenwort
"HECR3",,"Herissantia crispa (L.) Briz.",bladdermallow
"LIAE3",,"Liatris aestivalis G.L. Nesom & R. O'Kennon",blazing star
"SIMA3",,"Silybum marianum (L.) Gaertn.",blessed milkthistle
"RARE2",,"Ranunculus recurvatus Poir.",blisterwort
"RARER2",,"Ranunculus recurvatus Poir. var. recurvatus ",blisterwort
"SACO5",,"Salvia coccinea P.J. Buchoz ex Etlinger",blood sage
"ADAN",,"Adonis annua L.",blooddrops
"SACA13",,"Sanguinaria canadensis L.",bloodroot
"TRRE5",,"Trillium recurvatum Beck",bloody butcher
"SHAR2",,"Sherardia arvensis L.",blue fieldmadder
"ANCO9",,"Androstephium coeruleum (Scheele) Greene",blue funnel lily
"BOGR2",,"Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",blue grama
"COCO13",,"Conoclinium coelestinum (L.) DC.",blue mistflower
"HELI2",,"Heteranthera limosa (Sw.) Willd.",blue mudplantain
"PAAN4",,"Panicum antidotale Retz.",blue panicum
"ARPUN",,"Aristida purpurea Nutt. var. nealleyi (Vasey) Allred",blue threeawn
"BACA",,"Bacopa caroliniana (Walter) B.L. Rob.",blue waterhyssop
"BAAU",,"Baptisia australis (L.) R. Br.",blue wild indigo
"BAAUM",,"Baptisia australis (L.) R. Br. var. minor (Lehm.) Fernald",blue wild indigo
"CRBR",,"Crataegus brachyacantha Sarg. & Engelm.",blueberry hawthorn
"CLPI",,"Clematis pitcheri Torr. & A. Gray",bluebill
"CLPIP",,"Clematis pitcheri Torr. & A. Gray var. pitcheri ",bluebill
"GIAC4",,"Giliastrum acerosum (A. Gray) Rydb.",bluebowls
"GIRI3",,"Giliastrum rigidulum (Benth.) Rydb.",bluebowls
"PACA22",,"Passiflora caerulea L.",bluecrown passionflower
"ERIN6",,"Eryngium integrifolium Walter",blueflower eryngo
"QUIN",,"Quercus incana W. Bartram",bluejack oak
"TROH",,"Tradescantia ohiensis Raf.",bluejacket
"ARAL3",,"Argemone albiflora Hornem.",bluestem pricklypoppy
"ARALT",,"Argemone albiflora Hornem. ssp. texana G.B. Ownbey",bluestem pricklypoppy
"CATR7",,"Carex tribuloides Wahlenb.",blunt broom sedge
"ELOB2",,"Eleocharis obtusa (Willd.) Schult.",blunt spikerush
"WOOB2",,"Woodsia obtusa (Spreng.) Torr.",bluntlobe cliff fern
"WOOBO",,"Woodsia obtusa (Spreng.) Torr. ssp. obtusa ",bluntlobe cliff fern
"DEOB2",,"Desmanthus obtusus S. Watson",bluntpod bundleflower
"VILA4",,"Viola lanceolata L.",bog white violet
"VILAL",,"Viola lanceolata L. ssp. lanceolata ",bog white violet
"VILAV",,"Viola lanceolata L. ssp. vittata (Greene) N.H. Russell",bog white violet
"ROPA2",,"Rorippa palustris (L.) Besser",bog yellowcress
"XYDI",,"Xyris difformis Chapm.",bog yelloweyed grass
"AMSC",,"Amaranthus scleropoides Uline & Bray",bonebract amaranth
"OLBO",,"Oldenlandia boscii (DC.) Chapm.",Bosc's mille graines
"DIBO2",,"Dichanthelium boscii (Poir.) Gould & C.A. Clark",Bosc's panicgrass
"NEEX",,"Nephrolepis exaltata (L.) Schott",Boston swordfern
"NEEXE",,"Nephrolepis exaltata (L.) Schott ssp. exaltata ",Boston swordfern
"POBU2",,"Polygonum buxiforme Small",box knotweed
"ACNE2",,"Acer negundo L.",boxelder
"ACNEN",,"Acer negundo L. var. negundo ",boxelder
"DIMU",,"Dioclea multiflora (Torr. & A. Gray) C. Mohr",Boykin's clusterpea
"ASBR",,"Asclepias brachystephana Engelm. ex Torr.",bract milkweed
"LIBR",,"Liatris bracteata Gaiser",bracted blazing star
"SICI",,"Sida ciliaris L.",bracted fanpetals
"STBR",,"Streptanthus bracteatus A. Gray",bracted jewelflower
"MENU",,"Mentzelia nuda (Pursh) Torr. & A. Gray",bractless blazingstar
"LICY2",,"Liatris cymosa (H. Ness) K. Schum.",branched blazing star
"CEPU3",,"Centaurium pulchellum (Sw.) Druce",branched centaury
"DIBR2",,"Dicliptera brachiata (Pursh) Spreng.",branched foldwing
"TRRA5",,"Tragia ramosa Torr.",branched noseburn
"VABR4",,"Vachellia bravoensis (Isely) Seigler & Ebinger",Bravo acacia
"IPPEB",,"Ipomoea pes-caprae (L.) R. Br. ssp. brasiliensis (L.) van Ooststr.",Brazilian bayhops
"COHO",,"Condalia hookeri M.C. Johnst.",Brazilian bluewood
"HYBR5",,"Hypochaeris brasiliensis (Less.) Benth. & Hook. ex Griseb.",Brazilian cat's ear
"SCTE",,"Schinus terebinthifolius Raddi",Brazilian peppertree
"SCTER2",,"Schinus terebinthifolius Raddi var. raddianus Engl.",Brazilian peppertree
"VEBR2",,"Verbena brasiliensis Vell.",Brazilian vervain
"WOBR",,"Wolffia brasiliensis Weddell",Brazilian watermeal
"EGDE",,"Egeria densa Planch.",Brazilian waterweed
"ASBR7",,"Astragalus brazoensis Buckley",Brazos milkvetch
"ARPE4",,"Arabis petiolaris (A. Gray) A. Gray",Brazos rockcress
"ELOL",,"Eleocharis olivacea Torr.",bright green spikerush
"ELOLO",,"Eleocharis olivacea Torr. var. olivacea ",bright green spikerush
"PASE2",,"Paronychia setacea Torr. & A. Gray",bristle nailwort
"THTE7",,"Thymophylla tenuiloba (DC.) Small",bristleleaf pricklyleaf
"THTET",,"Thymophylla tenuiloba (DC.) Small var. tenuiloba ",bristleleaf pricklyleaf
"SPEC",,"Spergularia echinosperma (Celak.) Asch. & Graebn.",bristleseed sandspurry
"RAHI",,"Ranunculus hispidus Michx.",bristly buttercup
"RAHIN",,"Ranunculus hispidus Michx. var. nitidus (Chapm.) T. Duncan",bristly buttercup
"SMTA2",,"Smilax tamnoides L.",bristly greenbrier
"NAHI",,"Nama hispidum A. Gray",bristly nama
"SPEC2",,"Spermolepis echinata (Nutt. ex DC.) A. Heller",bristly scaleseed
"CALE10",,"Carex leptalea Wahlenb.",bristlystalked sedge
"CATE29",,"Carex tetrastachya Scheele",Britton's sedge
"RUCA19",,"Ruellia caerulea Morong",Britton's wild petunia
"PHHE11",,"Phegopteris hexagonoptera (Michx.) Fée",broad beechfern
"TEHE",,"Tectaria heracleifolia (Willd.) Underw.",broad halberd fern
"AXCO",,"Axonopus compressus (Sw.) P. Beauv.",broadleaf carpetgrass
"TYLA",,"Typha latifolia L.",broadleaf cattail
"ASLA4",,"Asclepias latifolia (Torr.) Raf.",broadleaf milkweed
"URPL2",,"Urochloa platyphylla (Munro ex C. Wright) R.D. Webster",broadleaf signalgrass
"DRPL",,"Draba platycarpa Torr. & A. Gray",broadpod draba
"GUSA2",,"Gutierrezia sarothrae (Pursh) Britton & Rusby",broom snakeweed
"PAMIM",,"Panicum miliaceum L. ssp. miliaceum ",broomcorn millet
"ANVI2",,"Andropogon virginicus L.",broomsedge bluestem
"ANVIV",,"Andropogon virginicus L. var. virginicus ",broomsedge bluestem
"CLBR7",,"Clinopodium brownei (Sw.) Kuntze",Browne's savory
"STPA4",,"Stephanomeria pauciflora (Torr.) A. Nelson",brownplume wirelettuce
"FLBR2",,"Flaveria brownii A. Powell",Brown's yellowtops
"PAPL3",,"Paspalum plicatulum Michx.",brownseed paspalum
"URFU2",,"Urochloa fusca (Sw.) B.F. Hansen & Wunderlin",browntop signalgrass
"LAAC",,"Lantana achyranthifolia Desf.",brushland shrubverbena
"PEBU",,"Penstemon buckleyi Pennell",Buckley's beardtongue
"TRBU",,"Tridens buckleyanus (L.H. Dewey) Nash",Buckley's fluffgrass
"YUCO",,"Yucca constricta Buckley",Buckley's yucca
"SILY",,"Sideroxylon lycioides L.",buckthorn bully
"SORO",,"Solanum rostratum Dunal",buffalobur nightshade
"BODA2",,"Bouteloua dactyloides (Nutt.) J.T. Columbus",buffalograss
"PECI",,"Pennisetum ciliare (L.) Link",buffelgrass
"RHPH2",,"Rhynchosida physocalyx (A. Gray) Fryxell",buffpetal
"OPCR",,"Ophioglossum crotalophoroides Walter",bulbous adderstongue
"OPCRC",,"Ophioglossum crotalophoroides Walter var. crotalophoroides ",bulbous adderstongue
"CABU3",,"Cardamine bulbosa (Schreb. ex Muhl.) Britton, Sterns & Poggenb.",bulbous bittercress
"LUBU",,"Luzula bulbosa (Alph. Wood) Smyth & Smyth",bulbous woodrush
"LEMO",,"Leersia monandra Sw.",bunch cutgrass
"RHCE",,"Rhynchospora cephalantha A. Gray",bunched beaksedge
"SEAD",,"Setaria adhaerens (Forssk.) Chiov.",bur bristlegrass
"QUMA2",,"Quercus macrocarpa Michx.",bur oak
"QUMAM",,"Quercus macrocarpa Michx. var. macrocarpa ",bur oak
"MEPO3",,"Medicago polymorpha L.",burclover
"EUAT5",,"Euonymus atropurpureus Jacq.",burningbush
"BASC5",,"Bassia scoparia (L.) A.J. Scott",burningbush
"THBU",,"Thelesperma burridgeanum (Regel, Korn. & Rach.) S.F. Blake",Burridge's greenthread
"EUAM9",,"Euonymus americanus L.",bursting-heart
"ENCH",,"Enteropogon chlorideus (J. Presl) W.D. Clayton",buryseed umbrellagrass
"CRFR",,"Croton fruticulosus Engelm. ex Torr.",bush croton
"IPLE",,"Ipomoea leptophylla Torr.",bush morning-glory
"CUPEP3",,"Cuscuta pentagona Engelm. var. pubescens (Engelm.) Yunck.",bushclover dodder
"CABU5",,"Carex bushii Mack.",Bush's sedge
"FUBU",,"Fuirena bushii Kral",Bush's umbrella-sedge
"ANGL2",,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.",bushy bluestem
"EULE4",,"Euthamia leptocephala (Torr. & A. Gray) Greene ex Porter & Britton",bushy goldentop
"PORA3",,"Polygonum ramosissimum Michx.",bushy knotweed
"BOFR",,"Borrichia frutescens (L.) DC.",bushy seaside tansy
"AMBU",,"Ammoselinum butleri (Engelm. ex S. Watson) J.M. Coult. & Rose",Butler's sandparsley
"LIVU2",,"Linaria vulgaris Mill.",butter and eggs
"ASTU",,"Asclepias tuberosa L.",butterfly milkweed
"ASTUI",,"Asclepias tuberosa L. ssp. interior Woodson",butterfly milkweed
"PAGL17",,"Packera glabella (Poir.) C. Jeffrey",butterweed
"ERYUY",,"Eryngium yuccifolium Michx. var. yuccifolium ",button eryngo
"ERYU",,"Eryngium yuccifolium Michx.",button eryngo
"OPEN3",,"Opuntia engelmannii Salm-Dyck ex Engelm.",cactus apple
"ACCA4",,"Acorus calamus L.",calamus
"LAHI2",,"Lathyrus hirsutus L.",Caley pea
"SYLA4",,"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve",calico aster
"SCCA11",,"Schoenoplectus californicus (C.A. Mey.) Palla",California bulrush
