Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"ASPL8",,"Astragalus pleianthus (Shinners) Isely",Edwards Plateau milkvetch
"CAED5",,"Carex edwardsiana Bridges & Orzell",Edwards Plateau sedge
"TRPE9",,"Tradescantia pedicellata Celarier",Edwards Plateau spiderwort
"ANED2",,"Anemone edwardsiana Tharp",Edwards Plateau thimbleweed
"ANEDP",,"Anemone edwardsiana Tharp var. petraea Correll",Edwards Plateau thimbleweed
"EUBAE",,"Eucnide bartonioides Zucc. var. edwardsiana B.L. Turner",Edwards Plateau yellow stingbush
"POOV",,"Polygala ovatifolia A. Gray",eggleaf milkwort
"GAOV",,"Garrya ovata Benth.",eggleaf silktassel
"DAAE",,"Dactyloctenium aegyptium (L.) Willd.",Egyptian grass
"PAGE2",,"Paspalidium geminatum (Forssk.) Stapf",Egyptian panicgrass
"PEPU2",,"Pennisetum purpureum Schumach.",elephant grass
"AGEL4",,"Agrostis elliottiana Schult.",Elliott's bentgrass
"ALEL",,"Allium elmendorfii M.E. Jones ex Ownbey",Elmendorf's onion
"SOUL2",,"Solidago ulmifolia Muhl. ex Willd.",elmleaf goldenrod
"ASEM",,"Asclepias emoryi (Greene) Vail",Emory's milkweed
"CAEM2",,"Carex emoryi Dewey",Emory's sedge
"LEEN",,"Lesquerella engelmannii (A. Gray) S. Watson",Engelmann's bladderpod
"ENPE4",,"Engelmannia peristenia (Raf.) Goodman & C.A. Lawson",Engelmann's daisy
"OEEN",,"Oenothera engelmannii (Small) Munz",Engelmann's evening primrose
"ASEN",,"Asclepias engelmanniana Woodson",Engelmann's milkweed
"SAEN2",,"Salvia engelmannii A. Gray",Engelmann's sage
"ELEN",,"Eleocharis engelmannii Steud.",Engelmann's spikerush
"ASDIE",,"Astragalus distortus Torr. & A. Gray var. engelmannii (Sheldon) M.E. Jones",Englemann's milkvetch
"BREN",,"Brazoria enquistii M.W. Turner",Enquist's Brazos-mint
"CAIN13",,"Castilleja indivisa Engelm.",entireleaf Indian paintbrush
"ASIN9",,"Astranthium integrifolium (Michx.) Nutt.",entireleaf western daisy
"ASINC",,"Astranthium integrifolium (Michx.) Nutt. ssp. ciliatum (Raf.) DeJong",entireleaf western daisy
"CYLA5",,"Cyperus lanceolatus Poir.",epiphytic flatsedge
"CEER2",,"Centella erecta (L. f.) Fernald",erect centella
"OPST2",,"Opuntia stricta (Haw.) Haw.",erect pricklypear
"BOER",,"Boerhavia erecta L.",erect spiderling
"ERAC8",,"Erpodium acrifolium Purs.",erpodium moss
"BUSC",,"Buddleja scordioides Kunth",escobilla butterflybush
"CEPU4",,"Cerastium pumilum W. Curtis",European chickweed
"CODR2",,"Cooperia drummondii Herb.",evening rainlily
"GESE",,"Gelsemium sempervirens (L.) W.T. Aiton",evening trumpetflower
"RHVI3",,"Rhus virens Lindh. ex A. Gray",evergreen sumac
"RHVIV",,"Rhus virens Lindh. ex A. Gray var. virens ",evergreen sumac
"STAF4",,"Styphnolobium affine (Torr. & A. Gray) Walp.",Eve's necklacepod
"CHNU9",,"Chamaesyce nutans (Lag.) Small",eyebane
"RHPU3",,"Rhynchospora pusilla Chapm. ex M.A. Curtis",fairy beaksedge
"CHLI",,"Cheilanthes lindheimeri Hook.",fairyswords
"PADI",,"Panicum dichotomiflorum Michx.",fall panicgrass
"PADID",,"Panicum dichotomiflorum Michx. var. dichotomiflorum ",fall panicgrass
"DICO6",,"Digitaria cognata (Schult.) Pilg.",fall witchgrass
"MAVI5",,"Manfreda virginica (L.) Salisb. ex Rose",false aloe
"BREU",,"Brickellia eupatorioides (L.) Shinners",false boneset
"BREUC",,"Brickellia eupatorioides (L.) Shinners var. corymbulosa (Torr. & A. Gray) Shinners",false boneset
"BREUC2",,"Brickellia eupatorioides (L.) Shinners var. chlorolepis (Wooton & Standl.) B.L. Turner",false boneset
"BREUG",,"Brickellia eupatorioides (L.) Shinners var. gracillima (A. Gray) B.L. Turner",false boneset
"BREUT",,"Brickellia eupatorioides (L.) Shinners var. texana (Shinners) Shinners",false boneset
"BREUE",,"Brickellia eupatorioides (L.) Shinners var. eupatorioides ",false boneset
"HAGR4",,"Haploesthes greggii A. Gray",false broomweed
"MUSQ3",,"Munroa squarrosa (Nutt.) Torr.",false buffalograss
"ECPR",,"Eclipta prostrata (L.) L.",false daisy
"DYTA2",,"Dysodiopsis tagetoides (Torr. & A. Gray) Rydb.",false dogfennel
"STLI2",,"Stenosiphon linifolius (Nutt. ex James) Heynh.",false gaura
"CABU4",,"Carex bulbostylis Mack.",false hair sedge
"AMFR",,"Amorpha fruticosa L.",false indigo bush
"TRCR9",,"Trichloris crinita (Lag.) Parodi",false Rhodes grass
"HYPS",,"Hypericum pseudomaculatum Bush",false spotted St. Johnswort
"VEPL",,"Verbena plicata Greene",fanleaf vervain
"VAAR",,"Vaccinium arboreum Marshall",farkleberry
"CHVI4",,"Chloris virgata Sw.",feather fingergrass
"RHOL",,"Rhynchospora oligantha A. Gray",featherbristle beaksedge
"ACRU3",,"Acourtia runcinata (Lag. ex D. Don) B.L. Turner",featherleaf desertpeony
"DAFO",,"Dalea formosa Torr.",featherplume
"PEVI2",,"Pennisetum villosum R. Br. ex Fresen.",feathertop
"ARPUL",,"Aristida purpurea Nutt. var. longiseta (Steud.) Vasey",Fendler threeawn
"SYFE",,"Symphyotrichum fendleri (A. Gray) G.L. Nesom",Fendler's aster
"LEFE",,"Lesquerella fendleri (A. Gray) S. Watson",Fendler's bladderpod
"SPFE",,"Sphaeralcea fendleri A. Gray",Fendler's globemallow
"SPFEF",,"Sphaeralcea fendleri A. Gray ssp. fendleri ",Fendler's globemallow
"PEFE",,"Penstemon fendleri Torr. & A. Gray",Fendler's penstemon
"CHFE3",,"Chamaesyce fendleri (Torr. & A. Gray) Small",Fendler's sandmat
"CAFE3",,"Carex festucacea Schkuhr ex Willd.",fescue sedge
"DYPA",,"Dyssodia papposa (Vent.) Hitchc.",fetid marigold
"PAFO2",,"Passiflora foetida L.",fetid passionflower
"RHRA2",,"Rhynchospora rariflora (Michx.) Elliott",fewflower beaksedge
"SCPA5",,"Scleria pauciflora Muhl. ex Willd.",fewflower nutrush
"HYPA2",,"Hypericum pauciflorum Kunth",fewflower St. Johnswort
"DEPA7",,"Desmodium pauciflorum (Nutt.) DC.",fewflower ticktrefoil
"HEOC2",,"Helianthus occidentalis Riddell",fewleaf sunflower
"HEOCP",,"Helianthus occidentalis Riddell ssp. plantagineus (Torr. & A. Gray) Shinners",fewleaf sunflower
"RUPU3",,"Rumex pulcher L.",fiddle dock
"NIRE",,"Nicotiana repanda Willd. ex Lehm.",fiddleleaf tobacco
"COAR4",,"Convolvulus arvensis L.",field bindweed
"BRAR5",,"Bromus arvensis L.",field brome
"TRCA5",,"Trifolium campestre Schreb.",field clover
"PHMO9",,"Physalis mollis Nutt.",field groundcherry
"PHMOM2",,"Physalis mollis Nutt. var. mollis ",field groundcherry
"PHMOV",,"Physalis mollis Nutt. var. variovestita (Waterf.) J.R. Sullivan",field groundcherry
"EQAR",,"Equisetum arvense L.",field horsetail
"EREL",,"Eragrostis elliottii S. Watson",field lovegrass
"BRRA",,"Brassica rapa L.",field mustard
"BRRAR",,"Brassica rapa L. var. rapa ",field mustard
"VIBI",,"Viola bicolor Pursh",field pansy
"PALA10",,"Paspalum laeve Michx.",field paspalum
"CUPE",,"Cucurbita pepo L.",field pumpkin
"ARCAC",,"Artemisia campestris L. ssp. caudata (Michx.) H.M. Hall & Clem.",field sagewort
"ARCA12",,"Artemisia campestris L.",field sagewort
"FILI3",,"Fimbristylis littoralis Gaudich.",fimbry
"TELI3",,"Tetraneuris linearifolia (Hook.) Greene",fineleaf fournerved daisy
"TRLE9",,"Tragia leptophylla (Torr.) I.M. Johnst.",fineleaf noseburn
"CYDI2",,"Cynosciadium digitatum DC.",finger dogshade
"CYDI5",,"Cyperus digitatus Roxb.",finger flatsedge
"EUCY",,"Euphorbia cyathophora Murray",fire on the mountain
"ECREF2",,"Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage ssp. fitchii (Britton & Rose) N.P. Taylor",Fitch's hedgehog cactus
"CUPE3",,"Cuscuta pentagona Engelm.",fiveangled dodder
"HYLO2",,"Hypericum lobocarpum Gattinger ex J.M. Coult.",fivelobe St. Johnswort
"THPE4",,"Thymophylla pentachaeta (DC.) Small",fiveneedle pricklyleaf
"THPEP",,"Thymophylla pentachaeta (DC.) Small var. pentachaeta ",fiveneedle pricklyleaf
"TACH2",,"Tamarix chinensis Lour.",five-stamen tamarisk
"CUUM",,"Cuscuta umbellata Kunth",flatglobe dodder
"CYPS3",,"Cyperus pseudothyrsiflorus (Kük.) R. Carter & S.D. Jones",flatsedge
"LAOC3",,"Lappula occidentalis (S. Watson) Greene",flatspine stickseed
"LAOCC",,"Lappula occidentalis (S. Watson) Greene var. cupulata (A. Gray) Higgins",flatspine stickseed
"ELCO2",,"Eleocharis compressa Sull.",flatstem spikerush
"EUGR5",,"Euthamia graminifolia (L.) Nutt.",flat-top goldentop
"EUGRG",,"Euthamia graminifolia (L.) Nutt. var. graminifolia ",flat-top goldentop
"LUPE5",,"Ludwigia peploides (Kunth) P.H. Raven",floating primrose-willow
"MAPH",,"Maytenus phyllanthoides Benth.",Florida mayten
"WOGL2",,"Wolffiella gladiata (Hegelm.) Hegelm.",Florida mudmidget
"PAFL4",,"Paspalum floridanum Michx.",Florida paspalum
"COFL2",,"Cornus florida L.",flowering dogwood
"EUCO10",,"Euphorbia corollata L.",flowering spurge
"TRBR5",,"Trichostema brachiatum L.",fluxweed
"LOFL2",,"Lobelia flaccidifolia Small",foldear lobelia
"TRDI2",,"Trichostema dichotomum L.",forked bluecurls
"FIDI",,"Fimbristylis dichotoma (L.) Vahl",forked fimbry
"PALI5",,"Paronychia lindheimeri Engelm. ex A. Gray",forked nailwort
"JUDI",,"Juncus dichotomus Elliott",forked rush
"POTE",,"Polycarpon tetraphyllum (L.) L.",fourleaf manyseed
"POTET2",,"Polycarpon tetraphyllum (L.) L. ssp. tetraphyllum ",fourleaf manyseed
"OERH",,"Oenothera rhombipetala Nutt. ex Torr. & A. Gray",fourpoint evening primrose
"HEPR3",,"Heliotropium procumbens Mill.",fourspike heliotrope
"HEPRP2",,"Heliotropium procumbens Mill. var. procumbens ",fourspike heliotrope
"OETE2",,"Oenothera tetraptera Cav.",fourwing evening primrose
"ATCA2",,"Atriplex canescens (Pursh) Nutt.",fourwing saltbush
"ATCAC",,"Atriplex canescens (Pursh) Nutt. var. canescens ",fourwing saltbush
"GLST",,"Glyceria striata (Lam.) Hitchc.",fowl mannagrass
"CAVU2",,"Carex vulpinoidea Michx.",fox sedge
"CAVUV",,"Carex vulpinoidea Michx. var. vulpinoidea ",fox sedge
"PEDI",,"Penstemon digitalis Nutt. ex Sims",foxglove beardtongue
"HOJUJ",,"Hordeum jubatum L. ssp. jubatum ",foxtail barley
"HOJU",,"Hordeum jubatum L.",foxtail barley
"LYAL5",,"Lycopodiella alopecuroides (L.) Cranfill",foxtail clubmoss
"SEIT",,"Setaria italica (L.) P. Beauv.",foxtail millet
"CYOD",,"Cyperus odoratus L.",fragrant flatsedge
"HEGR6",,"Heliotropium greggii Torr.",fragrant heliotrope
"MIBO2",,"Mimosa borealis A. Gray",fragrant mimosa
"KYOD",,"Kyllinga odorata Vahl",fragrant spikesedge
"RHAR4",,"Rhus aromatica Aiton",fragrant sumac
"RHARA2",,"Rhus aromatica Aiton var. aromatica ",fragrant sumac
"RHARS",,"Rhus aromatica Aiton var. serotina (Greene) Rehder",fragrant sumac
"CAFR3",,"Carex frankii Kunth",Frank's sedge
"ALCAF",,"Allium canadense L. var. fraseri Ownbey",Fraser meadow garlic
"CHFR3",,"Chenopodium fremontii S. Watson",Fremont's goosefoot
"AMCI",,"Amsonia ciliata Walter",fringed bluestar
"SCCI",,"Scleria ciliata Michx.",fringed nutrush
"RUCH4",,"Ruta chalepensis L.",fringed rue
"URCI",,"Urochloa ciliatissima (Buckley) R. Webster",fringed signalgrass
"HEDR2",,"Helenium drummondii H. Rock",fringed sneezeweed
"FUCY",,"Funastrum cynanchoides (Decne.) Schltr.",fringed twinevine
"FUCYC",,"Funastrum cynanchoides (Decne.) Schltr. ssp. cynanchoides ",fringed twinevine
"CHCI",,"Chloris ciliata Sw.",fringed windmill grass
"RUHU",,"Ruellia humilis Nutt.",fringeleaf wild petunia
"PHHI",,"Phacelia hirsuta Nutt.",fuzzy phacelia
"PHNI2",,"Phyllanthus niruri L.",gale of the wind
"PHNIL",,"Phyllanthus niruri L. ssp. lathyroides (Kunth) G.L. Webster",gale of the wind
"STHI3",,"Steinchisma hians (Elliott) Nash",gaping grass
"CECY2",,"Centaurea cyanus L.",garden cornflower
"RUAB",,"Rubus aboriginum Rydb.",garden dewberry
"VISA",,"Vicia sativa L.",garden vetch
"LERE4",,"Lesquerella recurvata (Engelm. ex A. Gray) S. Watson",gaslight bladderpod
"ERGE",,"Erigeron geiseri Shinners",Geiser's fleabane
"SCGE2",,"Scirpus georgianus Harper",Georgia bulrush
"HEGE",,"Helianthemum georgianum Chapm.",Georgia frostweed
"CHGE2",,"Chamaesyce geyeri (Engelm. & A. Gray) Small",Geyer's sandmat
"CHGEG",,"Chamaesyce geyeri (Engelm. & A. Gray) Small var. geyeri ",Geyer's sandmat
"SAMO",,"Sagittaria montevidensis Cham. & Schltdl.",giant arrowhead
"ARGI",,"Arundinaria gigantea (Walter) Muhl.",giant cane
"ZIMI",,"Zizaniopsis miliacea (Michx.) Döll & Asch.",giant cutgrass
"SPGI",,"Sporobolus giganteus Nash",giant dropseed
"SOGI",,"Solidago gigantea Aiton",giant goldenrod
"ARDO4",,"Arundo donax L.",giant reed
"CAGI3",,"Calamovilfa gigantea (Nutt.) Scribn. & Merr.",giant sandreed
"TRGI",,"Tradescantia gigantea Rose",giant spiderwort
"PEAM",,"Penstemon ambiguus Torr.",gilia beardtongue
"POMA7",,"Polygala macradenia A. Gray",glandleaf milkwort
"HENI2",,"Hexalectris nitida L.O. Williams",Glass Mountain crested coralroot
"RHGL2",,"Rhynchospora globularis (Chapm.) Small",globe beaksedge
"CYEC2",,"Cyperus echinatus (L.) Alph. Wood",globe flatsedge
"CAER3",,"Castela erecta Turp.",goatbush
"PHAU8",,"Phyllostachys aurea Carrière ex A. Rivière & C. Rivière",golden bamboo
"VEEN",,"Verbesina encelioides (Cav.) Benth. & Hook. f. ex A. Gray",golden crownbeard
"RIAU",,"Ribes aureum Pursh",golden currant
"RIAUV",,"Ribes aureum Pursh var. villosum DC.",golden currant
"DUER",,"Duranta erecta L.",golden dewdrops
"DAAU",,"Dalea aurea Nutt. ex Pursh",golden prairie clover
"COTI3",,"Coreopsis tinctoria Nutt.",golden tickseed
"COTIT",,"Coreopsis tinctoria Nutt. var. tinctoria ",golden tickseed
"ZIAU",,"Zizia aurea (L.) W.D.J. Koch",golden zizia
"PHRO3",,"Phlox roemeriana Scheele",goldeneye phlox
"COBA2",,"Coreopsis basalis (A. Dietr.) S.F. Blake",goldenmane tickseed
"COIN2",,"Coreopsis intermedia Sherff",goldenwave tickseed
"LEGO",,"Lesquerella gordonii (A. Gray) S. Watson",Gordon's bladderpod
"LEGOG",,"Lesquerella gordonii (A. Gray) S. Watson var. gordonii ",Gordon's bladderpod
"CHHY2",,"Chamaesyce hypericifolia (L.) Millsp.",graceful sandmat
"SOBIB",,"Sorghum bicolor (L.) Moench ssp. bicolor ",grain sorghum
"AMRO3",,"Ammannia robusta Heer & Regel",grand redstem
"MEST3",,"Mentzelia strictissima (Wooton & Standl.) J. Darl.",grassland blazingstar
"CRDI6",,"Croton dioicus Cav.",grassland croton
"HEDU2",,"Heteranthera dubia (Jacq.) MacMill.",grassleaf mudplantain
"JUMA4",,"Juncus marginatus Rostk.",grassleaf rush
"SAGR",,"Sagittaria graminea Michx.",grassy arrowhead
"SAGRG",,"Sagittaria graminea Michx. var. graminea ",grassy arrowhead
"BRCY",,"Brickellia cylindracea A. Gray & Engelm.",gravelbar brickellbush
"VEHE",,"Verbesina helianthoides Michx.",gravelweed
"GACO11",,"Gamochaeta coarctata (Willd.) Kerguélen",gray everlasting
"CHCO",,"Chamaesaracha coniodes (Moric. ex Dunal) Britton",gray five eyes
"SONE",,"Solidago nemoralis Aiton",gray goldenrod
"VECA5",,"Verbena canescens Kunth",gray vervain
"VICI2",,"Vitis cinerea (Engelm.) Engelm. ex Millard",graybark grape
"VICIC2",,"Vitis cinerea (Engelm.) Engelm. ex Millard var. cinerea ",graybark grape
"PACO11",,"Parthenium confertum A. Gray",Gray's feverfew
"GAHE",,"Galactia heterophylla A. Gray",Gray's milkpea
"STLA17",,"Stemodia lanata Sessé & Moc. ex Benth.",gray-woolly twintip
"RUMA3",,"Rudbeckia maxima Nutt.",great coneflower
"LEPU3",,"Leucaena pulverulenta (Schltdl.) Benth.",great leadtree
"CYLU2",,"Cyperus lupulinus (Spreng.) Marcks",Great Plains flatsedge
"CYLUL",,"Cyperus lupulinus (Spreng.) Marcks ssp. lupulinus ",Great Plains flatsedge
"SPMA5",,"Spiranthes magnicamporum Sheviak",Great Plains lady's tresses
"PATA5",,"Packera tampicana (DC.) C. Jeffrey",Great Plains ragwort
"AMTR",,"Ambrosia trifida L.",great ragweed
"TRWA",,"Triadenum walteri (J.G. Gmel.) Gleason",greater marsh St. Johnswort
"ASVI2",,"Asclepias viridis Walter",green antelopehorn
"PEVI",,"Peltandra virginica (L.) Schott",green arrow arum
"FRPE",,"Fraxinus pennsylvanica Marshall",green ash
"MOVI5",,"Monarda viridissima Correll",green beebalm
"SEVI4",,"Setaria viridis (L.) P. Beauv.",green bristlegrass
"SCAT2",,"Scirpus atrovirens Willd.",green bulrush
"MOVE",,"Mollugo verticillata L.",green carpetweed
"ASVI",,"Asclepias viridiflora Raf.",green comet milkweed
"ARDR3",,"Arisaema dracontium (L.) Schott",green dragon
"SCDR",,"Schoenocaulon drummondii A. Gray",green feathershank
"CYVI2",,"Cyperus virens Michx.",green flatsedge
"CRVI2",,"Crataegus viridis L.",green hawthorn
"CRVIV2",,"Crataegus viridis L. var. viridis ",green hawthorn
"RATA",,"Ratibida tagetes (James) Barnhart",green prairie coneflower
"COVI8",,"Condalia viridis I.M. Johnst.",green snakewood
"LEDU",,"Leptochloa dubia (Kunth) Nees",green sprangletop
"CHCO2",,"Chamaesaracha coronopus (Dunal) A. Gray",greenleaf five eyes
"SODO",,"Solanum douglasii Dunal",greenspot nightshade
"SPPR2",,"Spiranthes praecox (Walter) S. Watson",greenvein lady's tresses
"CAAL5",,"Carex albolutescens Schwein.",greenwhite sedge
"AMGR2",,"Amaranthus greggii S. Watson",Gregg's amaranth
"CRGR2",,"Crataegus greggiana Eggl.",Gregg's hawthorn
"CHGR18",,"Chamaecrista greggii (A. Gray) Pollard ex A. Heller",Gregg's sensitive pea
"JUPI5",,"Justicia pilosella (Nees) Hilsenb.",Gregg's tube tongue
"LISU4",,"Linum sulcatum Riddell",grooved flax
"LISUS",,"Linum sulcatum Riddell var. sulcatum ",grooved flax
"ARPL4",,"Arnoglossum plantagineum Raf.",groovestem Indian plantain
"APAM",,"Apios americana Medik.",groundnut
"ASCR2",,"Astragalus crassicarpus Nutt.",groundplum milkvetch
"ASCRB",,"Astragalus crassicarpus Nutt. var. berlandieri Barneby",groundplum milkvetch
"ASCRC3",,"Astragalus crassicarpus Nutt. var. crassicarpus ",groundplum milkvetch
"PEGU",,"Penstemon guadalupensis A. Heller",Guadalupe beardtongue
"MEPE3",,"Melothria pendula L.",Guadeloupe cucumber
"MEPEP",,"Melothria pendula L. var. pendula ",Guadeloupe cucumber
"SEBE2",,"Senegalia berlandieri Britton & Rose",guajillo
"URMA3",,"Urochloa maxima (Jacq.) R. Webster",guineagrass
"ELCE",,"Eleocharis cellulosa Torr.",Gulf Coast spikerush
"CYAN5",,"Cynanchum angustifolium Pers.",gulf coast swallow-wort
"YULO",,"Yucca louisianensis Trel.",Gulf Coast yucca
"ECCR2",,"Echinochloa crus-pavonis (Kunth) Schult.",gulf cockspur grass
"ECCRM",,"Echinochloa crus-pavonis (Kunth) Schult. var. macera (Wiegand) Gould",gulf cockspur grass
"SPSP",,"Spartina spartinae (Trin.) Merr. ex Hitchc.",gulf cordgrass
"CRPU6",,"Croton punctatus Jacq.",gulf croton
"PERH2",,"Pediomelum rhombifolium (Torr. & A. Gray) Rydb.",Gulf Indian breadroot
"ERKO",,"Eriocaulon koernickianum van Heurck & Müll. Arg.",gulf pipewort
"DIFR6",,"Ditrysinia fruticosa (W. Bartram) Govaerts & Frodin",Gulf Sebastian-bush
"SCCA4",,"Scutellaria cardiophylla Engelm. & A. Gray",gulf skullcap
"VEXU",,"Verbena xutha Lehm.",Gulf vervain
"PAMO4",,"Paspalum monostachyum Vasey",gulfdune paspalum
"SILA20",,"Sideroxylon lanuginosum Michx.",gum bully
"SILAA4",,"Sideroxylon lanuginosum Michx. ssp. albicans (Sarg.) Kartesz & Gandhi",gum bully
"SILAR2",,"Sideroxylon lanuginosum Michx. ssp. rigidum (A. Gray) T.D. Penn.",gum bully
"GYGL",,"Gymnosperma glutinosum (Spreng.) Less.",gumhead
"ERCU",,"Eragrostis curtipedicellata Buckley",gummy lovegrass
"SPNE",,"Sporobolus nealleyi Vasey",gyp dropseed
"MEHU",,"Mentzelia humilis (A. Gray) J. Darl.",gypsum blazingstar
"MEHUH",,"Mentzelia humilis (A. Gray) J. Darl. var. humilis ",gypsum blazingstar
"PHIN",,"Phacelia integrifolia Torr.",gypsum phacelia
"ANLEG",,"Anulocaulis leiosolenus (Torr.) Standl. var. gypsogenus (Waterf.) Spellenb. & Wootten",gypsum ringstem
"MUCA2",,"Muhlenbergia capillaris (Lam.) Trin.",hairawn muhly
"AYPI",,"Ayenia pilosa Cristobal",hairy ayenia
"GAPI2",,"Galium pilosum Aiton",hairy bedstraw
"CAHI3",,"Cardamine hirsuta L.",hairy bittercress
"KAHI",,"Kallstroemia hirsutissima Vail ex Small",hairy caltrop
"JATA",,"Jacquemontia tamnifolia (L.) Griseb.",hairy clustervine
"VAAM2",,"Valerianella amarella (Lindh. ex Engelm.) Krok",hairy cornsalad
"DISA",,"Digitaria sanguinalis (L.) Scop.",hairy crabgrass
"TIHI",,"Tiquilia hispidissima (Torr. & A. Gray) A.T. Richardson",hairy crinklemat
"OEVIV",,"Oenothera villosa Thunb. ssp. villosa ",hairy evening primrose
"OEVI",,"Oenothera villosa Thunb.",hairy evening primrose
"HEVI4",,"Heterotheca villosa (Pursh) Shinners",hairy false goldenaster
"FIPU",,"Fimbristylis puberula (Michx.) Vahl",hairy fimbry
"FIPUP",,"Fimbristylis puberula (Michx.) Vahl var. puberula ",hairy fimbry
"CHSO",,"Chamaesaracha sordida (Dunal) A. Gray",hairy five eyes
"BOHI2",,"Bouteloua hirsuta Lag.",hairy grama
"BOHIH",,"Bouteloua hirsuta Lag. var. hirsuta ",hairy grama
"LEHI2",,"Lespedeza hirta (L.) Hornem.",hairy lespedeza
"LEHIH2",,"Lespedeza hirta (L.) Hornem. ssp. hirta ",hairy lespedeza
"LEMU3",,"Lechea mucronata Raf.",hairy pinweed
"VEPEX2",,"Veronica peregrina L. ssp. xalapensis (Kunth) Pennell",hairy purslane speedwell
"CHVI17",,"Chamaesyce villifera (Scheele) Small",hairy sandmat
"PORA4",,"Ponthieva racemosa (Walter) C. Mohr",hairy shadow witch
"DECI",,"Desmodium ciliare (Muhl. ex Willd.) DC.",hairy small-leaf ticktrefoil
"DECIC",,"Desmodium ciliare (Muhl. ex Willd.) DC. var. ciliare ",hairy small-leaf ticktrefoil
"HEHI2",,"Helianthus hirsutus Raf.",hairy sunflower
"FUSQ",,"Fuirena squarrosa Michx.",hairy umbrella-sedge
"MAVE2",,"Marsilea vestita Hook. & Grev.",hairy waterclover
"WEACH",,"Wedelia acapulcensis Kunth var. hispida (Kunth) Strother",hairy wedelia
"BRPU6",,"Bromus pubescens Muhl. ex Willd.",hairy woodland brome
"ERPI5",,"Erioneuron pilosum (Buckley) Nash",hairy woollygrass
"TRHI",,"Tradescantia hirsutiflora Bush",hairyflower spiderwort
"CHTA",,"Chaerophyllum tainturieri Hook.",hairyfruit chervil
"SEVI3",,"Setaria villosissima (Scribn. & Merr.) K. Schum.",hairyleaf bristlegrass
"PEDU2",,"Petrorhagia dubia (Raf.) G. López & Romo",hairypink
"PAPU5",,"Paspalum pubiflorum Rupr. ex Fourn.",hairyseed paspalum
"HILA2",,"Hibiscus laevis All.",halberdleaf rosemallow
"PAHA",,"Panicum hallii Vasey",Hall's panicgrass
"PAHAH",,"Panicum hallii Vasey var. hallii ",Hall's panicgrass
"DAHA",,"Dalea hallii A. Gray",Hall's prairie clover
"BLOC",,"Blechnum occidentale L.",hammock fern
"CAFI5",,"Carex fissa Mack.",hammock sedge
"CAFIF",,"Carex fissa Mack. var. fissa ",hammock sedge
"SCAC3",,"Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve",hardstem bulrush
"SCACA",,"Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve var. acutus ",hardstem bulrush
"POTR4",,"Poncirus trifoliata (L.) Raf.",hardy orange
"HOMUL",,"Hordeum murinum L. ssp. leporinum (Link) Arcang.",hare barley
"PEHA",,"Peganum harmala L.",harmal peganum
"PAHA3",,"Paspalum hartwegianum Fourn.",Hartweg's paspalum
"CAHA14",,"Calylophus hartwegii (Benth.) P.H. Raven",Hartweg's sundrops
"CAHAF",,"Calylophus hartwegii (Benth.) P.H. Raven ssp. fendleri (A. Gray) Towner & P.H. Raven",Hartweg's sundrops
"CAHAF2",,"Calylophus hartwegii (Benth.) P.H. Raven ssp. filifolius (Eastw.) Towner & P.H. Raven",Hartweg's sundrops
"CAHAP",,"Calylophus hartwegii (Benth.) P.H. Raven ssp. pubescens (A. Gray) Towner & P.H. Raven",Hartweg's sundrops
"RHHA",,"Rhynchospora harveyi W. Boott",Harvey's beaksedge
"RHHAH",,"Rhynchospora harveyi W. Boott var. harveyi ",Harvey's beaksedge
"CYHA",,"Cyperus haspan L.",haspan flatsedge
"HAPA10",,"Havardia pallens (Benth.) Britton & Rose",haujillo
"AGHA4",,"Ageratina havanensis (Kunth) R.M. King & H. Rob.",Havana snakeroot
"QUHA3",,"Quercus havardii Rydb.",Havard oak
"QUHAH",,"Quercus havardii Rydb. var. havardii ",Havard oak
"ALSE2",,"Alnus serrulata (Aiton) Willd.",hazel alder
"CRAR2",,"Croton argyranthemus Michx.",healing croton
"MINY",,"Mirabilis nyctaginea (Michx.) MacMill.",heartleaf four o'clock
"PHCO22",,"Physalis cordata Mill.",heartleaf groundcherry
"URCH3",,"Urtica chamaedryoides Pursh",heartleaf nettle
"AMCO2",,"Ampelopsis cordata Michx.",heartleaf peppervine
"HIMA6",,"Hibiscus martianus Zucc.",heartleaf rosemallow
"CHCO11",,"Chamaesyce cordifolia (Elliott) Small",heartleaf sandmat
"SCOV",,"Scutellaria ovata Hill",heartleaf skullcap
"SCOVB",,"Scutellaria ovata Hill ssp. bracteata (Benth.) Epling",heartleaf skullcap
"ERMU4",,"Eriogonum multiflorum Benth.",heartsepal buckwheat
"RUHA2",,"Rumex hastatulus Baldw.",heartwing sorrel
"ARSQ",,"Argemone squarrosa Greene",hedgehog pricklypoppy
"ARSQG",,"Argemone squarrosa Greene ssp. glabrata G.B. Ownbey",hedgehog pricklypoppy
"LUEC",,"Luzula echinata (Small) F.J. Herm.",hedgehog woodrush
"PETR2",,"Penstemon triflorus A. Heller",Heller's beardtongue
"PETRI",,"Penstemon triflorus A. Heller ssp. integrifolius Pennell",Heller's beardtongue
"PETRT2",,"Penstemon triflorus A. Heller ssp. triflorus ",Heller's beardtongue
