Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"EQFE",,"Equisetum ×ferrissii Clute (pro sp.) [hyemale × laevigatum]",
"GAPUA",,"Gaillardia pulchella Foug. var. australis Turner & M.A. Whalen",
"GAPUP2",,"Gaillardia pulchella Foug. var. pulchella ",
"WEAC",,"Wedelia acapulcensis Kunth",
"URRA",,"Urochloa ramosa (L.) Nguyen",
"VUMY",,"Vulpia myuros (L.) C.C. Gmel.",
"VIPR4",,"Viola ×primulifolia L. (pro sp.) [lanceolata × macloskeyi]",
"QUPA4",,"Quercus ×pauciloba Rydb. (pro sp.) [gambelii × turbinella]",
"DAWRW",,"Dalea wrightii A. Gray var. wrightii ",
"SEDI13",,"Sedum diffusum S. Watson",
"SICO",,"Sida cordifolia L.",‘ilima
"ERAB2",,"Eriogonum abertianum Torr.",Abert's buckwheat
"SAAB",,"Sanvitalia abertii A. Gray",Abert's creeping zinnia
"MEMU3",,"Mentzelia multiflora (Nutt.) A. Gray",Adonis blazingstar
"MEMUM2",,"Mentzelia multiflora (Nutt.) A. Gray var. multiflora ",Adonis blazingstar
"CYNL80",,"Cynodon nlemfuensis Vanderyst",African Bermudagrass
"CYNLN",,"Cynodon nlemfuensis Vanderyst var. nlemfuensis ",African Bermudagrass
"CRAL3",,"Croton alabamensis E.A. Sm. ex Chapm.",Alabama croton
"CRALT",,"Croton alabamensis E.A. Sm. ex Chapm. var. texensis Ginzbarg",Alabama croton
"CHAL5",,"Cheilanthes alabamensis (Buckley) Kunze",Alabama lipfern
"BESC",,"Berchemia scandens (Hill) K. Koch",Alabama supplejack
"CEMO2",,"Cercocarpus montanus Raf.",alderleaf mountain mahogany
"MESA",,"Medicago sativa L.",alfalfa
"MESAS",,"Medicago sativa L. ssp. sativa ",alfalfa
"MATR3",,"Mahonia trifoliolata (Moric.) Fedde",algerita
"RACY",,"Ranunculus cymbalaria Pursh",alkali buttercup
"MALE3",,"Malvella leprosa (Ortega) Krapov.",alkali mallow
"SPAI",,"Sporobolus airoides (Torr.) Torr.",alkali sacaton
"HELA8",,"Helianthus laciniatus A. Gray",alkali sunflower
"FLCA",,"Flaveria campestris J.R. Johnst.",alkali yellowtops
"ECPA4",,"Echinocereus papillosus Linke ex Rümpler",Allicoche hedgehog cactus
"JUDE2",,"Juniperus deppeana Steud.",alligator juniper
"ALPH",,"Alternanthera philoxeroides (Mart.) Griseb.",alligatorweed
"COAL6",,"Conopholis alpina Liebm.",alpine cancer-root
"RUCH3",,"Rumex chrysocarpus Moris",amamastla
"STHE9",,"Strophostyles helvola (L.) Elliott",amberique-bean
"TIAM",,"Tilia americana L.",American basswood
"CAAM2",,"Callicarpa americana L.",American beautyberry
"LOUN",,"Lotus unifoliolatus (Hook.) Benth.",American bird's-foot trefoil
"LOUNU",,"Lotus unifoliolatus (Hook.) Benth. var. unifoliolatus ",American bird's-foot trefoil
"CESC",,"Celastrus scandens L.",American bittersweet
"SANIC4",,"Sambucus nigra L. ssp. canadensis (L.) R. Bolli",American black elderberry
"SOAM",,"Solanum americanum Mill.",American black nightshade
"BUAM",,"Buchnera americana L.",American bluehearts
"BROV4",,"Brunnichia ovata (Walter) Shinners",American buckwheat vine
"COAM8",,"Corispermum americanum (Nutt.) Nutt.",American bugseed
"COAMR",,"Corispermum americanum (Nutt.) Nutt. var. rydbergii Mosyakin",American bugseed
"ERHI12",,"Erechtites hieraciifolius (L.) Raf. ex DC.",American burnweed
"ERHIH2",,"Erechtites hieraciifolius (L.) Raf. ex DC. var. hieraciifolius ",American burnweed
"SPAM",,"Sparganium americanum Nutt.",American bur-reed
"SAST",,"Sacciolepis striata (L.) Nash",American cupscale
"ULAM",,"Ulmus americana L.",American elm
"AMBR2",,"Amphicarpaea bracteata (L.) Fernald",American hogpeanut
"ILOP",,"Ilex opaca Aiton",American holly
"ILOPO",,"Ilex opaca Aiton var. opaca ",American holly
"CACA18",,"Carpinus caroliniana Walter",American hornbeam
"GIST5",,"Gillenia stipulata (Muhl. ex Willd.) Baill.",American ipecac
"GLLE3",,"Glycyrrhiza lepidota Pursh",American licorice
"PHLE5",,"Phryma leptostachya L.",American lopseed
"NELU",,"Nelumbo lutea Willd.",American lotus
"PHAM4",,"Phytolacca americana L.",American pokeweed
"RHAM",,"Rhynchosia americana (Houst. ex Mill.) M.C. Metz",American snoutbean
"CEAM2",,"Centaurea americana Nutt.",American star-thistle
"PLOC",,"Platanus occidentalis L.",American sycamore
"FLCE",,"Flourensia cernua DC.",American tarwort
"TRCA8",,"Trixis californica Kellogg",American threefold
"VIAM",,"Vicia americana Muhl. ex Willd.",American vetch
"VIAMA3",,"Vicia americana Muhl. ex Willd. ssp. americana ",American vetch
"LYAM",,"Lycopus americanus Muhl. ex W.P.C. Barton",American water horehound
"JUAM",,"Justicia americana (L.) Vahl",American water-willow
"NYOD",,"Nymphaea odorata Aiton",American white waterlily
"NYODO",,"Nymphaea odorata Aiton ssp. odorata ",American white waterlily
"DAPU3",,"Daucus pusillus Michx.",American wild carrot
"LOMA6",,"Lonicera maackii (Rupr.) Herder",Amur honeysuckle
"COBO2",,"Cordia boissieri A. DC.",anacahuita
"DACY",,"Dalea cylindriceps Barneby",Andean prairie clover
"ACLO2",,"Acleisanthes longiflora A. Gray",angel's trumpets
"ABTR",,"Abutilon trisulcatum (Jacq.) Urb.",anglestem Indian mallow
"LULE4",,"Ludwigia leptocarpa (Nutt.) H. Hara",anglestem primrose-willow
"DIAR5",,"Dichanthium aristatum (Poir.) C.E. Hubbard",Angleton bluestem
"MAGO",,"Matelea gonocarpos (Walter) Shinners",angularfruit milkvine
"INSU",,"Indigofera suffruticosa Mill.",anil de pasto
"SOOD",,"Solidago odora Aiton",anisescented goldenrod
"SOODO",,"Solidago odora Aiton var. odora ",anisescented goldenrod
"RARU",,"Rapistrum rugosum (L.) All.",annual bastardcabbage
"SIRO5",,"Sisyrinchium rosulatum E.P. Bicknell",annual blue-eyed grass
"POAN",,"Poa annua L.",annual bluegrass
"ERAN4",,"Eriogonum annuum Nutt.",annual buckwheat
"PHCA5",,"Phalaris canariensis L.",annual canarygrass
"FIAN",,"Fimbristylis annua (All.) Roem. & Schult.",annual fimbry
"LATR3",,"Lavatera trimestris L.",annual mallow
"IVAN2",,"Iva annua L.",annual marsh elder
"PHDR",,"Phlox drummondii Hook.",annual phlox
"PHDRD",,"Phlox drummondii Hook. ssp. drummondii ",annual phlox
"POMO5",,"Polypogon monspeliensis (L.) Desf.",annual rabbitsfoot grass
"AMAR2",,"Ambrosia artemisiifolia L.",annual ragweed
"AMARP",,"Ambrosia artemisiifolia L. var. paniculata (Michx.) Blank.",annual ragweed
"SULI",,"Suaeda linearis (Elliott) Moq.",annual seepweed
"FARE",,"Facelis retusa (Lam.) Sch. Bip.",annual trampweed
"DIMU2",,"Diplotaxis muralis (L.) DC.",annual wallrocket
"ALCH",,"Allionia choisyi Standl.",annual windmills
"MEIN2",,"Melilotus indicus (L.) All.",annual yellow sweetclover
"URUL",,"Urvillea ulmacea Kunth",apaac
"FAPA",,"Fallugia paradoxa (D. Don) Endl. ex Torr.",Apache plume
"MUUT",,"Muhlenbergia utilis (Torr.) Hitchc.",aparejograss
"ASPE",,"Asclepias perennis Walter",aquatic milkweed
"JUAR2",,"Juncus arcticus Willd.",arctic rush
"LECH",,"Leptochloa chloridiformis (Hack.) Parodi",Argentine sprangletop
"CEAR12",,"Centaurium arizonicum (A. Gray) A. Heller",Arizona centaury
"CECA3",,"Centaurium calycosum (Buckley) Fernald",Arizona centaury
"DICA8",,"Digitaria californica (Benth.) Henr.",Arizona cottontop
"FEAR2",,"Festuca arizonica Vasey",Arizona fescue
"GRAR2",,"Grindelia arizonica A. Gray",Arizona gumweed
"GRARA",,"Grindelia arizonica A. Gray var. arizonica ",Arizona gumweed
"LOAR",,"Lonicera arizonica Rehder",Arizona honeysuckle
"CHAR18",,"Chamaesyce arizonica (Engelm.) Arthur",Arizona sandmat
"URAR",,"Urochloa arizonica (Scribn. & Merr.) O. Morrone & F. Zuloaga",Arizona signalgrass
"FRAR2",,"Froelichia arizonica Thornb. ex Standl.",Arizona snakecotton
"ARAR6",,"Aristida arizonica Vasey",Arizona threeawn
"VAAR3",,"Valeriana arizonica A. Gray",Arizona valerian
"JUMA",,"Juglans major (Torr.) A. Heller",Arizona walnut
"ELAR7",,"Elymus arizonicus (Scribn. & J.G. Sm.) Gould",Arizona wheatgrass
"APSK",,"Aphanostephus skirrhobasis (DC.) Trel.",Arkansas dozedaisy
"APSKK",,"Aphanostephus skirrhobasis (DC.) Trel. var. kidderi (S.F. Blake) B.L. Turner",Arkansas dozedaisy
"APSKS",,"Aphanostephus skirrhobasis (DC.) Trel. var. skirrhobasis ",Arkansas dozedaisy
"APSKT",,"Aphanostephus skirrhobasis (DC.) Trel. var. thalassius Shinners",Arkansas dozedaisy
"CHAS",,"Chaetopappa asteroides Nutt. ex DC.",Arkansas leastdaisy
"THAR",,"Thalictrum arkansanum B. Boivin",Arkansas meadow-rue
"CAAR5",,"Carex arkansana (L.H. Bailey) L.H. Bailey",Arkansas sedge
"YUAR2",,"Yucca arkansana Trel.",Arkansas yucca
"SYOB",,"Symphyotrichum oblongifolium (Nutt.) G.L. Nesom",aromatic aster
"GOSE",,"Gomphrena serrata L.",arrasa con todo
"ARPU8",,"Aristida purpurascens Poir.",arrowfeather threeawn
"CRSA4",,"Crotalaria sagittalis L.",arrowhead rattlebox
"MASA3",,"Malvella sagittifolia (A. Gray) Fryxell",arrowleaf mallow
"POSA5",,"Polygonum sagittatum L.",arrowleaf tearthumb
"VISA2",,"Viola sagittata Aiton",arrowleaf violet
"VISAS5",,"Viola sagittata Aiton var. sagittata ",arrowleaf violet
"PLSE",,"Pluchea sericea (Nutt.) Coville",arrowweed
"SALA6",,"Salix lasiolepis Benth.",arroyo willow
"SALAL2",,"Salix lasiolepis Benth. var. lasiolepis ",arroyo willow
"JUAS",,"Juniperus ashei J. Buchholz",Ashe's juniper
"CHCI2",,"Chamaesyce cinerascens (Engelm.) Small",ashy sandmat
"HEMO2",,"Helianthus mollis Lam.",ashy sunflower
"DIBI",,"Digitaria bicornis (Lam.) Roem. & Schult.",Asian crabgrass
"CLTE3",,"Clitoria ternatea L.",Asian pigeonwings
"DIMI",,"Dichondra micrantha Urb.",Asian ponysfoot
"COCO3",,"Commelina communis L.",Asiatic dayflower
"ATFIA2",,"Athyrium filix-femina (L.) Roth ssp. asplenioides (Michx.) Hultén",asplenium ladyfern
"COFL",,"Conyza floribunda Kunth",asthmaweed
"TAAP",,"Tamarix aphylla (L.) Karst.",Athel tamarisk
"CASC5",,"Camassia scilloides (Raf.) Cory",Atlantic camas
"CLMA4",,"Clitoria mariana L.",Atlantic pigeonwings
"ELNY",,"Ellisia nyctelea (L.) L.",Aunt Lucy
"ATSE",,"Atriplex semibaccata R. Br.",Australian saltbush
"POAU",,"Poa autumnalis Muhl. ex Elliott",autumn bluegrass
"COOD7",,"Corallorhiza odontorhiza (Willd.) Poir.",autumn coralroot
"COODO2",,"Corallorhiza odontorhiza (Willd.) Poir. var. odontorhiza ",autumn coralroot
"ALST",,"Allium stellatum Fraser ex Ker Gawl.",autumn onion
"SAGR4",,"Salvia greggii A. Gray",autumn sage
"LIAR6",,"Lipocarpha aristulata (Coville) G. Tucker",awned halfchaff sedge
"BOEX",,"Bothriochloa exaristata (Nash) Henr.",awnless beardgrass
"SICA7",,"Simsia calva (Engelm. & A. Gray) A. Gray",awnless bushsunflower
"CHIM",,"Chaetopappa imberbis (A. Gray) G.L. Nesom",awnless leastdaisy
"SAAZ",,"Salvia azurea Michx. ex Lam.",azure blue sage
"SAAZA",,"Salvia azurea Michx. ex Lam. var. azurea ",azure blue sage
"MEPR2",,"Mecardonia procumbens (Mill.) Small",baby jump-up
"HYVE",,"Hybanthus verticillatus (Ortega) Baill.",babyslippers
"SEVE",,"Sesbania vesicaria (Jacq.) Elliott",bagpod
"PANO2",,"Paspalum notatum Flueggé",bahiagrass
"CHBA11",,"Chrysothamnus baileyi Wooton & Standl.",Bailey's rabbitbrush
"BRRA2",,"Bromus racemosus L.",bald brome
"TADI2",,"Taxodium distichum (L.) Rich.",bald cypress
"CYCR6",,"Cyperus croceus Vahl",Baldwin's flatsedge
"VEBA",,"Vernonia baldwinii Torr.",Baldwin's ironweed
"CAHA13",,"Cardiospermum halicacabum L.",balloon vine
"EPWI2",,"Epixiphium wislizeni (Engelm. ex A. Gray) Munz",balloonbush
"YUBA",,"Yucca baccata Torr.",banana yucca
"GACO7",,"Gaillardia coahuilensis B.L. Turner",bandanna daisy
"PRBA",,"Prenanthes barbata (Torr. & A. Gray) Milstead",barbed rattlesnakeroot
"SAPA8",,"Salsola paulsenii Litv.",barbwire Russian thistle
"ECCR",,"Echinochloa crus-galli (L.) P. Beauv.",barnyardgrass
"SYPR7",,"Symphyotrichum pratense (Raf.) G.L. Nesom",barrens silky aster
"HEPA3",,"Helietta parvifolia (A. Gray ex Hemsl.) Benth.",barreta
"MOCL2",,"Monarda clinopodioides A. Gray",basil beebalm
"OPHIS",,"Oplismenus hirtellus (L.) P. Beauv. ssp. setarius (Lam.) Mez ex Ekman",basketgrass
"OPHI",,"Oplismenus hirtellus (L.) P. Beauv.",basketgrass
"QUSI",,"Quercus sinuata Walter",bastard oak
"QUSIB",,"Quercus sinuata Walter var. breviloba (Torr.) C.H. Mull.",bastard oak
"COUM",,"Comandra umbellata (L.) Nutt.",bastard toadflax
"ERWR",,"Eriogonum wrightii Torr. ex Benth.",bastardsage
"ERWRW",,"Eriogonum wrightii Torr. ex Benth. var. wrightii ",bastardsage
"CARO26",,"Canavalia rosea (Sw.) DC.",baybean
"IPPE",,"Ipomoea pes-caprae (L.) R. Br.",bayhops
"OEDR",,"Oenothera drummondii Hook.",beach evening primrose
"AGFA2",,"Agalinis fasciculata (Elliott) Raf.",beach false foxglove
"IPIM",,"Ipomoea imperati (Vahl) Griseb.",beach morning-glory
"SUCO",,"Suaeda conferta (Small) I.M. Johnst.",beach seepweed
"AGRO3",,"Agrimonia rostellata Wallr.",beaked agrimony
"VARA",,"Valerianella radiata (L.) Dufr.",beaked cornsalad
"GLQU",,"Glandularia quandrangulata (A. Heller) Umber",beaked mock vervain
"PAAN",,"Panicum anceps Michx.",beaked panicgrass
"ELRO2",,"Eleocharis rostellata (Torr.) Torr.",beaked spikerush
"BIAR",,"Bidens aristosa (Michx.) Britton",bearded beggarticks
"CYSQ",,"Cyperus squarrosus L.",bearded flatsedge
"DAPO",,"Dalea pogonathera A. Gray",bearded prairie clover
"DAPOP",,"Dalea pogonathera A. Gray var. pogonathera ",bearded prairie clover
"GYAM",,"Gymnopogon ambiguus (Michx.) Britton, Sterns & Poggenb.",bearded skeletongrass
"LEFUF",,"Leptochloa fusca (L.) Kunth ssp. fascicularis (Lam.) N. Snow",bearded sprangletop
"CYBA",,"Cynanchum barbigerum (Scheele) Shinners",bearded swallow-wort
"POVI9",,"Polypogon viridis (Gouan) Breistr.",beardless rabbitsfoot grass
"PEBA2",,"Penstemon barbatus (Cav.) Roth",beardlip penstemon
"QUBE2",,"Quercus ×beaumontiana Sarg. [falcata × laurifolia]",Beaumont oak
"HYGA",,"Hypericum galioides Lam.",bedstraw St. Johnswort
"FRBE2",,"Frangula betulifolia (Greene) V. Grub.",beechleaf frangula
"EUER2",,"Euphorbia eriantha Benth.",beetle spurge
"TRBE3",,"Trifolium bejariense Moric.",Bejar clover
"CYRE2",,"Cyperus reflexus Vahl",bentawn flatsedge
"PENE4",,"Pennisetum nervosum (Nees) Trin.",bentspike fountaingrass
"PABE4",,"Panicum bergii Arechav.",Berg's panicgrass
"CIBE",,"Citharexylum berlandieri B.L. Rob.",Berlandier's fiddlewood
"ECBE",,"Echinocereus berlandieri (Engelm.) Haage",Berlandier's hedgehog cactus
"ABBE",,"Abutilon berlandieri A. Gray ex S. Watson",Berlandier's Indian mallow
"ESBE",,"Esenbeckia berlandieri Baill. ex Hemsl.",Berlandier's jopoy
"LOBE3",,"Lobelia berlandieri A. DC.",Berlandier's lobelia
"LOBEB",,"Lobelia berlandieri A. DC. var. brachypoda (A. Gray) McVaugh",Berlandier's lobelia
"LOBEB2",,"Lobelia berlandieri A. DC. var. berlandieri ",Berlandier's lobelia
"JACA3",,"Jatropha cathartica Terán & Berl.",Berlandier's nettlespurge
"CABE6",,"Calylophus berlandieri Spach",Berlandier's sundrops
"CABEB2",,"Calylophus berlandieri Spach ssp. berlandieri ",Berlandier's sundrops
"CABEP2",,"Calylophus berlandieri Spach ssp. pinifolius (Engelm. ex A. Gray) Towner",Berlandier's sundrops
"ACOB2",,"Acleisanthes obtusa (Choisy) Standl.",Berlandier's trumpets
"LYBE",,"Lycium berlandieri Dunal",Berlandier's wolfberry
"LIBE2",,"Linum berlandieri Hook.",Berlandier's yellow flax
"LIBEB2",,"Linum berlandieri Hook. var. berlandieri ",Berlandier's yellow flax
"LIBEF",,"Linum berlandieri Hook. var. filifolium (Shinners) C.M. Rogers",Berlandier's yellow flax
"CYDA",,"Cynodon dactylon (L.) Pers.",Bermudagrass
"HABE3",,"Hackelia besseyi (Rydb.) J.L. Gentry",Bessey's stickseed
"TRBE4",,"Tragia betonicifolia Nutt.",betonyleaf noseburn
"COBE4",,"Conoclinium betonicifolium (Mill.) R.M. King & H. Rob.",betonyleaf thoroughwort
"COBEB",,"Conoclinium betonicifolium (Mill.) R.M. King & H. Rob. var. betonicifolium ",betonyleaf thoroughwort
"LALU",,"Lactuca ludoviciana (Nutt.) Riddell",biannual lettuce
"CABI3",,"Carex bicknellii Britton",Bicknell's sedge
"NECA3",,"Nerisyrenia camporum (A. Gray) Greene",bicolor fanmustard
"HYBI",,"Hymenopappus biennis B.L. Turner",biennial woollywhite
"LEMI4",,"Leucophyllum minus A. Gray",Big Bend barometerbush
"GRSC6",,"Grusonia schottii (Engelm.) H. Rob.",Big Bend pricklypear
"ANGE",,"Andropogon gerardii Vitman",big bluestem
"AXFU",,"Axonopus furcatus (Flueggé) Hitchc.",big carpetgrass
"CEFOV2",,"Cerastium fontanum Baumg. ssp. vulgare (Hartm.) Greuter & Burdet",big chickweed
"SPCY",,"Spartina cynosuroides (L.) Roth",big cordgrass
"SPWR2",,"Sporobolus wrightii Munro ex Scribn.",big sacaton
"CEMY",,"Cenchrus myosuroides Kunth",big sandbur
"WIAM",,"Wissadula amplissima (L.) R.E. Fries",big yellow velvetleaf
"VEBR",,"Verbena bracteata Cav. ex Lag. & Rodr.",bigbract verbena
"ARBI3",,"Artemisia bigelovii A. Gray",Bigelow sage
"BIBI",,"Bidens bigelovii A. Gray",Bigelow's beggarticks
"BIBIB2",,"Bidens bigelovii A. Gray var. bigelovii ",Bigelow's beggarticks
"POBI",,"Poa bigelovii Vasey & Scribn.",Bigelow's bluegrass
"LEGR3",,"Lesquerella grandiflora (Hook.) S. Watson",bigflower bladderpod
"MAMA9",,"Marsilea macropoda Engelm. ex A. Braun",bigfoot waterclover
"OEMA",,"Oenothera macrocarpa Nutt.",bigfruit evening primrose
"OEMAI2",,"Oenothera macrocarpa Nutt. ssp. incana (A. Gray) Wagner",bigfruit evening primrose
"OEMAM",,"Oenothera macrocarpa Nutt. ssp. macrocarpa ",bigfruit evening primrose
"EVPR",,"Evax prolifera Nutt. ex DC.",bighead pygmycudweed
"VIMA",,"Vinca major L.",bigleaf periwinkle
"SEHE8",,"Sesbania herbacea (Mill.) McVaugh",bigpod sesbania
"CYMA",,"Cymopterus macrorhizus Buckley",bigroot springparsley
"CUIN",,"Cuscuta indecora Choisy",bigseed alfalfa dodder
"CUINL",,"Cuscuta indecora Choisy var. longisepala Yunck.",bigseed dodder
"CUINN",,"Cuscuta indecora Choisy var. neuropetala (Engelm.) Hitchc.",bigseed dodder
"ACGR3",,"Acer grandidentatum Nutt.",bigtooth maple
"ERHI",,"Eragrostis hirsuta (Michx.) Nees",bigtop lovegrass
"AGPA",,"Agastache pallidiflora (A. Heller) Rydb.",Bill Williams Mountain giant hyssop
"AGPAN",,"Agastache pallidiflora (A. Heller) Rydb. ssp. neomexicana (Briq.) Lint & Epling",Bill Williams Mountain giant hyssop
"AGPAH3",,"Agastache pallidiflora (A. Heller) Rydb. ssp. neomexicana (Briq.) Lint & Epling var. havardii (A. Gray) R.W. Sanders",Bill Williams Mountain giant hyssop
"CAGI",,"Caesalpinia gilliesii (Wall. ex Hook.) Wall. ex D. Dietr.",bird-of-paradise shrub
"MYPE",,"Myagrum perfoliatum L.",bird's-eye cress
"PATE9",,"Passiflora tenuiloba Engelm.",birdwing passionflower
"PAAM2",,"Panicum amarum Elliott",bitter panicgrass
"HYOD",,"Hymenoxys odorata DC.",bitter rubberweed
"PRSE2",,"Prunus serotina Ehrh.",black cherry
"PRSES",,"Prunus serotina Ehrh. var. serotina ",black cherry
"PRSEV",,"Prunus serotina Ehrh. var. virens (Wooton & Standl.) McVaugh",black cherry
"CANI3",,"Carex nigromarginata Schwein.",black edge sedge
"SANI4",,"Sambucus nigra L.",black elderberry
"BOER4",,"Bouteloua eriopoda (Torr.) Torr.",black grama
"CATE9",,"Carya texana Buckley",black hickory
"VAFU",,"Vaccinium fuscatum Aiton",black highbush blueberry
"ROPS",,"Robinia pseudoacacia L.",black locust
"AVGE",,"Avicennia germinans (L.) L.",black mangrove
"MELU",,"Medicago lupulina L.",black medick
"DAFR2",,"Dalea frutescens A. Gray",black prairie clover
"JUNI",,"Juglans nigra L.",black walnut
"SANI",,"Salix nigra Marshall",black willow
"BECH",,"Belamcanda chinensis (L.) DC.",blackberry lily
"VARI",,"Vachellia rigidula (Benth.) Seigler & Ebinger",blackbrush acacia
"MEOR2",,"Medicago orbicularis (L.) Bartal.",blackdisk medick
"RUHI2",,"Rudbeckia hirta L.",blackeyed Susan
"THAL3",,"Thunbergia alata Bojer ex Sims",blackeyed Susan vine
"ISME",,"Isoetes melanopoda Gay & Durieu ex Durieu",blackfoot quillwort
"CHAN5",,"Chamaesyce angusta (Engelm.) Small",blackfoot sandmat
"NYSY",,"Nyssa sylvatica Marshall",blackgum
"QUMA3",,"Quercus marilandica Münchh.",blackjack oak
"PLRU",,"Plantago rugelii Decne.",blackseed plantain
"PLRUR",,"Plantago rugelii Decne. var. rugelii ",blackseed plantain
"PIAV",,"Piptochaetium avenaceum (L.) Parodi",blackseed speargrass
"ASRE",,"Asplenium resiliens Kunze",blackstem spleenwort
"HECR3",,"Herissantia crispa (L.) Briz.",bladdermallow
"LIAE3",,"Liatris aestivalis G.L. Nesom & R. O'Kennon",blazing star
"SIMA3",,"Silybum marianum (L.) Gaertn.",blessed milkthistle
"OPRU3",,"Opuntia rufida Engelm.",blind pricklypear
"DICO4",,"Dichanthelium consanguineum (Kunth) Gould & C.A. Clark",blood panicgrass
"SACO5",,"Salvia coccinea P.J. Buchoz ex Etlinger",blood sage
"ADAN",,"Adonis annua L.",blooddrops
"ASCU",,"Asclepias curassavica L.",bloodflower
"TAAZ",,"Tamaulipa azurea (DC.) R.M. King & H. Rob.",blue boneset
"SHAR2",,"Sherardia arvensis L.",blue fieldmadder
"ANCO9",,"Androstephium coeruleum (Scheele) Greene",blue funnel lily
"BOGR2",,"Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",blue grama
"LATA",,"Lactuca tatarica (L.) C.A. Mey.",blue lettuce
"LATAP",,"Lactuca tatarica (L.) C.A. Mey. var. pulchella (Pursh) Breitung",blue lettuce
"POBA",,"Polygala barbeyana Chod.",blue milkwort
"COCO13",,"Conoclinium coelestinum (L.) DC.",blue mistflower
"HELI2",,"Heteranthera limosa (Sw.) Willd.",blue mudplantain
"PAAN4",,"Panicum antidotale Retz.",blue panicum
"ARPUN",,"Aristida purpurea Nutt. var. nealleyi (Vasey) Allred",blue threeawn
"BAAU",,"Baptisia australis (L.) R. Br.",blue wild indigo
"BAAUM",,"Baptisia australis (L.) R. Br. var. minor (Lehm.) Fernald",blue wild indigo
"CARO2",,"Campanula rotundifolia L.",bluebell bellflower
"CRBR",,"Crataegus brachyacantha Sarg. & Engelm.",blueberry hawthorn
"CLPI",,"Clematis pitcheri Torr. & A. Gray",bluebill
"CLPID",,"Clematis pitcheri Torr. & A. Gray var. dictyota (Greene) Dennis",bluebill
"CLPIP",,"Clematis pitcheri Torr. & A. Gray var. pitcheri ",bluebill
"GIAC4",,"Giliastrum acerosum (A. Gray) Rydb.",bluebowls
"GIRI3",,"Giliastrum rigidulum (Benth.) Rydb.",bluebowls
"PSSP6",,"Pseudoroegneria spicata (Pursh) Á. Löve",bluebunch wheatgrass
"ERIN6",,"Eryngium integrifolium Walter",blueflower eryngo
"QUIN",,"Quercus incana W. Bartram",bluejack oak
"TROH",,"Tradescantia ohiensis Raf.",bluejacket
"ARAL3",,"Argemone albiflora Hornem.",bluestem pricklypoppy
"ARALT",,"Argemone albiflora Hornem. ssp. texana G.B. Ownbey",bluestem pricklypoppy
"CATR7",,"Carex tribuloides Wahlenb.",blunt broom sedge
"ELOB2",,"Eleocharis obtusa (Willd.) Schult.",blunt spikerush
"SEMU",,"Selaginella mutica D.C. Eaton ex Underw.",bluntleaf spikemoss
"WOOB2",,"Woodsia obtusa (Spreng.) Torr.",bluntlobe cliff fern
"WOOBO",,"Woodsia obtusa (Spreng.) Torr. ssp. obtusa ",bluntlobe cliff fern
"DEOB2",,"Desmanthus obtusus S. Watson",bluntpod bundleflower
"BAPE",,"Bahia pedata A. Gray",bluntscale bahia
"JUBI",,"Juncus biflorus Elliott",bog rush
"POSE6",,"Polygonum setaceum Baldw.",bog smartweed
"VILA4",,"Viola lanceolata L.",bog white violet
"ROPA2",,"Rorippa palustris (L.) Besser",bog yellowcress
"AMSC",,"Amaranthus scleropoides Uline & Bray",bonebract amaranth
"OLBO",,"Oldenlandia boscii (DC.) Chapm.",Bosc's mille graines
"DIBO2",,"Dichanthelium boscii (Poir.) Gould & C.A. Clark",Bosc's panicgrass
"NEEX",,"Nephrolepis exaltata (L.) Schott",Boston swordfern
"NEEXE",,"Nephrolepis exaltata (L.) Schott ssp. exaltata ",Boston swordfern
"LASI",,"Lagenaria siceraria (Molina) Standl.",bottle gourd
"CAHY4",,"Carex hystericina Muhl. ex Willd.",bottlebrush sedge
"HEMU5",,"Heteranthera multiflora (Griseb.) Horn",bouquet mudplantain
"ACNE2",,"Acer negundo L.",boxelder
"DIMU",,"Dioclea multiflora (Torr. & A. Gray) C. Mohr",Boykin's clusterpea
"ASBR",,"Asclepias brachystephana Engelm. ex Torr.",bract milkweed
"GAMI",,"Galium microphyllum A. Gray",bracted bedstraw
"LIBR",,"Liatris bracteata Gaiser",bracted blazing star
"SICI",,"Sida ciliaris L.",bracted fanpetals
"STBR",,"Streptanthus bracteatus A. Gray",bracted jewelflower
"PAAF",,"Passiflora affinis Engelm.",bracted passionflower
"MENU",,"Mentzelia nuda (Pursh) Torr. & A. Gray",bractless blazingstar
"DIBR2",,"Dicliptera brachiata (Pursh) Spreng.",branched foldwing
"TRRA5",,"Tragia ramosa Torr.",branched noseburn
"VABR4",,"Vachellia bravoensis (Isely) Seigler & Ebinger",Bravo acacia
"IPPEB",,"Ipomoea pes-caprae (L.) R. Br. ssp. brasiliensis (L.) van Ooststr.",Brazilian bayhops
"COHO",,"Condalia hookeri M.C. Johnst.",Brazilian bluewood
"SCTE",,"Schinus terebinthifolius Raddi",Brazilian peppertree
"SCTER2",,"Schinus terebinthifolius Raddi var. raddianus Engl.",Brazilian peppertree
"VEBR2",,"Verbena brasiliensis Vell.",Brazilian vervain
"WOBR",,"Wolffia brasiliensis Weddell",Brazilian watermeal
"ASBR7",,"Astragalus brazoensis Buckley",Brazos milkvetch
"ELOL",,"Eleocharis olivacea Torr.",bright green spikerush
